collected_frames,train/mean_reward,train/mean_state_value,train/value_minus_reward,train/mean_advantage_GAE,train/mean_action_sample_log_prob,train/mean_critic_loss,train/mean_objective_loss,train/mean_entropy_loss,train/mean_entropy,train/mean_kl_approx,train/mean_clip_fraction,train/mean_advantage,train/std_advantage,train/total_grad_norm,train/policy_operator_lr,train/value_operator_lr
180224,0.016952265053987503,-9.273396492004395,-9.290348757058382,0.09301112592220306,-2.6747045516967773,3.0672008991241455,-0.0008722436614334583,-0.09331777691841125,2.663292646408081,0.00010250421473756433,0.0,0.09301112592220306,5.670035362243652,1.8719550371170044,9.45013577354808e-05,0.0005643238233313735
196608,-0.33476728200912476,-7.416894912719727,-7.082127630710602,-3.5815019607543945,-2.6808876991271973,4.649511337280273,-0.00037202052772045135,-0.09365775436162949,2.6729955673217773,-0.00018575909780338407,0.0,-3.5815019607543945,7.153495788574219,4.275165557861328,9.427189963453812e-05,0.0005629535925122483
212992,-0.11308418214321136,-12.28438949584961,-12.171305313706398,-1.011602759361267,-2.6731934547424316,4.03204870223999,-0.0011186692863702774,-0.09344647079706192,2.6669654846191406,0.0002708504907786846,0.0,-1.011602759361267,6.510117530822754,5.925797462463379,9.404244153359546e-05,0.0005615833616931232
229376,-0.03380938619375229,-14.752342224121094,-14.718532837927341,-0.19163979589939117,-2.671952962875366,3.6416773796081543,-0.0010102568194270134,-0.09332221746444702,2.663419246673584,-8.06130119599402e-05,0.0,-0.19163979589939117,6.11029577255249,4.473940372467041,9.381298343265278e-05,0.0005602131308739981
245760,0.003389887511730194,-14.203764915466309,-14.207154802978039,0.06910358369350433,-2.6753530502319336,3.419492721557617,-0.0010754140093922615,-0.09343927353620529,2.666759967803955,0.000450322637334466,0.0,0.06910358369350433,6.219034194946289,2.8198418617248535,9.35835253317101e-05,0.000558842900054873
262144,-0.005859834142029285,-16.18309211730957,-16.17723228316754,-0.30903351306915283,-2.6759963035583496,2.8861396312713623,-0.0013674364890903234,-0.09381430596113205,2.6774635314941406,0.00022438733140006661,0.0,-0.30903351306915283,5.102859973907471,2.444063901901245,9.335406723076744e-05,0.0005574726692357479
278528,-0.3032677471637726,-15.734243392944336,-15.430975645780563,-3.118913173675537,-2.676708698272705,3.999337911605835,-0.0005631390959024429,-0.09385368227958679,2.6785871982574463,-9.786116424947977e-05,0.0,-3.118913173675537,6.416665077209473,3.4869916439056396,9.312460912982476e-05,0.0005561024384166228
294912,-0.16750627756118774,-19.83212661743164,-19.664620339870453,-1.1241413354873657,-2.671103000640869,3.9676544666290283,-0.0011228779330849648,-0.09327702224254608,2.6621296405792236,0.0003526485525071621,0.0,-1.1241413354873657,6.428630828857422,5.021114826202393,9.289515102888208e-05,0.0005547322075974976
311296,-0.004363479092717171,-19.491214752197266,-19.48685127310455,-0.30258873105049133,-2.67680025100708,4.288115501403809,-0.0006796666420996189,-0.09367536008358002,2.6734979152679443,0.0001895315363071859,0.0,-0.30258873105049133,7.125195503234863,3.0417749881744385,9.266569292793941e-05,0.0005533619767783725
327680,-0.053428977727890015,-22.47337532043457,-22.41994634270668,-0.3188687860965729,-2.668602466583252,3.8706226348876953,-0.000801540445536375,-0.09332823753356934,2.663590908050537,-9.203061927109957e-05,0.0,-0.3188687860965729,6.693615436553955,4.450284004211426,9.243623482699674e-05,0.0005519917459592474
344064,0.02423124387860298,-22.62094497680664,-22.645176220685244,0.5854763984680176,-2.6730117797851562,3.9397363662719727,-0.0009181667119264603,-0.09333042800426483,2.663653612136841,-0.00022941752104088664,0.0,0.5854763984680176,6.910359859466553,2.557435989379883,9.220677672605406e-05,0.0005506215151401222
360448,-0.25362834334373474,-21.452207565307617,-21.198579221963882,-2.605538845062256,-2.674136161804199,4.986010551452637,-0.0007447879761457443,-0.09379228204488754,2.676835060119629,-9.05007473193109e-05,0.0,-2.605538845062256,8.00942611694336,4.197723865509033,9.197731862511139e-05,0.0005492512843209971
376832,-0.09481503069400787,-24.111230850219727,-24.01641581952572,-0.5733045339584351,-2.6758251190185547,4.198025703430176,-0.0006117941811680794,-0.09381715953350067,2.6775448322296143,2.6407651603221893e-05,0.0,-0.5733045339584351,7.11085319519043,3.2008583545684814,9.174786052416873e-05,0.000547881053501872
393216,-0.03591929003596306,-27.082073211669922,-27.04615392163396,-0.04518883675336838,-2.6745941638946533,3.6548728942871094,-0.001092705875635147,-0.0936957448720932,2.6740798950195312,0.00043996336171403527,0.0,-0.04518883675336838,6.593447208404541,3.672269582748413,9.151840242322606e-05,0.000546510822682747
409600,0.004894958809018135,-25.76417350769043,-25.769068466499448,0.212419793009758,-2.6727001667022705,3.863701105117798,-0.0016354895196855068,-0.09369195252656937,2.673971652984619,3.319390816614032e-05,0.0,0.212419793009758,6.880060195922852,1.9426661729812622,9.128894432228338e-05,0.0005451405918636218
425984,-0.004574798047542572,-26.228687286376953,-26.22411248832941,0.36569932103157043,-2.670848846435547,3.699436902999878,-0.0009909789077937603,-0.09391812980175018,2.680426597595215,0.0004777020658366382,0.0,0.36569932103157043,6.496675491333008,2.5182042121887207,9.105948622134072e-05,0.0005437703610444967
442368,-0.31281256675720215,-24.504657745361328,-24.191845178604126,-2.6265976428985596,-2.6736907958984375,5.1718292236328125,-0.0003401022404432297,-0.093345046043396,2.6640708446502686,0.0002080043195746839,0.0,-2.6265976428985596,8.027870178222656,3.4921865463256836,9.083002812039804e-05,0.0005424001302253716
458752,-0.08631040155887604,-28.168533325195312,-28.082222923636436,-0.5956667065620422,-2.6755001544952393,3.997636318206787,-0.0009037083946168423,-0.09379923343658447,2.677032947540283,-8.819729555398226e-05,0.0,-0.5956667065620422,6.702010154724121,3.2559926509857178,9.060057001945536e-05,0.0005410298994062465
475136,-0.04695349931716919,-31.19882583618164,-31.15187233686447,0.15705208480358124,-2.6718404293060303,3.8159642219543457,-0.000874614343047142,-0.09300841391086578,2.654463291168213,-8.76174308359623e-05,0.0,0.15705208480358124,6.630765438079834,2.3793013095855713,9.037111191851269e-05,0.0005396596685871213
491520,-0.00013096281327307224,-31.349254608154297,-31.349123645341024,0.7423744201660156,-2.6685068607330322,3.1799473762512207,-0.000598713755607605,-0.09382101893424988,2.6776552200317383,0.00040629535214975476,0.0,0.7423744201660156,6.319593906402588,8.589285850524902,9.014165381757e-05,0.0005382894377679962
507904,0.002648728433996439,-30.044795989990234,-30.04744471842423,0.4069209098815918,-2.6737442016601562,2.6734459400177,-0.0007387036457657814,-0.09403503686189651,2.683763265609741,0.0001976818311959505,0.0,0.4069209098815918,5.7268290519714355,3.60578989982605,8.991219571662733e-05,0.0005369192069488711
524288,-0.30040913820266724,-31.146360397338867,-30.8459512591362,-2.51251482963562,-2.677659511566162,3.9483084678649902,-0.0006701149977743626,-0.09407265484333038,2.6848368644714355,0.0003014332032762468,0.0,-2.51251482963562,6.466352462768555,4.731773853302002,8.968273761568466e-05,0.000535548976129746
540672,-0.12409856170415878,-33.58396911621094,-33.45987055450678,-0.47932910919189453,-2.6710987091064453,3.4554381370544434,-0.0009813234210014343,-0.09316784888505936,2.6590137481689453,-0.0002021608524955809,0.0,-0.47932910919189453,6.309536457061768,2.1422483921051025,8.945327951474199e-05,0.0005341787453106209
557056,-0.012441541999578476,-32.6501350402832,-32.637693498283625,0.21297499537467957,-2.66796875,3.3935201168060303,-0.0012856973335146904,-0.09381240606307983,2.6774091720581055,0.00010520970681682229,0.0,0.21297499537467957,6.092083930969238,1.9093869924545288,8.922382141379932e-05,0.0005328085144914958
573440,-0.0184489618986845,-33.497676849365234,-33.47922788746655,0.25700193643569946,-2.66912841796875,3.315312623977661,-0.000934327021241188,-0.09381125867366791,2.6773767471313477,0.00019910436822101474,0.0,0.25700193643569946,6.054431438446045,4.304575443267822,8.899436331285666e-05,0.0005314382836723707
589824,0.004819153808057308,-35.15510177612305,-35.159920929931104,0.8006062507629395,-2.6743950843811035,3.551682949066162,-0.0005012080073356628,-0.09364618360996246,2.6726651191711426,0.00029290298698469996,0.0,0.8006062507629395,6.531078338623047,2.478036642074585,8.876490521191399e-05,0.0005300680528532456
606208,-0.2972627580165863,-32.2526741027832,-31.955411344766617,-2.504517078399658,-2.6750192642211914,4.658946990966797,-0.00047208089381456375,-0.09362562000751495,2.6720781326293945,3.563845530152321e-05,0.0,-2.504517078399658,7.53839111328125,3.7603399753570557,8.853544711097133e-05,0.0005286978220341205
622592,-0.09317588806152344,-36.434837341308594,-36.34166145324707,-0.2852281928062439,-2.6695454120635986,3.204280138015747,-0.0008446574211120605,-0.0934714674949646,2.6676788330078125,0.00012105260975658894,0.0,-0.2852281928062439,6.13678503036499,2.9810590744018555,8.830598901002865e-05,0.0005273275912149953
638976,-0.07454664260149002,-37.435874938964844,-37.361328296363354,-0.09888026118278503,-2.6695077419281006,3.1377339363098145,-0.0009541790932416916,-0.09348136186599731,2.6679611206054688,0.0003825653111562133,0.0,-0.09888026118278503,5.7261881828308105,3.0668904781341553,8.807653090908597e-05,0.0005259573603958701
655360,-0.019100600853562355,-35.067806243896484,-35.04870564304292,0.44657403230667114,-2.6654584407806396,3.441514015197754,-0.0009955158457159996,-0.09354905784130096,2.669893264770508,0.0002335419412702322,0.0,0.44657403230667114,6.404480457305908,3.167267084121704,8.78470728081433e-05,0.000524587129576745
671744,0.04694414883852005,-34.60772705078125,-34.65467119961977,0.6942352056503296,-2.673668622970581,3.5944502353668213,-0.0007286537438631058,-0.09376929700374603,2.6761786937713623,-0.0001720996224321425,0.0,0.6942352056503296,6.538977146148682,3.4355692863464355,8.761761470720064e-05,0.0005232168987576199
688128,-0.3068830668926239,-34.64167022705078,-34.33478716015816,-2.6277036666870117,-2.6677868366241455,4.2953643798828125,-0.00038445135578513145,-0.09382966160774231,2.67790150642395,0.00041324354242533445,0.0,-2.6277036666870117,7.070981502532959,3.4386398792266846,8.738815660625796e-05,0.0005218466679384948
704512,-0.1296691596508026,-37.091861724853516,-36.96219256520271,-0.42953407764434814,-2.665642261505127,3.4737136363983154,-0.0010711513459682465,-0.09355058521032333,2.6699371337890625,-6.062659667804837e-05,0.0,-0.42953407764434814,6.106767177581787,3.611818313598633,8.71586985053153e-05,0.0005204764371193697
720896,-0.03502044826745987,-36.41957092285156,-36.3845504745841,-0.04502153396606445,-2.674818754196167,3.453397750854492,-0.0012495265109464526,-0.09353490173816681,2.6694893836975098,0.00028635241324082017,0.0,-0.04502153396606445,6.559263229370117,2.3133304119110107,8.692924040437263e-05,0.0005191062063002447
737280,0.004676507785916328,-39.434410095214844,-39.43908660300076,1.037938117980957,-2.6651782989501953,2.4985339641571045,-0.000771417748183012,-0.09368201345205307,2.6736879348754883,-6.810814375057817e-05,0.0,1.037938117980957,5.915637016296387,2.966684103012085,8.669978230342997e-05,0.0005177359754811196
