collected_frames,state/lin_velocity,state/lin_velocity_max,state/lin_velocity_min,state/ang_velocity,state/ang_velocity_max,state/ang_velocity_min,state/roll,state/roll_max,state/roll_min,state/pitch,state/pitch_max,state/pitch_min,state/success_lin_velocity,state/lin_vel_mean,state/lin_vel_max,state/lin_vel_min,state/ang_vel_mean,state/ang_vel_max,state/ang_vel_min,state/roll_deg_mean,state/roll_deg_max,state/roll_deg_min,state/pitch_deg_mean,state/pitch_deg_max,state/pitch_deg_min,state/dist_to_goal,state/clearance_mean,state/clearance_min,state/clearance_max,state/pct_healthy
131072,,,,,,,,,,,,,,0.2672674579080194,0.8892812305130064,0.006265572387292195,0.23949611856369302,1.6625236300751567,0.002651149128951147,1.7113331361761084,18.397683581570163,3.888475999169749e-05,2.469781120918924,21.333909754874185,5.964131121682925e-05,4.862709067761898,0.07845147658372298,-0.04871607548557222,0.5921961299609393,1.0
262144,0.2580533621367067,1.333349680993706,0.006798983119324475,0.3085498644504696,2.6496404465287924,0.0035823598805109214,-0.06906021753093228,0.5219627998303622,-0.9219002844765782,-0.020232562885212246,0.746313288807869,-0.9003813290037215,0.0,,,,,,,,,,,,,,,,,
262144,,,,,,,,,,,,,,0.25809803896117955,1.351372864563018,0.006798983119324475,0.30861250404268503,2.658584468998015,0.0035823598805109214,5.338003570213914,53.22017852962017,7.490517150826603e-05,5.550489138811827,53.258730947971344,0.00012480233021250342,4.778166271746159,0.10797081148484722,-0.47446811688132584,0.8033813741058111,1.0
393216,0.250368541222997,1.4688123208470643,0.0069738488036819035,0.333136671455577,2.8625461272895336,0.0045506250144171645,-0.13893324724631384,0.5120992755983025,-0.7934502260759473,-0.03305516391992569,0.8102683476172388,-0.961977063678205,0.0,,,,,,,,,,,,,,,,,
393216,,,,,,,,,,,,,,0.25045157165732235,1.512553368229419,0.0069738488036819035,0.3332464760169387,2.8763107880949974,0.0045506250144171645,8.747166119515896,46.50926998257637,8.953745587181317e-05,6.983638528734446,58.547164887189865,0.00016162840486766417,4.538582149893045,0.13061002199538052,-0.4579684620257467,1.0349711515009403,1.0
524288,0.22598002140875906,1.133730610832572,0.006443306272558402,0.34448397043161094,2.8883716026321054,0.005394936764787417,-0.20370267634280026,0.5880943369120359,-1.1976587334647775,-0.05475088974344544,0.970591033808887,-1.0920934854075313,0.0,,,,,,,,,,,,,,,,,
524288,,,,,,,,,,,,,,0.22598827339243144,1.133730610832572,0.006443306272558402,0.3445550869219005,2.8923692340031266,0.005394936764787417,12.305830277502537,68.82772254943848,0.00012016632146316653,7.86844801530242,63.87771466374397,0.00019075360401643593,4.240384824573994,0.1461215604795143,-0.45115037076175213,0.6644860617816448,1.0
655360,0.2024519651895389,1.0255611641332507,0.005705666716266933,0.3400350157171488,2.6680402951315045,0.006038467807229608,-0.23683923727367073,0.775855528190732,-1.290460399352014,-0.09508753730915487,0.8636931404471397,-1.2271247832104564,0.0,,,,,,,,,,,,,,,,,
655360,,,,,,,,,,,,,,0.20248000719584525,1.0374050661921501,0.005705666716266933,0.34010215220041573,2.669629163108766,0.006038467807229608,14.115538254380226,74.19235932826996,0.0001093543884831405,8.640304617583752,70.30907210707664,0.00014133809162952815,3.9904468785971403,0.15486635081470013,-0.36220656312070787,0.7515515480190516,1.0
786432,0.18263616459444165,1.291534592397511,0.0044812521857693355,0.3260624362155795,2.598259499296546,0.005726017305278219,-0.2326384399784729,1.1429844601079822,-1.2798574771732092,-0.13616262335563079,0.8047445439733565,-1.2499440563842654,0.003811294212937355,,,,,,,,,,,,,,,,,
786432,,,,,,,,,,,,,,0.18270986096467823,1.3298712391406298,0.0044812521857693355,0.32617553672753274,2.603916857391596,0.005726017305278219,14.094358749687672,73.72249007225037,0.0001328450299764583,9.907117746770382,72.60868841409683,0.00015202047438833688,3.8073724694550037,0.15652850072365254,-0.2669343422167003,0.6989195616915822,1.0
917504,0.17070910753682256,0.9088116916827857,0.003714810372116517,0.31419792771339417,2.4084897469729185,0.005214044321292022,-0.2096240408718586,1.2009109435603023,-1.3021712992340326,-0.17514340311754495,0.6290874965488911,-1.2593115158379078,0.004724694881588221,,,,,,,,,,,,,,,,,
917504,,,,,,,,,,,,,,0.1707572235027328,0.9157812679186463,0.003714810372116517,0.31438179360702634,2.4510710267350078,0.005214044321292022,12.910742744803429,75.37509316205978,9.665861401053633e-05,11.148248992860317,72.57883340120316,0.0001724032155374644,3.6823981162160635,0.15295645804144442,-0.42902803095057607,0.7059124582447112,1.0
1048576,0.1637237787945196,1.2478115488775074,0.0026530440524084042,0.3104315772652626,2.452421291731298,0.00446142502278235,-0.1760379740735516,1.0043602176010609,-1.3108193129301071,-0.21222839481197298,0.749601939227432,-1.3083786787465215,0.008491505635902286,,,,,,,,,,,,,,,,,
1048576,,,,,,,,,,,,,,0.16383300360757858,1.3004413051530719,0.0026530440524084042,0.31067241029813886,2.472221178933978,0.00446142502278235,11.183303967118263,76.1905203461647,8.598027141903941e-05,12.861251696944237,75.87990152835846,0.00013111436780732788,3.5919557381421328,0.14634041138924658,-0.5490973140113056,0.742674836423248,1.0
1179648,0.16313645686022937,1.5219224644824862,0.0019069512843543635,0.3119044068735093,2.576733885332942,0.004254358856996987,-0.1305511044920422,0.7509124991483986,-1.287210512906313,-0.23464424430858344,0.8922115343157202,-1.3205001344904304,0.0061388337053358555,,,,,,,,,,,,,,,,,
1179648,,,,,,,,,,,,,,0.16338148119393736,1.6019524433650076,0.0019069512843543635,0.3122354217339307,2.593082702718675,0.004254358856996987,9.062300242483616,74.57175242900848,6.887822127454868e-05,14.288614079356194,76.32887935638428,0.00011982585109127086,3.5808401741087437,0.13658799219410866,-0.29676020983606577,0.7025056895799935,1.0
1310720,0.2693318116944283,1.0787931540980935,0.0031686687398178037,0.2717141223838553,2.2007287153974175,0.003442396488480881,-0.04425853966677096,0.47939020255580544,-0.8889909274876118,-0.13110416797280777,0.756941226311028,-1.226205172482878,0.0,,,,,,,,,,,,,,,,,
1310720,,,,,,,,,,,,,,0.26938356878235936,1.086902647279203,0.0031686687398178037,0.27184325724374503,2.2028166381642222,0.003442396488480881,3.5329917138442397,51.246714025735855,5.275032681417713e-05,8.26224331650883,70.73573625087738,7.143905736572975e-05,4.130624840036035,0.09729349066037685,-0.11589052132330835,0.6596608515828848,1.0
1441792,0.26899617549497634,1.3262057728134096,0.0027349749746008456,0.3588433440309018,2.791848434135318,0.004439453303348273,-0.022799386671977118,0.6132200921420008,-1.029346326366067,-0.13721844606334344,0.7493836246430874,-1.13666286226362,0.004643041640520096,,,,,,,,,,,,,,,,,
