attempt,collected_frames,rew/flipper_penalty,rew/pitch_penalty,rew/terminal_bonus,rew/total_reward
0,9830400,-0.007528547313995659,-0.0003855791178466461,-0.0014495849609375,-0.009360658068999328
0,9961472,-0.007539450474723708,-0.00018195695275835533,-0.001953125,-0.00967279964743284
0,10092544,-0.007364781809883425,-0.00020560140330871945,-0.0020904541015625,-0.009659003068918537
0,10223616,-0.0071554150999872945,-0.0002604800798735596,-0.0028533935546875,-0.010265883253850916
0,10354688,-0.00761310336747556,-0.0003850565556149377,-0.0032501220703125,-0.011242333049267472
0,10485760,-0.007443810398399364,-0.0003215488711703074,-0.0021514892578125,-0.009913028786286304
0,10616832,-0.006888131498271832,-0.00024175147541427577,-0.0025787353515625,-0.00970595845774369
0,10747904,-0.008766969556745607,-0.0004474963852771907,-0.0027618408203125,-0.011971085314144148
0,10878976,-0.0073047085825237446,-0.00033616043356232694,-0.000518798828125,-0.008157674887115718
0,11010048,-0.006779189789085649,-0.0003318857629892591,-0.0027618408203125,-0.0098706508970281
0,11141120,-0.0076573675105464645,-0.000367289973496554,-0.0021514892578125,-0.010171634323796752
0,11272192,-0.00767266171897063,-0.00034884179171967844,-0.0029754638671875,-0.010992158394856233
0,11403264,-0.00711418385617435,-0.00024946695020844345,-0.0026702880859375,-0.010029373833276622
0,11534336,-0.0072044459338940214,-0.00035313222542754374,-0.0016632080078125,-0.009217722217726987
0,11665408,-0.007139356999687152,-0.00037275388103807927,-0.003326416015625,-0.01083571259459859
0,11796480,-0.008105583088763524,-2.886763953569016e-05,-0.000274658203125,-0.008409108913838281
0,11927552,-0.00781059688233654,-7.178548510466953e-05,-0.0004730224609375,-0.008355095847491611
0,12058624,-0.007202807977591874,-0.00018205620938260836,-0.0040283203125,-0.011411811230573221
0,12189696,-0.007458378291630652,-0.0002753230322696254,-0.00189208984375,-0.009622109017982439
0,12320768,-0.00764616367087001,-0.0004013770599158306,-0.0030517578125,-0.011095355421275599
0,12451840,-0.007884628572355723,-0.0003699686340041808,-0.0027618408203125,-0.011014106170023297
0,12582912,-0.0076835718646179885,-0.00039756596424922463,-0.0023956298828125,-0.010471710656929645
0,12713984,-0.007972941424668534,-0.00041833519617284765,-0.00396728515625,-0.012351532894172124
0,12845056,-0.006990973401116207,-8.349482578751122e-05,-0.0012359619140625,-0.008306997015097295
0,12976128,-0.007272471812029835,-0.00013732491075302278,-0.000457763671875,-0.007866490683227312
0,13107200,-0.007085253168042982,-0.0001232035191947034,-0.00115966796875,-0.008367847060981148
0,13238272,-0.006644047691224841,-0.00015837254846928772,-0.0020294189453125,-0.008830589521494403
0,13369344,-0.006922888347617118,-0.0003053116553246582,-0.0017547607421875,-0.008979854705103207
0,13500416,-0.00682850874363794,-0.0003918478455489094,-0.0031890869140625,-0.010406513781163085
0,13631488,-0.007511181069276063,-0.00045761885235151567,-0.002227783203125,-0.010193956891725975
0,13762560,-0.008073685079580173,-0.0005504015109636384,-0.00341796875,-0.0120383658540959
0,13893632,-0.007482629232981708,-0.00020301645230347276,0.000640869140625,-0.0070446018994516635
0,14024704,-0.007523718180891592,-0.00022985175655776402,-0.00018310546875,-0.00793549286754569
0,14155776,-0.008482382250804221,-0.0004574224099087587,-0.00213623046875,-0.011071646837081062
0,14286848,-0.00799758595530875,-0.0005327243322881259,-0.0035400390625,-0.012066382671946485
0,14417920,-0.00799316838674713,-0.0003978483450737258,-0.0031890869140625,-0.011578109314541507
0,14548992,-0.007885757258918602,-0.00019837731474581233,-0.0023040771484375,-0.010386968100192462
0,14680064,-0.007441665296937572,-0.0003354932402999111,-0.0020599365234375,-0.00983614751839923
0,14811136,-0.006414689010853181,-0.00027001197997833515,-0.002471923828125,-0.009154440978818457
0,14942208,-0.005960342514299555,-0.0002881692184928397,-0.0002288818359375,-0.006476937022853235
0,15073280,-0.007519075108575635,-0.00040412517068944,-0.0023040771484375,-0.010218512828942039
0,15204352,-0.008458531719952589,-0.0005805865509955765,-0.0029449462890625,-0.01197979624976142
0,15335424,-0.007508997165132314,-0.0003786660806781583,-0.003814697265625,-0.01170065411588439
0,15466496,-0.008000494257430546,-0.0004790096438682667,-0.0028228759765625,-0.01129905132802378
0,15597568,-0.007793462136760354,-0.0002675365856816825,-0.00140380859375,-0.009464064334224531
0,15728640,-0.008163247042830335,-0.0003124629156445735,-0.0015106201171875,-0.00998274360290452
0,15859712,-0.007381741288554622,-0.0002665941393615867,-0.001922607421875,-0.00956930418351476
0,15990784,-0.009935553316609003,-0.0008221174657592201,-0.0013275146484375,-0.012085185499017825
0,16121856,-0.008797950256848708,-0.0007685817081437563,-0.0005950927734375,-0.010159687603390921
0,16252928,-0.007661958123208024,-0.0003143582836173664,-0.0048675537109375,-0.012842225597523793
0,16384000,-0.007390531674900558,-0.0003550225902699822,-0.0018310546875,-0.009575371124356025
0,16515072,-0.007304595499590505,-0.000326870109461197,-0.0048675537109375,-0.012494308943132637
0,16646144,-0.00662815143368789,-0.00013498591385996406,-0.0003814697265625,-0.007143246290070238
0,16777216,-0.007121267924958374,-0.0003004499537837546,0.00146484375,-0.00595395014170208
0,16908288,-0.0075768433380289935,-0.0005346292518879636,-0.00299072265625,-0.011097466868704942
0,17039360,-0.008285350962978555,-6.908235063463053e-05,0.0001983642578125,-0.008156069125107024
0,17170432,-0.008025983875995735,-0.0003398955366833434,-0.0008087158203125,-0.00917240066701197
0,17301504,-0.008203831886930857,-0.0005088741711460898,-0.0038909912109375,-0.012600485923030647
0,17432576,-0.006805447039369028,-0.0002964586898315247,-0.003265380859375,-0.010365666969846643
0,17563648,-0.005604012443654938,-0.0001324271540852351,-0.0027008056640625,-0.00843653503625319
0,17694720,-0.007530408442107728,-0.0003895331367402832,-0.0014190673828125,-0.009335705123248772
0,17825792,-0.007932545129733626,-0.0005768620451362949,-0.0018310546875,-0.010338493452763942
0,17956864,-0.007749716129183071,-0.00034125759839298553,-0.00384521484375,-0.011934016028135375
0,18087936,-0.00672929547727108,-0.0004121654885693715,-0.00054931640625,-0.007690561022172915
0,18219008,-0.0066334610601188615,-0.00035489272659106064,-0.0003814697265625,-0.007366938985796878
0,18350080,-0.006833202394773252,-0.00037863983629904396,-0.00274658203125,-0.009955242975593137
0,18481152,-0.00781036263651913,-0.0004655151572023897,-0.00244140625,-0.010716331014918978
0,18612224,-0.00781817220558878,-0.0002070694740154977,-0.0023651123046875,-0.010389676293925731
0,18743296,-0.007596434210427105,-0.00018557663008778036,-0.00128173828125,-0.009063451384463406
0,18874368,-0.007839363439416047,-0.00020144049722148338,-0.0002288818359375,-0.00826949808288191
0,19005440,-0.007510317129344912,-0.00013360972309328645,-0.0013885498046875,-0.00903224261401192
0,19136512,-0.009941780434019165,-3.4662696592135944e-05,0.0001373291015625,-0.00983887543588935
0,19267584,-0.007385016830085078,-0.00016995621096782543,-0.0004730224609375,-0.008027440651403595
0,19398656,-0.006281015903368825,-0.00011246232318740113,-0.0016937255859375,-0.008086967653980537
0,19529728,-0.006713853330438724,-0.0002485802886553756,0.0003509521484375,-0.006610023232042295
0,19660800,-0.006913149940373842,-0.00041477844911241846,-0.00262451171875,-0.00995047129526938
0,19791872,-0.0065710652743291575,-0.00035214266733873956,-0.00299072265625,-0.009912081822221808
0,19922944,-0.007200645464763511,-0.00014298308727234144,-0.000213623046875,-0.007556589022442495
0,20054016,-0.007344229128648294,-0.00016431803652494636,-0.0012969970703125,-0.008804393924947362
0,20185088,-0.009995799642638303,-0.0002640620422198481,-0.000762939453125,-0.01102167046701652
0,20316160,-0.007828730002074735,-9.305760940492291e-05,-9.1552734375e-05,-0.008013211034267442
0,20447232,-0.006861049732833635,-0.00012316325742744993,-0.0029754638671875,-0.009958479365195672
0,20578304,-0.007241610299388412,-0.00017180210716105648,-0.00048828125,-0.007900113002051512
0,20709376,-0.007967351739353035,-0.00033321147236620163,-0.0038604736328125,-0.012154988020029123
0,20840448,-0.007168085743614938,-0.000367711465969478,-0.002777099609375,-0.010311277899290872
0,20971520,-0.005507991099875653,-0.00012280548196486052,-0.00030517578125,-0.00593564929704371
0,21102592,-0.005754583438829286,-6.130655484071212e-05,0.0005950927734375,-0.0052206592968104815
0,21233664,-0.008300398472783854,-0.0007152353384753951,-0.0009765625,-0.009991645860282006
0,21364736,-0.007805704135535052,-0.0004775288114160503,-0.0008544921875,-0.009136166097960086
0,21495808,-0.007127009881514823,-0.0003293058872486654,-0.0042266845703125,-0.011681872822919104
0,21626880,-0.007187360566604184,-0.00048252948545268737,-0.0020751953125,-0.009744079154188512
0,21757952,-0.007861719001084566,-0.0006176468191370077,-0.004150390625,-0.012629240679416398
0,21889024,-0.007660377043066546,-0.000554516726424481,-0.0027618408203125,-0.010976297046909167
0,22020096,-0.0077003258120385,-0.00032839741993484495,-0.0013580322265625,-0.009386144019117637
0,22151168,-0.007503932822146453,-0.00047086972790566506,-0.0032196044921875,-0.011193505424671457
0,22282240,-0.005306912211381132,-8.926117411078849e-05,0.000457763671875,-0.004938365542784595
1,22151168,-0.005614128232764415,-6.364445109151295e-05,0.00372314453125,-0.0019545321785869874
1,22282240,-0.006931183288543252,-0.0005291364261665876,-0.000579833984375,-0.00803987459767086
1,22413312,-0.006790596980863484,-0.0003816695862042252,-0.0006103515625,-0.007781089410855202
1,22544384,-0.007520602332078852,-0.00041172091141561395,-0.0040435791015625,-0.01197365066036582
1,22675456,-0.005902629232878098,-0.00013120960360879508,-0.0026092529296875,-0.008642252827485208
1,22806528,-0.00732467586567509,-0.00039304233280290646,-0.00225830078125,-0.009975191549528972
1,22937600,-0.007719713416008744,-0.0004515481286944123,-0.00244140625,-0.010611661680741236
1,23068672,-0.007071728614391759,-0.0003127238292108814,-0.002197265625,-0.00958059183176374
1,23199744,-0.005653257423546165,-0.0001588745830076732,-0.0024871826171875,-0.008298829635805305
1,23330816,-0.006555478083100752,-0.00025131432732905523,-0.0010223388671875,-0.007829077118458372
1,23461888,-0.00503827940337942,-9.744575487502516e-05,0.001007080078125,-0.0041286088685410505
1,23592960,-0.005804039934446337,-0.00020582561361948137,-0.0008392333984375,-0.006848705513675668
1,23724032,-0.0077371349434542935,-0.0004564769433272886,-0.0009002685546875,-0.009093003855923598
1,23855104,-0.007300523808225989,-0.0005576769112849433,-0.004974365234375,-0.012831936002839939
1,23986176,-0.00684697252290789,-0.00025636518012106535,-0.0023193359375,-0.009422125589026109
1,24117248,-0.006462320096034091,-0.0003150469182173765,-0.0015411376953125,-0.008317731801071204
1,24248320,-0.007000698617048329,-0.00013339906465148488,-0.0034942626953125,-0.010627986895087815
1,24379392,-0.008004541563423118,-0.0007585326300159068,-0.00079345703125,-0.009556531289490522
1,24510464,-0.007341615215409547,-0.00039351063219328353,-0.000244140625,-0.007978172712682863
1,24641536,-0.005152221041498706,-8.923726710463598e-05,-0.0034942626953125,-0.008735481059829908
1,24772608,-0.005651935112837236,-0.00019498187424460411,0.0005950927734375,-0.005251824196875532
1,24903680,-0.005324132329405984,-0.0002394358374431249,-0.0024871826171875,-0.008050356947478576
1,25034752,-0.007189317104348447,-0.0004532524058049603,-0.0015411376953125,-0.009183271939036786
1,25165824,-0.00671523331766366,-0.00043496387797858915,-0.0008392333984375,-0.007989149298737175
1,25296896,-0.006128315584646771,-0.0003184081763265567,-0.003631591796875,-0.01007782143960867
1,25427968,-0.007217500082333572,-5.528951709266039e-05,-0.0003814697265625,-0.007654259255104989
1,25559040,-0.005780559578852262,-7.130647317410421e-05,0.0005645751953125,-0.005287161512114835
1,25690112,-0.005050101299275411,-9.793717171646676e-05,0.000152587890625,-0.004995102405700891
1,25821184,-0.00550403528905008,-0.00018599592726786796,0.000213623046875,-0.005476100224768743
1,25952256,-0.006445332655857783,-0.0003811640314097531,-0.002960205078125,-0.009786392341084138
1,26083328,-0.005579835276876111,-0.0004059003715610743,-0.00225830078125,-0.008243310751822719
1,26214400,-0.007907105809863424,-0.0004717432630059193,-0.001678466796875,-0.010056817677650542
1,26345472,-0.00679383964597946,-0.00026358731986420025,-0.00323486328125,-0.010291762837368879
1,26476544,-0.006540043807035545,-0.0002595041828499234,-0.0003509521484375,-0.007150500106945401
1,26607616,-0.005973414085019613,-0.0004197005498554063,0.0001373291015625,-0.006254455968246475
1,26738688,-0.005352829597541131,-0.0001600758427571236,-0.0027618408203125,-0.008274294794318848
1,26869760,-0.006593172442080686,-0.00011629146302993831,-0.001556396484375,-0.008265696155376645
1,27000832,-0.00705975743039744,-4.142774881188416e-05,-0.00152587890625,-0.00862666866305517
1,27131904,-0.006274430979829049,-4.7473234062067604e-05,6.103515625e-05,-0.006260525813104323
1,27262976,-0.004684178242314374,-7.412415564544972e-05,-0.0005950927734375,-0.005353352239581
1,27394048,-0.005091640214232029,-8.378568529110453e-05,-0.0013275146484375,-0.0065028591029658855
1,27525120,-0.005388466306612827,-2.5899030987375227e-05,0.000579833984375,-0.0048345313548452395
1,27656192,-0.007354816763836425,-0.0001600281939317938,-0.000274658203125,-0.0077894424330224865
1,27787264,-0.006063586857635528,-0.00018304484945019794,-0.001617431640625,-0.007863852464652155
1,27918336,-0.005996318082907237,-0.00019473483644105727,-0.0016021728515625,-0.007793083415890578
1,28049408,-0.007642716380360071,-0.0006047450573305468,-0.002105712890625,-0.010352539027280727
1,28180480,-0.007517997968534473,-0.0005143486641827621,-0.003631591796875,-0.01166345368619659
1,28311552,-0.006155425184260821,-0.00017078960155458844,-0.001678466796875,-0.008004399821857078
1,28442624,-0.006088626236305572,-8.494068782738395e-05,-0.00164794921875,-0.007821474089269032
1,28573696,-0.004336565545600024,-2.0510850518462576e-05,-0.0003204345703125,-0.0046775110149610555
1,28704768,-0.0075966127624269575,-0.0004002769320123889,-0.0008544921875,-0.008850268456171761
1,28835840,-0.008303852955577895,-0.000298700141684094,-0.0034027099609375,-0.012005069085716968
1,28966912,-0.007847961478546495,-0.0002640525975721175,-0.003631591796875,-0.011743234581444995
1,29097984,-0.00466689545828558,-6.388087219022509e-05,-0.0017852783203125,-0.0065159979126292455
1,29229056,-0.004840600591705879,-4.312188973187858e-05,0.001129150390625,-0.003754501350613282
1,29360128,-0.006471401549788425,-0.00010531566587701491,0.00091552734375,-0.005661138563937129
1,29491200,-0.008224813645938411,-0.0001266413814846601,-0.0029296875,-0.011281075008810149
1,29622272,-0.006913594366778852,-5.5428801900347935e-05,0.000732421875,-0.0062366012484744715
1,29753344,-0.00579859757272061,-3.7807765181696595e-05,0.0018768310546875,-0.003959531140026229
1,29884416,-0.0046371578609978314,-3.923215955126125e-05,0.003204345703125,-0.0014719738123858406
1,30015488,-0.005380681715905666,-7.506535109769175e-05,0.0038909912109375,-0.0015647559298486158
1,30146560,-0.004383482893899782,-8.691214307532391e-05,0.0018768310546875,-0.002593297478142631
1,30277632,-0.006188532632222632,-0.00023990840031729022,-0.0014495849609375,-0.007874378231917945
1,30408704,-0.006036067388777155,-0.00022662701394438045,-0.002960205078125,-0.00921888420407413
1,30539776,-0.005171587490622187,-0.00016445164379774724,-0.001556396484375,-0.006891983147852443
1,30670848,-0.008102939391392283,-0.0004312663878636158,-0.00091552734375,-0.009449733248402481
1,30801920,-0.005231461767834844,-6.154946822789498e-05,0.0016326904296875,-0.003660320776361914
1,30932992,-0.004855668617892661,-0.00010126528229648102,0.0002593994140625,-0.004697371884958557
1,31064064,-0.004365455408333219,-0.0002214796236330585,-0.0008697509765625,-0.005454358666156622
1,31195136,-0.0035385126357141417,-4.8786760601160495e-05,-0.00140380859375,-0.0049909660629055
1,31326208,-0.006859907582111191,-0.0002092118122618558,0.002838134765625,-0.00423083830764881
1,31457280,-0.008474509842926636,-0.00025081878879973374,-0.001068115234375,-0.009793044241177995
1,31588352,-0.004730257207484101,-0.00013935941404952246,-0.004150390625,-0.009019964246363088
1,31719424,-0.004669255700719077,-1.9011648348055132e-05,0.0025787353515625,-0.002109532068061526
1,31850496,-0.00605536453804234,-7.541765180008042e-05,0.0015869140625,-0.004543868165001186
1,31981568,-0.007999967692740029,-0.0002719021203461125,-4.57763671875e-05,-0.00831758666663518
1,32112640,-0.004593542549628182,-5.573526080127067e-05,0.000274658203125,-0.004374591514533677
1,32243712,-0.0040907741531555075,-5.0305961622143514e-05,0.001983642578125,-0.0021573727071881876
1,32374784,-0.0055313151751761325,-0.00011094539314626672,0.000244140625,-0.005397820429607236
1,32505856,-0.0041067702095460845,-0.00016522341928748574,-0.0028076171875,-0.007079429530676862
1,32636928,-0.0074245064170099795,-0.0003324283451320298,-0.0015411376953125,-0.009297888964738377
1,32768000,-0.0039778892296453705,-2.1416564635501345e-05,0.0001220703125,-0.0038772354960201483
1,32899072,-0.003706294899529894,-5.356219608643187e-05,0.0009002685546875,-0.0028595885537470167
1,33030144,-0.003339880566272768,-3.8168791320458695e-05,0.0007476806640625,-0.0026303686040591856
1,33161216,-0.00323093643237371,-3.07054734491885e-05,0.0019683837890625,-0.0012932581353197747
1,33292288,-0.003910030500264838,-0.00016741126074748536,-0.0001220703125,-0.004199224853891792
1,33423360,-0.004474974117329111,-0.0003316861887014966,-0.001708984375,-0.006514557434911694
1,33554432,-0.003859112859572633,-0.00013193588932836064,-0.0006866455078125,-0.004677570166222722
1,33685504,-0.0032251257744064787,-0.00022131636956146394,-0.0007171630859375,-0.004163498306297697
1,33816576,-0.0027204479865758913,-3.904799703491335e-05,0.0043182373046875,0.001558741378630657
1,33947648,-0.004003983051006799,-8.499869986167141e-05,0.0023956298828125,-0.0016933229271671735
1,34078720,-0.003661500868474832,-0.00022831674755252607,-0.00103759765625,-0.0049269104224549665
1,34209792,-0.007329453570491751,-0.00027823546429317503,-0.0032501220703125,-0.010857391936951899
1,34340864,-0.005635865876683965,-7.519120751453556e-05,-0.000274658203125,-0.005985650949696719
1,34471936,-0.00512695462020929,-5.014912201772859e-05,0.0002288818359375,-0.004948140354372299
1,34603008,-0.00440730983245885,-0.00012057956891453614,0.0004119873046875,-0.004115800053568819
1,34734080,-0.0044806157384300604,-6.532791175573038e-05,-0.0016937255859375,-0.006239669299702655
1,34865152,-0.004099242174561368,-2.708512963067733e-05,-0.000396728515625,-0.004523055753452354
1,34996224,-0.0056908039241534425,-5.548872177030262e-05,-0.0001068115234375,-0.005853104126344988
1,35127296,-0.005935803896136349,-9.009264164205888e-05,-0.0023193359375,-0.008345188435669115
1,35258368,-0.0059245678348816,-0.00011283914045634447,-0.002410888671875,-0.008448200444036047
1,35389440,-0.0046245768971857615,-0.00011920957544475641,-0.0027313232421875,-0.007474910088603792
1,35520512,-0.00466754680928716,-2.99120790998586e-05,0.0004730224609375,-0.004224436478580174
1,35651584,-0.004595153553964337,-5.6340179440894644e-05,0.004791259765625,0.00013987462807563134
1,35782656,-0.005227805093454663,-0.00016604796803676436,0.000152587890625,-0.005241183159341745
1,35913728,-0.0032756628334027482,-1.998452499663017e-05,0.004180908203125,0.0008852608425513608
1,36044800,-0.005441307575893006,-0.00016154617165398122,0.0022125244140625,-0.003390283161024854
1,36175872,-0.003955947828217177,-0.00011757963613945321,-1.52587890625e-05,-0.00408863382472191
1,36306944,-0.005324218964233296,-0.0002123815282857322,-0.001251220703125,-0.0067875788763558376
1,36438016,-0.004276177518477198,-4.314958351869791e-05,-0.00048828125,-0.004807608342161984
1,36569088,-0.005000100076358649,-2.3807395237440687e-05,-0.0011444091796875,-0.006168316591811163
1,36700160,-0.00459411022166023,-6.208421983444623e-05,0.0035858154296875,-0.00107010162264487
1,36831232,-0.0035986750917800236,-3.2363013346525804e-05,0.0018463134765625,-0.0017847246322162391
1,36962304,-0.0038548052034457214,-1.8820025488253123e-05,-0.0005950927734375,-0.004468718045700371
1,37093376,-0.005548640980123309,-0.0002807926904537794,-0.0001983642578125,-0.00602747009952509
1,37224448,-0.004549253540972131,-0.00015880043841320912,-0.00250244140625,-0.007210495530671324
1,37355520,-0.0034415146910760086,-2.544510083168916e-05,-0.0009613037109375,-0.004428263428053469
1,37486592,-0.003775373204916832,-2.107148144148141e-05,0.001922607421875,-0.0018738372873485787
1,37617664,-0.005273135619063396,-3.86102262126542e-05,0.0005645751953125,-0.004747135120851453
1,37748736,-0.006287527023232542,-0.00020902576605408285,-0.0010223388671875,-0.007518535142025939
1,37879808,-0.005384407493693288,-4.328155664268252e-05,-0.0008087158203125,-0.006236404895389569
1,38010880,-0.004276339714124333,-1.6308096711270537e-05,0.0005950927734375,-0.0036975550601709983
1,38141952,-0.0032029289304773556,-2.065910558002315e-05,0.00177001953125,-0.0014535684545080585
1,38273024,-0.004377756637040875,-2.288335765854299e-05,0.000457763671875,-0.003942876500332204
1,38404096,-0.0035199064168409677,-2.0889429890758038e-05,0.0008697509765625,-0.0026710072006608243
1,38535168,-0.003599707684770692,-1.9357859471824668e-05,0.0012969970703125,-0.0023220685943670105
1,38666240,-0.004299199657907593,-4.266808478803341e-05,0.003021240234375,-0.001320594083153992
