attempt,collected_frames,clearance/height,clearance/height_max,clearance/height_min
0,131072,0.08113347371636337,0.31112840841524303,-0.05216962774284184
0,262144,0.09447647968772799,0.33824042743071914,-0.06916974042542279
0,393216,0.08690590906189755,0.34659158857539296,-0.06965627777390182
0,524288,0.08903344179270789,0.35147345229052007,-0.0692622794304043
0,655360,0.08781671919859946,0.34988162014633417,-0.06929536862298846
0,786432,0.09060432418482378,0.362641220446676,-0.06939805508591235
0,917504,0.0926930682035163,0.34644457045942545,-0.06943047395907342
0,1048576,0.09133473294787109,0.33962175995111465,-0.06931358575820923
0,1179648,0.11252173688985447,0.36217693254351613,-0.03269581988453865
0,1310720,0.11411281832261011,0.37779558869078755,-0.03938960609957576
0,1441792,0.09785561182070524,0.355021856026724,-0.06311522563919425
0,1572864,0.09242762881331146,0.34633957385085523,-0.06943729845806956
0,1703936,0.09300714690471068,0.35193121596239507,-0.06915764161385596
0,1835008,0.08719625603407621,0.3590613156557083,-0.06889418140053749
0,1966080,0.08427441969979554,0.3379832261707634,-0.06899059587158263
0,2097152,0.08884382038377225,0.3339623399078846,-0.0692566626239568
0,2228224,0.023247704494254624,0.22843630441774926,-0.0647861401985089
0,2359296,0.024416131622274406,0.2436361483996734,-0.06795774376951158
0,2490368,0.05668121976486873,0.3153467859374359,-0.06881507928483188
0,2621440,0.07889260834781453,0.3451517585199326,-0.06941352738067508
0,2752512,0.08719517500139773,0.33593992539681494,-0.0694192131049931
0,2883584,0.0854975653346628,0.3484116946347058,-0.0694176615215838
0,3014656,0.08041716151637957,0.3370506663341075,-0.06944280536845326
0,3145728,0.08407502702903003,0.34619222674518824,-0.06913010054267943
0,3276800,0.017960046595762835,0.29580698599418004,-0.06573808170855044
0,3407872,0.017929513305716682,0.3335482036927715,-0.06955701694823802
0,3538944,0.05213637543783989,0.3370541454060003,-0.06968562700785697
0,3670016,0.07773301418637857,0.33375751273706555,-0.06942816753871739
0,3801088,0.08367171825375408,0.34099678019993007,-0.06925923866219819
0,3932160,0.08289725944632664,0.3380470536649227,-0.06908913818188012
0,4063232,0.08141898282337934,0.3299329213332385,-0.06960808369331062
0,4194304,0.08332557952962816,0.33762407721951604,-0.06935687898658216
0,4325376,0.01764801182995143,0.34359825449685255,-0.06552845594783624
0,4456448,0.01798931634402834,0.3306411230005324,-0.0693101529031992
0,4587520,0.055433212997741066,0.33891150262206793,-0.06941846292465925
0,4718592,0.07524350378662348,0.33757741702720523,-0.06955057033337653
0,4849664,0.08130954665830359,0.32985898526385427,-0.06939831306226552
0,4980736,0.08153676422080025,0.3285347558557987,-0.06948505458422005
0,5111808,0.08279950119322166,0.34836739557795227,-0.06933643389493227
0,5242880,0.08079847658518702,0.3412180026061833,-0.06943910010159016
0,5373952,0.06631187443291614,0.3978213408092658,-0.06540752870341142
0,5505024,0.066000528720906,0.41683317394927144,-0.06913293665274978
0,5636096,0.07571815946721472,0.35485842917114496,-0.06928101275116205
0,5767168,0.07947587413946167,0.3411229003686458,-0.06930913683027029
0,5898240,0.07709971629083157,0.3322641209233552,-0.06985183130018413
0,6029312,0.07616114849224687,0.3429436970036477,-0.06952859973534942
0,6160384,0.08205796929541975,0.33729372499510646,-0.06955952919088304
0,6291456,0.08543813839787617,0.34724136535078287,-0.06932410877197981
0,6422528,0.07290787143370835,0.2671080201243361,-0.06131772657235464
0,6553600,0.07310583823709749,0.28905382566154003,-0.06471487646922469
0,6684672,0.07293923920951784,0.31015249411575496,-0.06791379349306226
0,6815744,0.07630266094929539,0.329513899050653,-0.06934126024134457
0,6946816,0.08188105240697041,0.35408187471330166,-0.069429513765499
0,7077888,0.07427878031739965,0.3331894017755985,-0.07008934975601733
0,7208960,0.07716466538840905,0.34282144671306014,-0.06961178104393184
0,7340032,0.08739500638330355,0.34275753516703844,-0.06933825369924307
0,7471104,0.06813052716754707,0.2927622323607405,-0.06510300189256668
0,7602176,0.06968352221883833,0.30817283294163644,-0.06905385758727789
0,7733248,0.07405348785687238,0.32294146134518087,-0.06928043742664158
0,7864320,0.0834498685435392,0.33941456163302064,-0.06967762461863458
0,7995392,0.08317181875463575,0.3553784694522619,-0.06930217449553311
0,8126464,0.08201480162097141,0.3431635608430952,-0.06933077494613826
0,8257536,0.08609682216774672,0.347218319773674,-0.06932241469621658
0,8388608,0.08770195755641907,0.3443260707426816,-0.0694449960719794
0,8519680,0.013428307397601504,0.25370582329730196,-0.06586720752219359
0,8650752,0.014432648022193462,0.2629745249869302,-0.0693486426025629
0,8781824,0.056471065399819054,0.294339241925627,-0.0692045739851892
0,8912896,0.07153850674512796,0.3359298307914287,-0.06935838051140308
0,9043968,0.07666116632753983,0.3410448299255222,-0.06941447337158024
0,9175040,0.09306302136974409,0.3496850421652198,-0.06948519754223526
0,9306112,0.08666335634188727,0.3324555358849466,-0.06935696094296873
0,9437184,0.08811386156594381,0.35631682979874313,-0.06955423671752214
0,9568256,0.06882309662900904,0.27295287203043694,-0.0651610044389963
0,9699328,0.06831101357238367,0.33228324446827173,-0.06924594263546169
0,9830400,0.09018587355967611,0.3302783172111958,-0.06927957641892135
0,9961472,0.11773172696121037,0.34917797334492207,-0.069052510894835
0,10092544,0.10664235899457708,0.32850268902257085,-0.06893866742029786
0,10223616,0.0888213500729762,0.3236191759351641,-0.06924878899008036
0,10354688,0.08285392902325839,0.32652261457405984,-0.0691604211460799
0,10485760,0.0711418473511003,0.3207111903466284,-0.06941044027917087
0,10616832,0.06418797484092162,0.32837284548829,-0.06578187065819899
0,10747904,0.06297140844981186,0.3599494949448854,-0.06941613857634366
0,10878976,0.05651900466182269,0.3176729497499764,-0.06950226868502796
0,11010048,0.07669332769000903,0.32743016770109534,-0.069473160430789
0,11141120,0.08898697333643213,0.3240249454975128,-0.06912598665803671
0,11272192,0.08771014731610194,0.3420729571953416,-0.06925387983210385
0,11403264,0.0732136041042395,0.3222381789237261,-0.06925215385854244
0,11534336,0.07593657646793872,0.32389987632632256,-0.06928404862992465
0,11665408,0.14117070111880214,0.3119718660414219,-0.05362913469473521
0,11796480,0.14220008353004232,0.32568280189298093,-0.06858205702155828
0,11927552,0.12266648135846481,0.33972085313871503,-0.06690983846783638
