attempt,collected_frames,torque/flipper_torque_FL,torque/flipper_torque_FL_max,torque/flipper_torque_FL_min,torque/flipper_torque_FR,torque/flipper_torque_FR_max,torque/flipper_torque_FR_min,torque/flipper_torque_RL,torque/flipper_torque_RL_max,torque/flipper_torque_RL_min,torque/flipper_torque_RR,torque/flipper_torque_RR_max,torque/flipper_torque_RR_min
0,131072,792.2643580436707,1000.0,1.6255683368071914,795.4315667152405,1000.0,1.5127196526154876,807.6509428024292,1000.0,1.7207580525428057,810.627631187439,1000.0,1.8406867147423327
0,262144,757.9676399230957,1000.0,1.2500146782258525,760.4692587852478,1000.0,1.1921929167583585,777.0639233589172,1000.0,1.2905508079566061,779.4568829536438,1000.0,1.2764639912638813
0,393216,772.3614559173584,1000.0,1.502657383447513,774.351583480835,1000.0,1.510540148243308,787.7294540405273,1000.0,1.3638030565343797,790.82710313797,1000.0,1.2673265906050801
0,524288,767.7674932479858,1000.0,1.3345629987306893,770.1360621452332,1000.0,1.3130815969780087,781.6845703125,1000.0,1.4931074948981404,784.3149991035461,1000.0,1.576395396143198
0,655360,767.9471802711487,1000.0,1.1757580395787954,770.4387016296387,1000.0,1.6765350331552327,783.7314839363098,1000.0,1.3494691923260689,787.3285346031189,1000.0,1.6634311373345554
0,786432,764.0022802352905,1000.0,1.3581229066476226,767.5019850730896,1000.0,1.2811540523543954,783.2371172904968,1000.0,1.552908088080585,784.8280305862427,1000.0,1.4928390653803945
0,917504,763.1181936264038,1000.0,1.2301218435168266,765.7073578834534,1000.0,1.3810253702104092,781.3350949287415,1000.0,1.59936679340899,782.8682837486267,1000.0,1.5288055520504713
0,1048576,765.5314931869507,1000.0,1.4204314909875393,768.7163367271423,1000.0,1.4368408126756549,781.3149862289429,1000.0,1.7197254500351846,783.0772442817688,1000.0,1.3975940744858235
0,1179648,370.1298322804769,1000.0,1.905178045326223,370.6506546783447,1000.0,2.1705864213158685,348.40244598388676,1000.0,2.0423480055170753,348.3147608057658,1000.0,1.9571248445038996
0,1310720,371.0688707828522,1000.0,0.4996332637965679,371.4658215045929,1000.0,0.4571437197737396,369.9186508655548,1000.0,0.4387026051990688,370.07031178474426,1000.0,0.5207898449152708
0,1441792,741.9906783103943,1000.0,1.2276255570468493,743.8035426139832,1000.0,1.1624663528054953,756.5931787490845,1000.0,1.2055708263069391,759.715039730072,1000.0,1.2448931327089667
0,1572864,758.0553188323975,1000.0,1.0081910816952586,761.0627179145813,1000.0,1.2266773469746113,779.8746981620789,1000.0,1.3653404535725713,781.7744526863098,1000.0,1.3346396766137332
0,1703936,759.6823945045471,1000.0,1.3084316975437105,763.4495315551758,1000.0,1.3183674609754235,781.5550789833069,1000.0,1.6185387969017029,785.0317974090576,1000.0,1.5658159111626446
0,1835008,757.0956339836121,1000.0,1.1556515209376812,759.2030825614929,1000.0,1.5213064725976437,783.6521072387695,1000.0,1.4728490188717842,787.7174940109253,1000.0,1.3654748075641692
0,1966080,766.995855808258,1000.0,1.5225736694410443,769.1693377494812,1000.0,1.328665069770068,786.4015984535217,1000.0,1.4495180430822074,789.4236178398132,1000.0,1.4838237464427948
0,2097152,768.3851118087769,1000.0,1.303698675474152,770.3801469802856,1000.0,1.509598158299923,784.3818054199219,1000.0,1.541672971798107,786.6358671188354,1000.0,1.3385303012328222
0,2228224,335.9374266688029,999.988799235026,0.4314148010996481,337.02062708536783,999.9482479858398,0.43154150652388734,351.3756889597575,1000.0,0.45548190598686533,352.6572093963623,1000.0,0.44461299281567335
0,2359296,333.7382986545563,1000.0,0.4677708921954036,333.8281455039978,1000.0,0.35264110192656517,354.1104996204376,1000.0,0.3600873944815248,355.65089654922485,1000.0,0.42291603540070355
0,2490368,776.5614919662476,1000.0,1.6650335108861327,779.1851191520691,1000.0,1.4317015358246863,786.4660725593567,1000.0,1.410936146741733,788.0496559143066,1000.0,1.7083023469895124
0,2621440,775.4796209335327,1000.0,1.2560861462261528,777.8828239440918,1000.0,1.3526501671876758,788.7394552230835,1000.0,1.572614794364199,790.8859763145447,1000.0,1.4548925324343145
0,2752512,766.9530320167542,1000.0,1.372728017391637,769.9440398216248,1000.0,1.4575860144104809,784.8290004730225,1000.0,1.4829087326070294,787.2423529624939,1000.0,1.5449008354917169
0,2883584,762.0107789039612,1000.0,1.1986567312851548,764.0097045898438,1000.0,1.308292371686548,782.3294944763184,1000.0,1.4703806089237332,785.4726390838623,1000.0,1.7026354330591857
0,3014656,764.4785304069519,1000.0,1.1985201169736683,767.833954334259,1000.0,1.3150153390597552,783.92223072052,1000.0,1.3662352487444878,786.2350263595581,1000.0,1.719750813441351
0,3145728,768.2383193969727,1000.0,1.3051548369694501,770.2593789100647,1000.0,1.3271273877471685,780.8550825119019,1000.0,1.317209368571639,783.6856718063354,1000.0,1.5830774996429682
0,3276800,412.31513991038,999.7818245951335,0.4994031675656636,413.592393468221,999.8137143452963,0.5003531328464548,532.8631376902263,999.6910193888345,0.6509031037489573,533.8412744522095,999.6921858215333,0.6587955349171535
0,3407872,409.33581829071045,1000.0,0.46386667573824525,410.73129892349243,1000.0,0.4633056647144258,533.5859582424164,1000.0,0.6301265973597765,534.3531067371368,1000.0,0.5697684928309172
0,3538944,765.2564535140991,1000.0,1.195868095033802,768.6852231025696,1000.0,1.3134614499285817,782.4831657409668,1000.0,1.5898454594425857,784.6323699951172,1000.0,1.4428890158887953
0,3670016,768.4972968101501,1000.0,1.3301437175832689,771.400285243988,1000.0,1.256705594714731,778.6722350120544,1000.0,1.3899829657748342,781.97496509552,1000.0,1.4434859440661967
0,3801088,769.1681261062622,1000.0,1.471033414825797,772.0464086532593,1000.0,1.4150631396332756,782.6564903259277,1000.0,1.5437956202076748,785.4047107696533,1000.0,1.2703048409894109
0,3932160,771.5154023170471,1000.0,1.2672600280493498,773.7871255874634,1000.0,1.3008200728800148,778.7707328796387,1000.0,1.2135501170996577,781.1835923194885,1000.0,1.3596662506461143
0,4063232,765.5266962051392,1000.0,1.1699614992830902,768.4031910896301,1000.0,1.2231205524876714,779.4719772338867,1000.0,1.3054296176414937,781.8668460845947,1000.0,1.2883623731322587
0,4194304,769.6652903556824,1000.0,1.4062335116323084,771.9534211158752,1000.0,1.3796685116831213,780.9466757774353,1000.0,1.4450300899334252,783.547417640686,1000.0,1.6283511756919324
0,4325376,435.7995836130778,999.904424235026,0.5339120086096227,436.20006268819174,999.9970386250814,0.5145248222971956,527.3057543563843,999.9274909464518,0.5967831232398748,528.2445122273763,1000.0,0.637688413647314
0,4456448,437.60339641571045,1000.0,0.5846946816891432,438.42891001701355,1000.0,0.42214892664924264,533.3372569084167,1000.0,0.6441911766305566,534.8188574314117,1000.0,0.5744636312592775
0,4587520,765.6747303009033,1000.0,1.3855063575319946,767.0635652542114,1000.0,1.4971726560033858,783.2853598594666,1000.0,1.227179519366473,787.182719707489,1000.0,1.5523358304053545
0,4718592,769.2948393821716,1000.0,1.1866423706524074,772.3927302360535,1000.0,1.2932145157828927,777.689236164093,1000.0,1.4320039454614744,780.8604106903076,1000.0,1.1272170464508235
0,4849664,768.0180878639221,1000.0,1.3579163360409439,770.4221367835999,1000.0,1.5401951586827636,782.2665858268738,1000.0,1.3472290178760886,785.3074326515198,1000.0,1.360188108868897
0,4980736,767.7583975791931,1000.0,1.494867046829313,769.6679191589355,1000.0,1.287259612698108,782.2662444114685,1000.0,1.5217055692337453,785.6573538780212,1000.0,1.4454705156385899
0,5111808,776.7826528549194,1000.0,1.5094359638169408,779.8470468521118,1000.0,1.432105319108814,775.3647394180298,1000.0,1.247739203972742,779.0708818435669,1000.0,1.4580942960456014
0,5242880,759.0509557723999,1000.0,1.2174426149576902,761.8015294075012,1000.0,1.1525931609794497,779.8280935287476,1000.0,1.4068488758057356,782.2074460983276,1000.0,1.340590117033571
0,5373952,390.1443235524496,1000.0,0.48644172454252843,390.94839909871416,1000.0,0.4889915348341068,565.2302178700766,1000.0,0.7550771893250445,566.1387897745768,1000.0,0.6570741861810288
0,5505024,393.7911145687103,1000.0,0.4722486827522516,394.89275574684143,1000.0,0.4778783405199647,566.9249274730682,1000.0,0.6454080399125814,567.9262211322784,1000.0,0.7360552228055894
0,5636096,745.3825168609619,1000.0,1.1571938225533813,747.4603877067566,1000.0,1.4247562205418944,769.2838926315308,1000.0,1.2741191796958447,771.5427751541138,1000.0,1.2990265060216188
0,5767168,763.3379187583923,1000.0,1.357488337205723,766.0488591194153,1000.0,1.332497683353722,784.574613571167,1000.0,1.429147674702108,787.7629070281982,1000.0,1.5555537603795528
0,5898240,771.9139904975891,1000.0,1.5498682712204754,774.1097140312195,1000.0,1.3140828753821552,796.75026512146,1000.0,1.8129480071365833,798.9418377876282,1000.0,1.3772987872362137
0,6029312,769.558385848999,1000.0,1.2393620783113874,772.8306455612183,1000.0,1.3979575948324054,778.3991122245789,1000.0,1.3206698432331905,780.9743933677673,1000.0,1.4855016691144556
0,6160384,767.1580114364624,1000.0,1.281584502197802,769.2608184814453,1000.0,1.3966299500316381,781.4083099365234,1000.0,1.3633273136802018,784.6343593597412,1000.0,1.6125692101195455
0,6291456,763.9244890213013,1000.0,1.4677646262571216,766.6562933921814,1000.0,1.4354110998101532,771.9598670005798,1000.0,1.3260667156428099,774.9100742340088,1000.0,1.611509781330824
0,6422528,581.824057337443,1000.0,0.7229702331870794,582.6468964894613,1000.0,0.7249052526553472,542.3166556549072,1000.0,0.6726037204141417,541.710424931844,1000.0,0.6445165242689351
0,6553600,587.3252806663513,1000.0,0.640019690617919,587.6424984931946,1000.0,0.7204779502935708,556.3327803611755,1000.0,0.6769703645259142,554.6553280353546,1000.0,0.6269752522930503
0,6684672,734.6759066581726,1000.0,1.225360922049731,736.7451362609863,1000.0,1.1988994085695595,783.7624850273132,1000.0,1.611018386669457,786.7194151878357,1000.0,1.6638198075816035
0,6815744,766.2379479408264,1000.0,1.2242424166761339,768.8846964836121,1000.0,1.2260855783242732,782.4222249984741,1000.0,1.4483066794928163,785.2690715789795,1000.0,1.4559049762319773
0,6946816,753.9438796043396,1000.0,1.110333319986239,756.5926203727722,1000.0,1.1614097389392555,794.185585975647,1000.0,1.451651585754007,797.5603518486023,1000.0,1.540149848908186
0,7077888,768.3544297218323,1000.0,1.4095074962824583,770.365246295929,1000.0,1.1781153756892309,793.768693447113,1000.0,1.8243475602939725,797.0443692207336,1000.0,1.484860457945615
0,7208960,777.4638118743896,1000.0,1.2450239527970552,780.4317240715027,1000.0,1.6367825036868453,788.9092140197754,1000.0,1.5722947088070214,792.3126459121704,1000.0,1.5049599949270487
0,7340032,774.6643080711365,1000.0,1.6496982821263373,775.8790717124939,1000.0,1.514708111062646,791.6120471954346,1000.0,1.6219078495632857,793.8996982574463,1000.0,1.329112141393125
0,7471104,604.8608660125733,1000.0,0.9227019421445826,605.2844764709473,1000.0,0.934573660288006,583.3437396748861,1000.0,0.7646315182683369,583.3383014170329,1000.0,0.7469652633275836
0,7602176,606.5764327049255,1000.0,0.7453329833224416,607.2112045288086,1000.0,0.6484570435713977,580.327455997467,1000.0,0.7055923561565578,581.2269368171692,1000.0,0.7527106259949505
0,7733248,748.1959533691406,1000.0,1.1639599457848817,750.0848965644836,1000.0,1.4354397412389517,764.5354018211365,1000.0,1.4408387158764526,768.0537195205688,1000.0,1.3386372432578355
0,7864320,744.7658228874207,1000.0,1.3199491921113804,746.9126133918762,1000.0,1.0597859150730073,791.0561113357544,1000.0,1.4782172496197745,793.0982565879822,1000.0,1.6803567068418488
0,7995392,785.0664973258972,1000.0,1.5959315979853272,787.1289052963257,1000.0,1.4684123194310814,793.2052564620972,1000.0,1.4179712375625968,795.6655902862549,1000.0,1.4771871673874557
0,8126464,757.808322429657,1000.0,1.1463729315437376,759.5538835525513,1000.0,1.2763695269823074,776.8844232559204,1000.0,1.4542165575549006,779.5214519500732,1000.0,1.3096672229003161
0,8257536,781.3804020881653,1000.0,1.518888987135142,783.5221109390259,1000.0,1.4743517687311396,769.3460516929626,1000.0,1.3773025125265121,772.0183758735657,1000.0,1.5784946309868246
0,8388608,763.4910817146301,1000.0,1.3424979238770902,765.9390902519226,1000.0,1.511823550797999,788.2110500335693,1000.0,1.3224363124463707,791.6102395057678,1000.0,1.6149214139441028
0,8519680,593.9233460998535,1000.0,2.534532264173031,592.6243401845296,1000.0,2.4795516177949803,381.1929988861084,1000.0,0.587876934769253,382.5700115203857,1000.0,0.5344858287833631
0,8650752,587.0990028381348,1000.0,0.7648475964087993,587.1824917793274,1000.0,0.7136611863970757,381.4770655632019,1000.0,0.4401498222723603,383.7755174636841,1000.0,0.48053553549107164
0,8781824,779.5441136360168,1000.0,1.3971343813464046,781.3055839538574,1000.0,1.4345255203079432,764.6864166259766,1000.0,1.3156844642944634,767.6193742752075,1000.0,1.350546149071306
0,8912896,769.3095264434814,1000.0,1.1814409284852445,771.2094483375549,1000.0,1.318059230223298,765.9544687271118,1000.0,1.4719245191663504,770.4318118095398,1000.0,1.4059303849935532
0,9043968,734.3110418319702,1000.0,1.362375053577125,737.0430788993835,1000.0,1.1248839781619608,794.014919757843,1000.0,1.5327673498541117,795.9745216369629,1000.0,1.6293280879035592
0,9175040,743.3577570915222,1000.0,1.1030694730579853,746.0644917488098,1000.0,1.280411032261327,802.4719014167786,1000.0,1.372246168088168,804.9239540100098,1000.0,1.8023040872067213
0,9306112,763.9686679840088,1000.0,1.259637985844165,766.4333353042603,1000.0,1.5684159032534808,791.866602897644,1000.0,1.4648690541507676,794.7211422920227,1000.0,1.2761125804390758
