attempt,collected_frames,action/v_mean,action/w_mean,action/front_mean,action/rear_mean
0,131072,0.6000000238418579,0.0,-0.0021820068359375,0.002716064453125
0,262144,0.6000000238418579,0.0,-0.00347900390625,-0.0029754638671875
0,393216,0.6000000238418579,0.0,-0.00096893310546875,0.00662994384765625
0,524288,0.6000000238418579,0.0,0.0006256103515625,0.00274658203125
0,655360,0.6000000238418579,0.0,-0.00130462646484375,0.0004119873046875
0,786432,0.6000000238418579,0.0,-0.00897979736328125,0.000762939453125
0,917504,0.6000000238418579,0.0,-0.00093841552734375,-0.007568359375
0,1048576,0.6000000238418579,0.0,0.0010833740234375,-0.00295257568359375
0,1179648,0.6000000238418579,0.0,0.00782012939453125,-0.00213623046875
0,1310720,0.6000000238418579,0.0,-0.210601806640625,0.27834320068359375
0,1441792,0.6000000238418579,0.0,0.003204345703125,-0.00067138671875
0,1572864,0.6000000238418579,0.0,-0.01004791259765625,0.009124755859375
0,1703936,0.6000000238418579,0.0,0.00173187255859375,0.00183868408203125
0,1835008,0.6000000238418579,0.0,0.00146484375,0.01508331298828125
0,1966080,0.6000000238418579,0.0,0.00685882568359375,-0.0170745849609375
0,2097152,0.6000000238418579,0.0,-0.00167083740234375,0.00787353515625
0,2228224,0.6000000238418579,0.0,0.00821685791015625,0.002716064453125
0,2359296,0.6000000238418579,0.0,0.1122894287109375,0.07535552978515625
0,2490368,0.6000000238418579,0.0,-0.00189971923828125,0.0063323974609375
0,2621440,0.6000000238418579,0.0,-0.00652313232421875,0.00675201416015625
0,2752512,0.6000000238418579,0.0,-0.0021209716796875,0.0067901611328125
0,2883584,0.6000000238418579,0.0,-0.00090789794921875,0.00640869140625
0,3014656,0.6000000238418579,0.0,-0.0016326904296875,0.00562286376953125
0,3145728,0.6000000238418579,0.0,-0.01056671142578125,-0.00014495849609375
0,3276800,0.6000000238418579,0.0,-0.0076446533203125,0.01044464111328125
0,3407872,0.6000000238418579,0.0,-0.00014495849609375,0.10514068603515625
0,3538944,0.6000000238418579,0.0,-0.00482177734375,0.00299835205078125
0,3670016,0.6000000238418579,0.0,-0.0076904296875,0.01160430908203125
0,3801088,0.6000000238418579,0.0,-0.00493621826171875,0.00634002685546875
0,3932160,0.6000000238418579,0.0,-0.00957489013671875,0.01044464111328125
0,4063232,0.6000000238418579,0.0,-0.00753021240234375,0.01361083984375
0,4194304,0.6000000238418579,0.0,-0.0103302001953125,0.00992584228515625
0,4325376,0.6000000238418579,0.0,-0.00679779052734375,0.019805908203125
0,4456448,0.6000000238418579,0.0,0.13738250732421875,0.05950164794921875
0,4587520,0.6000000238418579,0.0,-0.01462554931640625,0.02541351318359375
0,4718592,0.6000000238418579,0.0,-0.0122528076171875,0.0072021484375
0,4849664,0.6000000238418579,0.0,-0.01116180419921875,0.0201568603515625
0,4980736,0.6000000238418579,0.0,-0.00830841064453125,0.01137542724609375
0,5111808,0.6000000238418579,0.0,-0.01416015625,0.0113067626953125
0,5242880,0.6000000238418579,0.0,-0.01486968994140625,0.01929473876953125
0,5373952,0.6000000238418579,0.0,-0.0048828125,0.01988983154296875
0,5505024,0.6000000238418579,0.0,-0.296539306640625,0.03565216064453125
0,5636096,0.6000000238418579,0.0,-0.01743316650390625,0.01204681396484375
0,5767168,0.6000000238418579,0.0,-0.02854156494140625,0.03021240234375
0,5898240,0.6000000238418579,0.0,0.0059356689453125,0.0361328125
0,6029312,0.6000000238418579,0.0,-0.01827239990234375,0.01184844970703125
0,6160384,0.6000000238418579,0.0,-0.00954437255859375,0.01467132568359375
0,6291456,0.6000000238418579,0.0,-0.0429229736328125,0.0172271728515625
0,6422528,0.6000000238418579,0.0,-0.03841400146484375,0.032806396484375
0,6553600,0.6000000238418579,0.0,-0.3653411865234375,0.1599578857421875
0,6684672,0.6000000238418579,0.0,-0.0076141357421875,0.01998138427734375
0,6815744,0.6000000238418579,0.0,-0.022247314453125,0.02666473388671875
0,6946816,0.6000000238418579,0.0,-0.02660369873046875,0.01874542236328125
0,7077888,0.6000000238418579,0.0,0.01238250732421875,0.05220794677734375
0,7208960,0.6000000238418579,0.0,-0.0331878662109375,0.0230712890625
0,7340032,0.6000000238418579,0.0,-0.033660888671875,0.028289794921875
0,7471104,0.6000000238418579,0.0,-0.0235137939453125,0.0299072265625
0,7602176,0.6000000238418579,0.0,-0.11986541748046875,0.19354248046875
0,7733248,0.6000000238418579,0.0,-0.0330352783203125,0.02281951904296875
0,7864320,0.6000000238418579,0.0,-0.0460968017578125,0.00970458984375
0,7995392,0.6000000238418579,0.0,-0.000762939453125,0.087310791015625
0,8126464,0.6000000238418579,0.0,-0.03765106201171875,0.036285400390625
0,8257536,0.6000000238418579,0.0,0.00386810302734375,0.01380157470703125
0,8388608,0.6000000238418579,0.0,-0.04961395263671875,0.077667236328125
0,8519680,0.6000000238418579,0.0,-0.06354522705078125,0.047698974609375
0,8650752,0.6000000238418579,0.0,0.4200592041015625,0.22006988525390625
0,8781824,0.6000000238418579,0.0,-0.087066650390625,0.0910186767578125
0,8912896,0.6000000238418579,0.0,-0.00922393798828125,0.03973388671875
0,9043968,0.6000000238418579,0.0,-0.01744842529296875,0.062957763671875
0,9175040,0.6000000238418579,0.0,-0.05089569091796875,-0.02515411376953125
0,9306112,0.6000000238418579,0.0,0.0157623291015625,0.0709381103515625
0,9437184,0.6000000238418579,0.0,-0.013519287109375,-0.0182647705078125
0,9568256,0.6000000238418579,0.0,-0.0576934814453125,0.0897979736328125
0,9699328,0.6000000238418579,0.0,-0.21578216552734375,0.5628433227539062
0,9830400,0.6000000238418579,0.0,-0.0687255859375,-0.0520172119140625
0,9961472,0.6000000238418579,0.0,-0.11285400390625,-0.003387451171875
0,10092544,0.6000000238418579,0.0,-0.0449676513671875,0.06742095947265625
0,10223616,0.6000000238418579,0.0,-0.06932830810546875,0.09268951416015625
0,10354688,0.6000000238418579,0.0,-0.12442779541015625,0.14142608642578125
0,10485760,0.6000000238418579,0.0,-0.0410614013671875,0.0662689208984375
0,10616832,0.6000000238418579,0.0,-0.02991485595703125,0.0277099609375
0,10747904,0.6000000238418579,0.0,-0.3306884765625,0.3066558837890625
0,10878976,0.6000000238418579,0.0,-0.016815185546875,0.06700897216796875
0,11010048,0.6000000238418579,0.0,-0.13066864013671875,0.0242462158203125
0,11141120,0.6000000238418579,0.0,-0.12110137939453125,0.155059814453125
0,11272192,0.6000000238418579,0.0,-0.07759857177734375,0.066162109375
0,11403264,0.6000000238418579,0.0,0.0026397705078125,0.14742279052734375
0,11534336,0.6000000238418579,0.0,-0.1249542236328125,0.10977935791015625
0,11665408,0.6000000238418579,0.0,-0.02851104736328125,0.12209320068359375
0,11796480,0.6000000238418579,0.0,-0.30792999267578125,-0.01488494873046875
0,11927552,0.6000000238418579,0.0,-0.1046142578125,0.021026611328125
0,12058624,0.6000000238418579,0.0,-0.05168914794921875,-0.00089263916015625
0,12189696,0.6000000238418579,0.0,-0.09859466552734375,0.1385345458984375
0,12320768,0.6000000238418579,0.0,-0.156585693359375,0.01802825927734375
0,12451840,0.6000000238418579,0.0,-0.12386322021484375,0.0651702880859375
0,12582912,0.6000000238418579,0.0,-0.02053070068359375,0.1518096923828125
0,12713984,0.6000000238418579,0.0,-0.18692779541015625,0.18717193603515625
0,12845056,0.6000000238418579,0.0,0.06037139892578125,0.13228607177734375
0,12976128,0.6000000238418579,0.0,-0.1151885986328125,0.08834075927734375
0,13107200,0.6000000238418579,0.0,-0.017059326171875,0.01551055908203125
0,13238272,0.6000000238418579,0.0,0.00130462646484375,0.07146453857421875
0,13369344,0.6000000238418579,0.0,-0.07993316650390625,0.12164306640625
0,13500416,0.6000000238418579,0.0,-0.04070281982421875,0.1059112548828125
0,13631488,0.6000000238418579,0.0,-0.1379241943359375,0.14977264404296875
0,13762560,0.6000000238418579,0.0,-0.1245269775390625,0.15533447265625
0,13893632,0.6000000238418579,0.0,-0.052978515625,0.36556243896484375
