collected_frames,action/v_mean,action/w_mean,action/front_mean,action/rear_mean
131072,0.6000000238418579,0.0,-0.0029449462890625,0.00246429443359375
262144,0.6000000238418579,0.0,0.0021820068359375,-0.0026702880859375
393216,0.6000000238418579,0.0,-0.00130462646484375,0.00286865234375
524288,0.6000000238418579,0.0,-0.00402069091796875,-0.001129150390625
655360,0.6000000238418579,0.0,0.0006561279296875,-0.0005340576171875
786432,0.6000000238418579,0.0,-0.00705718994140625,-0.001739501953125
917504,0.6000000238418579,0.0,-0.00305938720703125,-0.00359344482421875
1048576,0.6000000238418579,0.0,-0.00589752197265625,-0.0033111572265625
1179648,0.6000000238418579,0.0,-0.00274658203125,-0.0022125244140625
1310720,0.6000000238418579,0.0,0.45362091064453125,0.8175811767578125
1441792,0.6000000238418579,0.0,-0.0002288818359375,-0.0142822265625
1572864,0.6000000238418579,0.0,-0.0084686279296875,-0.01914215087890625
1703936,0.6000000238418579,0.0,-0.00518798828125,-0.01786041259765625
1835008,0.6000000238418579,0.0,0.008270263671875,-0.00337982177734375
1966080,0.6000000238418579,0.0,-0.0037841796875,-0.01921844482421875
2097152,0.6000000238418579,0.0,-0.017181396484375,-0.01821136474609375
2228224,0.6000000238418579,0.0,-0.01206207275390625,-0.01007843017578125
2359296,0.6000000238418579,0.0,-0.7797012329101562,-0.6112823486328125
2490368,0.6000000238418579,0.0,-0.01830291748046875,-0.0150604248046875
2621440,0.6000000238418579,0.0,-0.01036834716796875,-0.01792144775390625
2752512,0.6000000238418579,0.0,-0.009246826171875,-0.0156402587890625
2883584,0.6000000238418579,0.0,-0.0099945068359375,-0.00955963134765625
3014656,0.6000000238418579,0.0,-0.014617919921875,-0.0157928466796875
3145728,0.6000000238418579,0.0,-0.0190887451171875,-0.012451171875
3276800,0.6000000238418579,0.0,-0.01703643798828125,-0.0118560791015625
3407872,0.6000000238418579,0.0,-0.4425506591796875,-0.5380783081054688
3538944,0.6000000238418579,0.0,-0.02492523193359375,-0.0216064453125
3670016,0.6000000238418579,0.0,-0.01262664794921875,-0.01458740234375
3801088,0.6000000238418579,0.0,-0.01548004150390625,-0.01686859130859375
3932160,0.6000000238418579,0.0,-0.00412750244140625,-0.0206146240234375
4063232,0.6000000238418579,0.0,-0.01749420166015625,-0.0116729736328125
4194304,0.6000000238418579,0.0,-0.0146331787109375,-0.01973724365234375
4325376,0.6000000238418579,0.0,-0.01415252685546875,-0.00689697265625
4456448,0.6000000238418579,0.0,-0.43582916259765625,-0.18308258056640625
4587520,0.6000000238418579,0.0,-0.02593231201171875,-0.02310943603515625
4718592,0.6000000238418579,0.0,-0.02661895751953125,-0.0376434326171875
4849664,0.6000000238418579,0.0,-0.01226043701171875,-0.033294677734375
4980736,0.6000000238418579,0.0,-0.02834320068359375,-0.02170562744140625
5111808,0.6000000238418579,0.0,-0.02648162841796875,-0.02599334716796875
5242880,0.6000000238418579,0.0,-0.03682708740234375,-0.031005859375
5373952,0.6000000238418579,0.0,-0.03765869140625,-0.03194427490234375
5505024,0.6000000238418579,0.0,-0.6258773803710938,-0.6499481201171875
5636096,0.6000000238418579,0.0,-0.02513885498046875,-0.04862213134765625
5767168,0.6000000238418579,0.0,-0.04273223876953125,-0.02471160888671875
5898240,0.6000000238418579,0.0,-0.040283203125,-0.024688720703125
6029312,0.6000000238418579,0.0,-0.04974365234375,-0.0235137939453125
6160384,0.6000000238418579,0.0,-0.038543701171875,-0.01746368408203125
6291456,0.6000000238418579,0.0,-0.040191650390625,-0.03607177734375
6422528,0.6000000238418579,0.0,-0.04230499267578125,-0.032501220703125
6553600,0.6000000238418579,0.0,-0.3114166259765625,-0.5395660400390625
6684672,0.6000000238418579,0.0,-0.02033233642578125,-0.03658294677734375
6815744,0.6000000238418579,0.0,-0.0531463623046875,-0.041839599609375
6946816,0.6000000238418579,0.0,-0.04944610595703125,-0.08924102783203125
7077888,0.6000000238418579,0.0,-0.03353118896484375,-0.0608673095703125
7208960,0.6000000238418579,0.0,-0.06374359130859375,-0.05960845947265625
7340032,0.6000000238418579,0.0,-0.0653076171875,-0.03679656982421875
7471104,0.6000000238418579,0.0,-0.055511474609375,-0.06768798828125
7602176,0.6000000238418579,0.0,-0.5393295288085938,-0.40303802490234375
7733248,0.6000000238418579,0.0,-0.05402374267578125,0.0181121826171875
7864320,0.6000000238418579,0.0,0.01769256591796875,-0.05387115478515625
7995392,0.6000000238418579,0.0,-0.06357574462890625,-0.03299713134765625
8126464,0.6000000238418579,0.0,-0.028289794921875,-0.03174591064453125
8257536,0.6000000238418579,0.0,-0.00042724609375,-0.01248931884765625
8388608,0.6000000238418579,0.0,-0.0769805908203125,-0.0491180419921875
8519680,0.6000000238418579,0.0,-0.05902862548828125,-0.0591583251953125
8650752,0.6000000238418579,0.0,-0.7458724975585938,-0.0022430419921875
8781824,0.6000000238418579,0.0,-0.05937957763671875,0.0455169677734375
8912896,0.6000000238418579,0.0,0.00312042236328125,0.0332183837890625
9043968,0.6000000238418579,0.0,-0.1027984619140625,-0.041046142578125
9175040,0.6000000238418579,0.0,-0.0583953857421875,-0.0287017822265625
9306112,0.6000000238418579,0.0,-0.06500244140625,-0.0111083984375
9437184,0.6000000238418579,0.0,0.01070404052734375,-0.08620452880859375
9568256,0.6000000238418579,0.0,-0.10355377197265625,-0.12107086181640625
9699328,0.6000000238418579,0.0,-0.58502197265625,-0.5552520751953125
9830400,0.6000000238418579,0.0,-0.11081695556640625,0.00603485107421875
9961472,0.6000000238418579,0.0,-0.02347564697265625,-0.06032562255859375
10092544,0.6000000238418579,0.0,-0.0738067626953125,-0.03755950927734375
10223616,0.6000000238418579,0.0,-0.082366943359375,-0.02764892578125
10354688,0.6000000238418579,0.0,-0.08072662353515625,0.01474761962890625
10485760,0.6000000238418579,0.0,-0.00533294677734375,-0.10030364990234375
10616832,0.6000000238418579,0.0,-0.0936737060546875,-0.044677734375
10747904,0.6000000238418579,0.0,-0.849090576171875,-0.078399658203125
10878976,0.6000000238418579,0.0,-0.04752349853515625,0.00113677978515625
11010048,0.6000000238418579,0.0,-0.074859619140625,-0.09101104736328125
11141120,0.6000000238418579,0.0,-0.1316986083984375,-0.07981109619140625
11272192,0.6000000238418579,0.0,-0.07389068603515625,0.020294189453125
11403264,0.6000000238418579,0.0,0.01364898681640625,0.04290771484375
11534336,0.6000000238418579,0.0,-0.1011962890625,0.07341766357421875
11665408,0.6000000238418579,0.0,-0.11338043212890625,-0.06317901611328125
11796480,0.6000000238418579,0.0,-0.08698272705078125,-0.2446136474609375
11927552,0.6000000238418579,0.0,-0.02783203125,-0.03768157958984375
12058624,0.6000000238418579,0.0,-0.12775421142578125,0.06594085693359375
12189696,0.6000000238418579,0.0,-0.17937469482421875,-0.0356903076171875
12320768,0.6000000238418579,0.0,-0.13869476318359375,-0.0041351318359375
12451840,0.6000000238418579,0.0,-0.13275146484375,0.07402801513671875
12582912,0.6000000238418579,0.0,-0.0284271240234375,-0.0327911376953125
12713984,0.6000000238418579,0.0,-0.03256988525390625,0.0634613037109375
12845056,0.6000000238418579,0.0,-0.9910507202148438,0.005828857421875
12976128,0.6000000238418579,0.0,-0.11556243896484375,-0.03754425048828125
13107200,0.6000000238418579,0.0,0.03102874755859375,0.0712890625
13238272,0.6000000238418579,0.0,-0.1925811767578125,0.00146484375
13369344,0.6000000238418579,0.0,-0.14681243896484375,-0.02490997314453125
13500416,0.6000000238418579,0.0,-0.096466064453125,-0.12377166748046875
13631488,0.6000000238418579,0.0,0.130767822265625,-0.1303558349609375
13762560,0.6000000238418579,0.0,-0.16705322265625,-0.034637451171875
13893632,0.6000000238418579,0.0,0.04632568359375,-0.08758544921875
14024704,0.6000000238418579,0.0,-0.16133880615234375,-0.11833953857421875
14155776,0.6000000238418579,0.0,-0.02645111083984375,-0.12377166748046875
14286848,0.6000000238418579,0.0,-0.16620635986328125,-0.071380615234375
14417920,0.6000000238418579,0.0,-0.1375732421875,-0.0709686279296875
14548992,0.6000000238418579,0.0,-0.09731292724609375,-0.07070159912109375
14680064,0.6000000238418579,0.0,-0.055816650390625,-0.02019500732421875
14811136,0.6000000238418579,0.0,0.192291259765625,-0.18750762939453125
14942208,0.6000000238418579,0.0,-0.8666152954101562,-0.01924896240234375
15073280,0.6000000238418579,0.0,0.1786346435546875,-0.11376953125
15204352,0.6000000238418579,0.0,-0.01430511474609375,-0.06798553466796875
15335424,0.6000000238418579,0.0,-0.11708831787109375,-0.078216552734375
15466496,0.6000000238418579,0.0,-0.07529449462890625,0.0222015380859375
15597568,0.6000000238418579,0.0,-0.0218505859375,-0.2117767333984375
15728640,0.6000000238418579,0.0,-0.20394134521484375,-0.16338348388671875
15859712,0.6000000238418579,0.0,-0.09584808349609375,0.06130218505859375
15990784,0.6000000238418579,0.0,-0.65985107421875,-0.1834259033203125
16121856,0.6000000238418579,0.0,-0.08171844482421875,-0.03078460693359375
16252928,0.6000000238418579,0.0,-0.2286834716796875,-0.187286376953125
16384000,0.6000000238418579,0.0,-0.1895751953125,-0.09610748291015625
16515072,0.6000000238418579,0.0,-0.200775146484375,-0.03804779052734375
16646144,0.6000000238418579,0.0,0.09030914306640625,-0.0537567138671875
16777216,0.6000000238418579,0.0,0.1318359375,0.00437164306640625
