collected_frames,train/mean_reward,train/epsilon,train/replay_buffer_size,train/q_network_lr,train/loss,train/grad_norm,train/q_mean,train/target_q_mean
131072,0.0030228132382035255,0.9980208333333334,131072,0.0009995833333333334,0.03600786626338959,0.06270398944616318,-0.010994769632816315,-0.04601140320301056
262144,0.0022385017946362495,0.9960416666666667,262144,0.0009991666666666669,0.03751205652952194,0.0596722848713398,-0.10057646781206131,-0.12951374053955078
393216,-0.008719907142221928,0.9940625,393216,0.0009987500000000003,0.03657807409763336,0.06306737661361694,-0.24225108325481415,-0.279302179813385
524288,0.0003135547158308327,0.9920833333333333,524288,0.0009983333333333335,0.03833392262458801,0.031152917072176933,-0.3214127719402313,-0.3281533122062683
655360,-0.005545591004192829,0.9901041666666667,655360,0.000997916666666667,0.03574858605861664,0.03975309059023857,-0.32789379358291626,-0.3554638624191284
786432,-0.0017338274046778679,0.988125,786432,0.0009975000000000003,0.03638974204659462,0.0161079503595829,-0.3515900671482086,-0.3607659935951233
917504,-0.0003793526557274163,0.9861458333333334,917504,0.0009970833333333335,0.03427146375179291,0.015123873017728329,-0.315114825963974,-0.32082754373550415
1048576,-0.004891294054687023,0.9841666666666666,1048576,0.000996666666666667,0.042145974934101105,0.01653861813247204,-0.3215738534927368,-0.3206002414226532
1179648,-0.0018172935815528035,0.9821875,1179648,0.0009962500000000002,0.02498519793152809,0.012882008217275143,-0.2805289030075073,-0.2834075391292572
1310720,-0.0021290620788931847,0.9802083333333333,1310720,0.0009958333333333336,0.030939893797039986,0.02103317901492119,-0.3769878149032593,-0.39222201704978943
1441792,-0.0015541260363534093,0.9782291666666667,1441792,0.000995416666666667,0.03389411419630051,0.10173623263835907,-0.3643285930156708,-0.4331386685371399
1572864,-0.003352952655404806,0.97625,1572864,0.0009950000000000002,0.027904123067855835,0.13899187743663788,-0.39419102668762207,-0.49514368176460266
1703936,-0.002618357539176941,0.9742708333333333,1703936,0.0009945833333333336,0.030575545504689217,0.05422332510352135,-0.12847083806991577,-0.16640323400497437
1835008,-0.0031196181662380695,0.9722916666666667,1835008,0.000994166666666667,0.050595350563526154,0.14913371205329895,-0.5545483827590942,-0.4783799350261688
1966080,-0.0027598990127444267,0.9703125,1966080,0.0009937500000000003,0.026114245876669884,0.11717627942562103,-0.46414491534233093,-0.5482223033905029
2097152,-0.001904218690469861,0.9683333333333334,2000000,0.0009933333333333337,0.006956573575735092,0.009848127141594887,-0.31663161516189575,-0.30761826038360596
2228224,-0.003503192216157913,0.9663541666666666,2000000,0.0009929166666666671,0.006236829794943333,0.002149400534108281,-0.31627199053764343,-0.3158652186393738
2359296,-0.001445405650883913,0.964375,2000000,0.0009925000000000003,0.005555587355047464,0.002053723903372884,-0.31299543380737305,-0.31021952629089355
2490368,-0.002275500912219286,0.9623958333333333,2000000,0.0009920833333333337,0.0054151625372469425,0.002371855778619647,-0.30833494663238525,-0.3039485812187195
2621440,-0.005289818160235882,0.9604166666666667,2000000,0.000991666666666667,0.006084763910621405,0.0018054094398394227,-0.309272438287735,-0.30633479356765747
2752512,-0.002528561744838953,0.9584375,2000000,0.0009912500000000004,0.0066955797374248505,0.001996614970266819,-0.3075786232948303,-0.30794838070869446
2883584,-0.003685472998768091,0.9564583333333333,2000000,0.0009908333333333338,0.0070731318555772305,0.0016854004934430122,-0.309519499540329,-0.3090718984603882
3014656,-0.0024910380598157644,0.9544791666666667,2000000,0.0009904166666666672,0.00605597160756588,0.0010705497115850449,-0.30744585394859314,-0.305962473154068
3145728,-0.001358821289613843,0.9525,2000000,0.0009900000000000006,0.006209551822394133,0.0023748164530843496,-0.3087923228740692,-0.3044942617416382
3276800,-0.003679906949400902,0.9505208333333334,2000000,0.000989583333333334,0.006669898517429829,0.0013038002653047442,-0.3062015175819397,-0.3045967221260071
3407872,-0.0023462395183742046,0.9485416666666666,2000000,0.0009891666666666673,0.006618143990635872,0.0012403447180986404,-0.3013174831867218,-0.29812145233154297
3538944,-0.0012919160071760416,0.9465625,2000000,0.0009887500000000007,0.006150481756776571,0.0018803454004228115,-0.29910436272621155,-0.2995342016220093
3670016,-0.004499892704188824,0.9445833333333333,2000000,0.000988333333333334,0.007874440401792526,0.0015270683215931058,-0.29737043380737305,-0.29609808325767517
3801088,-0.002366893459111452,0.9426041666666667,2000000,0.000987916666666667,0.008241439238190651,0.0017823156667873263,-0.29788240790367126,-0.29895490407943726
3932160,-0.0030108457431197166,0.940625,2000000,0.0009875000000000005,0.009057126939296722,0.0018836023518815637,-0.29864710569381714,-0.2953328490257263
