collected_frames,rew/flipper_penalty,rew/pitch_penalty,rew/terminal_bonus,rew/total_reward
38535168,-0.0008625903201391338,-0.0001238516781825183,-0.003997802734375,-0.004984206482276932
38666240,-0.0007680849475946161,-0.00011217101868510326,-0.0035552978515625,-0.004435475003901956
38797312,-0.0007377290326076036,-3.8911683823528165e-05,-0.0025787353515625,-0.0033552462705301878
38928384,-0.0006759047978448507,-5.603429747225164e-05,-0.00518798828125,-0.005919782222008507
39059456,-0.0007221273667710193,-9.023220945891808e-05,-0.0027008056640625,-0.003512790926379239
39190528,-0.00048396235979453195,-5.116344524935812e-05,-0.001800537109375,-0.0023354512222795165
39321600,-0.0007221652940643253,-4.54953118804724e-05,-0.005767822265625,-0.006535206577154895
39452672,-0.0006951761524760514,-9.341286926201064e-05,-0.0034027099609375,-0.004191171775801195
39583744,-0.0006902671161697072,-7.699570969066372e-05,-0.0033721923828125,-0.004139274005410698
39714816,-0.0005261066444290918,-2.8360468348864742e-05,-0.004119873046875,-0.004674238818097365
39845888,-0.0004925355740397208,-2.262067509661847e-05,-0.002593994140625,-0.003109048487203836
39976960,-0.0004336050528763735,-2.257245855474821e-05,-0.004547119140625,-0.005003224462370781
40108032,-0.0006340831564557448,-4.2479783701310225e-05,-0.00115966796875,-0.0018361261788868433
40239104,-0.0006895595238347596,-3.405345182727615e-05,-0.00225830078125,-0.0029816474093422585
40370176,-0.0005502347435140109,-3.187125729198215e-05,-0.0066070556640625,-0.007189026848436697
40501248,-0.0006419854983050755,-4.3463367404683595e-05,-0.0034332275390625,-0.004118545469282253
40632320,-0.0005546532338485122,-3.975277206791361e-05,-0.0048370361328125,-0.005431401010810077
40763392,-0.0003272956155342399,-2.0151282413394256e-05,-0.0022125244140625,-0.002559931872156085
40894464,-0.000688104972596193,-2.520456452259623e-05,-0.000732421875,-0.0014457271513492742
41025536,-0.0006628201863350114,-2.1096890790772704e-05,-0.004608154296875,-0.005292055737754708
41156608,-0.0007525016405907081,-2.645722604910361e-05,-0.001220703125,-0.0019994829935967573
41287680,-0.0007072495623106079,-1.746711495798081e-05,-0.001190185546875,-0.001914825106268836
41418752,-0.0008119198992062593,-5.731584779766763e-05,-0.0053253173828125,-0.006194436257374036
41549824,-0.0009271859507862246,-0.00013511972696278463,-0.0029449462890625,-0.004007121986433049
41680896,-0.0006638544186898798,-3.086147538056139e-05,-0.0041961669921875,-0.00489082967237664
41811968,-0.0006579230564511818,-0.00010200208264166122,-0.0026702880859375,-0.003430019917914251
41943040,-0.0007228749445857829,-0.00011949259911148147,-0.0009613037109375,-0.001803608336558682
42074112,-0.0007089896766956372,-1.8523724477859105e-05,-0.0038604736328125,-0.0045879321792199335
42205184,-0.0005080895106175376,-1.8239619613780178e-05,-0.0008087158203125,-0.0013349657069738896
42336256,-0.00043795290662274056,-1.9147526224116973e-05,-0.0027008056640625,-0.003157718108013796
42467328,-0.0005485936167133332,-2.4303360468991286e-05,-0.006683349609375,-0.007256161652094306
42598400,-0.0004996727438992821,-2.0207830601748356e-05,-0.0023956298828125,-0.0029155104607525573
42729472,-0.0005189878384044277,-1.4788774066687438e-05,-0.005584716796875,-0.0061184316180060705
42860544,-0.00047447830752389564,-1.6950350357092248e-05,-0.00390625,-0.0043975707810659515
42991616,-0.0005350889855435526,-1.3507425158820752e-05,-0.0017852783203125,-0.0023338082819464034
43122688,-0.0006055733263110596,-1.1954305200845283e-05,-0.00469970703125,-0.005317181212831201
43253760,-0.0004709648453626869,-1.5686823346072742e-05,-0.00091552734375,-0.001402131025088238
43384832,-0.0005585900721598591,-2.4774653695658344e-05,-0.00225830078125,-0.0028414749590410793
43515904,-0.0005916254160638346,-3.439629630008767e-05,-0.0065155029296875,-0.007141426555335784
43646976,-0.00042920391160805593,-2.0253981688256317e-05,-0.001373291015625,-0.0018227447333174496
43778048,-0.0006086547623453953,-1.8134426873928078e-05,-0.004669189453125,-0.005295968480368174
43909120,-0.0004699274738868553,-4.9845598539377534e-05,-0.0040435791015625,-0.004563297001368483
44040192,-0.0005560800125294918,-4.6813860208771985e-05,-0.0010528564453125,-0.0016556444643356372
44171264,-0.0005101908764117979,-1.8733974322060476e-05,-0.0055694580078125,-0.006098239293351071
44302336,-0.0006711033490773843,-0.0002340518498158417,-4.57763671875e-05,-0.0009509316269031842
44433408,-0.000780175516865711,-0.00020162475135521163,-0.0008392333984375,-0.0018210201860711095
44564480,-0.0006353764206323831,-2.955400547222098e-05,-0.0040435791015625,-0.004708448817837052
44695552,-0.000556123938622477,-7.3917151638625e-05,-0.0037994384765625,-0.0044293745254435635
44826624,-0.000611487313562975,-4.2909681880587414e-05,-0.0041961669921875,-0.0048505189456591324
44957696,-0.0006183087834870094,-0.00019632020389792615,-0.0027923583984375,-0.003606788045999565
45088768,-0.0007513223254136392,-0.0002528322364696578,-0.00177001953125,-0.002774121691345499
45219840,-0.0007068608711051638,-0.00012758818456859444,-0.00494384765625,-0.005778219136118423
45350912,-0.0007996929052751511,-0.00016827669179519944,-0.0008544921875,-0.00182239835044129
45481984,-0.0006993523420533165,-9.517124850333403e-05,-0.0020599365234375,-0.0028541064034470764
45613056,-0.0005762518021583674,-2.38543122890178e-05,-0.0056610107421875,-0.0062610566264993395
45744128,-0.0007038388303044485,-2.7253425216144933e-05,-0.00286865234375,-0.003599662271426496
45875200,-0.000755678593122866,-0.0001731583951709581,-0.005218505859375,-0.006147271764803008
46006272,-0.0006946883650016389,-0.00012532781917684588,-0.003326416015625,-0.004146293960275216
46137344,-0.0007306819534278475,-0.00014668628580238874,-0.000946044921875,-0.0018233056821372884
46268416,-0.0006265768711273267,-0.00015640503386293858,-0.0036468505859375,-0.004429815152889205
46399488,-0.0007041376934466825,-1.0333303322340726e-05,-0.0006866455078125,-0.001401072452608787
46530560,-0.0006516795342577097,-3.0629221157596476e-05,-0.00164794921875,-0.0023301449868995405
46661632,-0.0006660501217083947,-0.00017751182673464427,-0.005126953125,-0.005970403492938203
46792704,-0.0007733791208011098,-6.72734228430727e-05,-0.0022125244140625,-0.00305316461071925
46923776,-0.000709224526417529,-8.312637243079735e-05,-0.003326416015625,-0.004118731142170873
47054848,-0.0005932678836870764,-2.036418183593014e-05,-0.0024261474609375,-0.003039738458028296
47185920,-0.000569227852338372,-1.541691174367088e-05,-0.0022125244140625,-0.0027971335575784906
47316992,-0.0003977066287461639,-1.5392252514345728e-05,-0.0045623779296875,-0.004975467985786963
47448064,-0.0004894379078450584,-0.0001643823353560947,-0.0005340576171875,-0.001187787922390271
47579136,-0.0006113207814451016,-7.165724473878754e-05,-0.001678466796875,-0.0023611351189174457
47710208,-0.0004966683109159931,-1.6932839500327646e-05,-0.00408935546875,-0.004602939657843308
47841280,-0.0005651469753047422,-1.5091852340276546e-05,-0.002471923828125,-0.0030521313101417036
47972352,-0.0005950010256583482,-1.5569711145246856e-05,-0.004638671875,-0.005249201258720859
48103424,-0.0005480421318679873,-1.9683914963763982e-05,-0.003082275390625,-0.003649967017736344
48234496,-0.0005147203291926417,-1.8911383527608905e-05,-0.0018768310546875,-0.002410441977190203
48365568,-0.0005386657694543828,-2.5156386250557716e-05,-0.003387451171875,-0.003951264814077149
48496640,-0.0006987958950048778,-1.0426652455208796e-05,-0.0008392333984375,-0.0015483935871998256
48627712,-0.0006310348758233886,-1.4284386743668165e-05,-0.000701904296875,-0.0013471993397615734
48758784,-0.0006331065631002275,-1.6717970751756184e-05,-0.0065460205078125,-0.007195825658754984
48889856,-0.000599538588176074,-6.628831019384052e-05,-0.0012359619140625,-0.001901746611110866
49020928,-0.0004803744075161376,-4.574508662358312e-05,-0.0032806396484375,-0.003806733747751423
49152000,-0.0004951964942847553,-4.570656120961303e-05,-0.0009918212890625,-0.0015326992206610157
49283072,-0.0006559189801009779,-4.194596550632923e-05,-0.0006103515625,-0.0013081091806270706
49414144,-0.0005809298959320586,-2.707904734222666e-05,-0.004241943359375,-0.004849903229569463
49545216,-0.0008633954698780144,-5.766447611676995e-05,-0.0004425048828125,-0.0013633841372211464
49676288,-0.0006647124478149635,-4.621132346471768e-05,-0.0005035400390625,-0.0012143794265284669
49807360,-0.0007746531564407633,-9.33974088894729e-05,-0.003692626953125,-0.004560645964829746
49938432,-0.0006008769328218477,-2.071352647448066e-05,-0.0033416748046875,-0.003963257053783309
50069504,-0.0005256596514300327,-1.529231421670829e-05,-0.003936767578125,-0.004477719720625828
50200576,-0.0005563916047321982,-1.6295131885613046e-05,-0.0034637451171875,-0.004036413974517927
50331648,-0.0006170532997202827,-1.8122948674204054e-05,-0.0012664794921875,-0.0019016557562281378
50462720,-0.0008970069138740655,-0.0003407545079028296,-0.0034027099609375,-0.004640051502974529
50593792,-0.0006358551474932028,-2.0362268614348977e-05,-0.0012359619140625,-0.0018921096154826955
50724864,-0.000544770487522328,-1.8496712172577645e-05,-0.0003814697265625,-0.0009447369625377178
50855936,-0.0004548515335045522,-1.8598592625096444e-05,-0.0050506591796875,-0.005524109716361636
50987008,-0.0005493543053489702,-1.6209073095296844e-05,-0.001861572265625,-0.002427135519155854
51118080,-0.000551401265511231,-3.682315735176189e-05,-0.0047607421875,-0.005348953088741837
51249152,-0.0005909969549975358,-5.5529914661178736e-05,-0.001800537109375,-0.0024470335692967637
51380224,-0.00037212147071841173,-1.6110940222802128e-05,3.0517578125e-05,-0.00035770856561612163
51511296,-0.0003507743497266347,-1.7883266679064036e-05,-0.0042877197265625,-0.004656377237097331
51642368,-0.0006456685719058441,-1.3406192351794743e-05,-0.00115966796875,-0.0018187211630902311
51773440,-0.0006780335033909068,-1.2430500426319213e-05,-0.0008392333984375,-0.0015296760152523348
51904512,-0.0005996789896016708,-1.1938073257056203e-05,-0.0060272216796875,-0.00663879067428752
52035584,-0.00033922202578651195,-1.5312265524869417e-05,-0.0026702880859375,-0.0030248088305597776
52166656,-0.0003473645888334431,-1.5691136781015302e-05,-0.0044097900390625,-0.004772839509314508
52297728,-0.0003500051891478506,-1.4183629851061141e-05,-0.0030975341796875,-0.0034617229800915084
52428800,-0.0004736586770377471,-1.905300115367936e-05,-0.0003814697265625,-0.0008741813794586051
52559872,-0.0003819287353508116,-2.1399156366896932e-05,-0.003173828125,-0.0035771559705608524
52690944,-0.0002865516936481072,-1.7964994370345266e-05,-0.0005645751953125,-0.0008690919784157813
52822016,-0.0005083425476186676,-1.7713779861594503e-05,-0.0001373291015625,-0.0006633808256992779
52953088,-0.00045144942623664974,-2.0952161825960047e-05,-0.0032196044921875,-0.003691994621476624
53084160,-0.0005071118109754025,-8.097983467791892e-05,-0.0036468505859375,-0.004234933116094908
53215232,-0.0004142643547311309,-2.9104729314610722e-05,-0.003387451171875,-0.0038308163193505607
53346304,-0.00029118379609371914,-1.9950975868709975e-05,-0.0027313232421875,-0.0030424554164483197
53477376,-0.0002647762393053199,-3.063536347980289e-05,-0.00067138671875,-0.0009667983363215171
53608448,-0.000226951922400076,-1.687897715640929e-05,-0.003662109375,-0.0039059384631627836
53739520,-0.0005882968050627824,-0.00017565576729339227,-0.0006866455078125,-0.001450591486900521
53870592,-0.0006171868853925844,-2.4674722240547453e-05,-0.0001373291015625,-0.0007791375965098268
54001664,-0.00043630074537759356,-2.4163989273517927e-05,-0.003204345703125,-0.0036647887104663823
54132736,-0.0004076526374774403,-2.199112108769441e-05,-0.00140380859375,-0.0018334522715122148
54263808,-0.000604179629817736,-1.5980233229129226e-05,-0.0012054443359375,-0.001825604251735058
54394880,-0.0005769476615569147,-1.931247930997415e-05,-0.000762939453125,-0.0013591995848400984
54525952,-0.0006278670821302512,-2.5066622711733544e-05,0.0005950927734375,-5.7830534387903754e-05
54657024,-0.0007148512722778833,-3.08715250696423e-05,0.0007476806640625,1.964179318747483e-06
54788096,-0.0005944967715549865,-1.872661751178839e-05,0.0012054443359375,0.0005922209043092153
54919168,-0.0007289886939361168,-4.902591052768912e-05,0.0003509521484375,-0.0004270624449418392
55050240,-0.0005087627541797701,-4.769587759767546e-05,-0.003204345703125,-0.0037606549103657017
55181312,-0.0005121769684137689,-4.525114724174273e-05,-0.0038604736328125,-0.0044176295073157235
55312384,-0.0005612194909190293,-4.917214026534111e-05,-0.0002593994140625,-0.0008697536304680398
55443456,-0.0004248978452778829,-2.9156082923975646e-05,-0.0022735595703125,-0.002727590612948916
55574528,-0.00036609432891054894,-3.2583142278497235e-05,-0.00238037109375,-0.0027789949951966264
55705600,-0.0006527505463509442,-7.590212871377844e-05,-0.001800537109375,-0.0025291677256973344
55836672,-0.00034927732201595063,-1.6147056250304104e-05,-0.0002899169921875,-0.000655341413221322
55967744,-0.0005062598511358374,-2.0488475293234387e-05,0.00048828125,-3.846712115773698e-05
56098816,-0.0006175870894367108,-3.127619069687171e-05,-0.000640869140625,-0.0012897182950837305
56229888,-0.000760514738431084,-2.8791998573751698e-05,-0.000213623046875,-0.0010029236946138553
56360960,-0.0005499112946836249,-1.776535393105405e-05,-0.0041351318359375,-0.004702808600541175
56492032,-0.0007443349645654962,-3.990759367411556e-05,-0.00177001953125,-0.00255417227253929
56623104,-0.0006201839264576847,-4.779313330516288e-05,-0.00091552734375,-0.0015834393771001487
56754176,-0.00029737545071384375,-5.2917204044433674e-05,-0.001495361328125,-0.0018456364507528633
56885248,-0.0003738134510058444,-6.438941984754365e-05,-0.0012054443359375,-0.0016436052687822666
57016320,-0.0005922033719798492,-5.8747702809114344e-05,0.0003814697265625,-0.00026947716719405435
57147392,-0.0007587423669974669,-3.9019029571818464e-05,-0.0039215087890625,-0.004719263929473527
57278464,-0.0007572753834210744,-6.3201129250956e-05,-0.0006256103515625,-0.0014459757808253926
57409536,-0.0007812785929672827,-9.116341740877942e-05,-0.0029754638671875,-0.003847877243970288
57540608,-0.0005592493412223121,-5.3392756782955075e-05,-0.00445556640625,-0.005068208557077014
57671680,-0.0006310048070190533,-6.63252604056197e-05,-0.0009613037109375,-0.0016586337437729526
57802752,-0.0007579809430353635,-2.7946062580497255e-05,-0.0019683837890625,-0.002754310876753152
57933824,-0.0005902093278109533,-2.094116281625702e-05,0.0015106201171875,0.0008994696704576199
58064896,-0.0006410933892766479,-2.166638752498784e-05,0.0009918212890625,0.0003290614981779072
58195968,-0.0006285704284891835,-2.6229702498881124e-05,-0.0001068115234375,-0.0007616118664373062
58327040,-0.00043932486414632876,-0.0002272913396552667,-0.002197265625,-0.002863871824047237
58458112,-0.00042212184575873835,-3.7506283220523073e-05,-0.00439453125,-0.004854159441720185
58589184,-0.0006520169667965092,-5.810258242888722e-05,-4.57763671875e-05,-0.0007556572218163637
58720256,-0.000717384467861848,-2.541207351924868e-05,-0.0009918212890625,-0.0017346119989269937
58851328,-0.0007726562166681106,-5.361273207427075e-05,-0.0018157958984375,-0.0026420648214298126
58982400,-0.0008052128669078229,-1.0301623817099426e-05,-6.103515625e-05,-0.0008765496759224334
59113472,-0.0008399180269407225,-4.828491788799738e-05,-6.103515625e-05,-0.0009492380972915271
59244544,-0.0006626023459830321,-1.7180161407281958e-05,-0.00177001953125,-0.0024498020270584675
59375616,-0.0006764132463104033,-1.725592616708127e-05,-0.00115966796875,-0.0018533370703153196
59506688,-0.000594273899878317,-0.00011007105435112408,-0.0021514892578125,-0.002855796710264258
59637760,-0.0006930371459930029,-0.00012922154283501186,-0.0021514892578125,-0.002973741461573809
59768832,-0.0008519307439200929,-6.861203883801181e-05,-0.0001983642578125,-0.0011189070237378473
59899904,-0.0008435962795374508,-6.312902097249662e-05,-0.003265380859375,-0.004172105991983699
60030976,-0.0004923194835555478,-0.0002639447744741119,-0.000885009765625,-0.001641045019368903
60162048,-0.0003238753515688586,-0.0003667595487968356,-0.002471923828125,-0.003161849232583336
60293120,-0.0005870129289178294,-3.180795673074499e-05,-0.00225830078125,-0.002877118424521541
60424192,-0.000672280298658734,-2.015345140904401e-05,0.000579833984375,-0.00011259984648859245
60555264,-0.0005979194174869917,-9.17010507635041e-05,-0.0024871826171875,-0.003176775807787635
60686336,-0.0005533327257580822,-0.00011618908274613204,-0.002044677734375,-0.002714188494337577
60817408,-0.0006836678917352401,-3.791000010266998e-05,-0.0018463134765625,-0.002567891383478127
60948480,-0.0007691906821492012,-4.4676951674205156e-05,-0.0014190673828125,-0.002232934954463417
61079552,-0.0006852986166450137,-1.2215405249094147e-05,0.000885009765625,0.00018749578475762974
61210624,-0.0005807519146401319,-2.7238125547057734e-05,0.0004425048828125,-0.000165485135767085
61341696,-0.000512904678544146,-2.3691507301748516e-05,-0.0022125244140625,-0.0027491204316447693
61472768,-0.000614400595168263,-4.0377999134477705e-05,-0.002838134765625,-0.003492913409445464
61603840,-0.0007471174890270049,-9.345704864927029e-05,-0.0027923583984375,-0.0036329329509499075
61734912,-0.0006190796261762443,-2.208940434655915e-05,-0.0014495849609375,-0.0020907540238113143
61865984,-0.0005420783995759848,-1.8613031102177047e-05,-0.0009765625,-0.0015372539069176128
61997056,-0.0005699140292563243,-2.628527531811642e-05,-0.0020599365234375,-0.0026561357612990832
62128128,-0.0006816602781327674,-1.1567487327113213e-05,-9.1552734375e-05,-0.0007847804972698214
62259200,-0.0005424984985893389,-5.178978960884706e-05,0.001373291015625,0.0007790027698320046
62390272,-0.0004550883757019619,-2.556107535411911e-05,-0.002044677734375,-0.0025253271198835137
62521344,-0.0005202421632475307,-6.097001458726936e-05,-0.001129150390625,-0.001710362490712214
62652416,-0.0007603938179272518,-2.7212844564417082e-05,-0.001617431640625,-0.0024050384272413794
62783488,-0.0006881512244945043,-2.5117683435382787e-05,-0.0013885498046875,-0.0021018187339905126
62914560,-0.0006844225604254461,-6.367667093343243e-05,-0.0001220703125,-0.0008701696274329151
