collected_frames,pan/theta_star_front,pan/theta_star_rear,pan/argmax_bin_front,pan/argmax_bin_rear,pan/pivot_half_base_m,pan/min_hinge_reach_m,pan/flipper_delta_front
32374784,-0.30579585838131607,-0.0648794078733772,0.6360479551367462,13.610446713864803,0.2560008193831891,0.0010000000474974513,-1.6627871179953218
32505856,-0.37511591194197536,0.04988367186888354,0.6411752044223249,13.4227684289217,0.25600081984885037,0.0010000000474974513,-1.7835067119449377
32636928,-0.3223033393484851,-0.08344587807621186,0.6201469283054273,13.647130557696023,0.2560008189330498,0.001000000047594464,-1.8510077476075577
32768000,-0.3201961553422734,-0.09262252200278454,0.5920273084193468,13.64351049810648,0.2560008196160197,0.0010000000474974513,-1.841154740191996
32899072,-0.2801817446015775,-0.1206745816161856,0.6688409694470465,13.692282788455486,0.25600081984885037,0.0010000000474974513,-1.7334426250308752
33030144,-0.26984311430715024,-0.17298456653952599,0.5787813630886376,13.713254228234291,0.25600082031451166,0.0010000000474974513,-1.662452969700098
33161216,-0.24474386766087264,-0.16624901944305748,0.6313131838105619,13.672273218631744,0.2560008189175278,0.0010000000474974513,-1.4830917110666633
33292288,-0.21346376836299896,-0.1660459905397147,0.719731462188065,13.6731541082263,0.25600082031451166,0.0010000000474974513,-1.3882469730451703
33423360,-0.2408056965796277,-0.0739878367021447,0.7633241307921708,13.574327982962132,0.25600082078017294,0.0010000000474974513,-1.3371085152029991
33554432,-0.32478553941473365,-0.058088510879315436,0.6424790802411735,13.63985077291727,0.25600082287564874,0.0010000000474974513,-1.7014822214841843
33685504,-0.2152812568175917,-0.16964469430502505,0.675345025708278,13.664464244842529,0.25600081883370873,0.0010000000474974513,-1.5132304812725246
33816576,-0.21802541497163475,-0.17685317451832816,0.6528226255904883,13.669040150940418,0.2560008196160197,0.0010000000474974513,-1.51195794576779
33947648,-0.4217090675374493,0.21495265125486185,0.7416192698292434,13.032744243741035,0.25600081915035844,0.0010000000474974513,-1.8315083784982562
34078720,-0.4020066512748599,0.1590837252442725,0.743594414088875,13.152427293360233,0.2560008196160197,0.0010000000474974513,-1.570931420661509
34209792,-0.35596953122876585,0.01202868011478131,0.6750838351435959,13.488572306931019,0.25600082403980196,0.0010000000474974513,-1.7204848844558
34340864,-0.27452309627551585,-0.13896264546201564,0.6408257295843214,13.702139727771282,0.25600081984885037,0.0010000000474974513,-1.7238900056108832
34471936,-0.2013076615985483,-0.17685514106415212,0.6821484453976154,13.6752839833498,0.25600082078017294,0.0010000000474974513,-1.3366709984838963
34603008,-0.20222363085485995,-0.19341421930585057,0.6754251322709024,13.708788745105267,0.2560008214786649,0.0010000000474974513,-1.4237967375665903
34734080,-0.5163369443252062,0.21266507826425368,0.5171969602753719,13.047549607753753,0.25600082099437715,0.0010000000483705663,-1.955653908541426
34865152,-0.49653293821029365,0.1684818246285431,0.5096626034937799,13.102967508137226,0.25600082357414067,0.0010000000474974513,-1.9305148096755147
34996224,-0.4241977378260344,0.14496702881297097,0.5462355681229383,13.172949768602848,0.2560008205473423,0.0010000000474974513,-1.691151293925941
35127296,-0.23685136553831398,-0.1163141573779285,0.6647981144487858,13.543610133230686,0.25600082078017294,0.0010000000474974513,-1.353243731893599
35258368,-0.2993147720117122,-0.09915827465010807,0.6069312035106122,13.632636331021786,0.25600082240998745,0.0010000000474974513,-1.6499698366969824
35389440,-0.3307427349500358,-0.06786157985334285,0.5938102621585131,13.584693856537342,0.2560008189175278,0.0010000000474974513,-1.6859212312847376
35520512,-0.29333047359250486,-0.102537652826868,0.6500387657433748,13.617235481739044,0.2560008196160197,0.0010000000474974513,-1.6140803508460522
35651584,-0.274835993302986,-0.13717975449981168,0.5796388639137149,13.652400717139244,0.25600082124583423,0.0010000000474974513,-1.6164468014612794
35782656,0.022345670115996655,-0.32691260740937045,0.8469657919804254,13.657759053707123,0.2560008190820614,0.0010000000478855024,-0.5586017321247103
35913728,0.025449331536947284,-0.3297769179334864,0.841881946194917,13.654855191707611,0.25600082031451166,0.0010000000474974513,-0.5460269511677325
36044800,-0.13004929305316182,-0.23661621112842113,0.770225937012583,13.6824209690094,0.25600082124583423,0.0010000000474974513,-0.9956642757169902
36175872,-0.28021109849214554,-0.11679210129659623,0.6182711876463145,13.665110126137733,0.2560008221771568,0.0010000000474974513,-1.483843268826604
36306944,-0.21731563413050026,-0.14331268329988234,0.7061836374923587,13.6147795394063,0.25600081984885037,0.0010000000474974513,-1.2625193279236555
36438016,-0.26424672035500407,-0.01049100978707429,0.7854546764865518,13.283908933401108,0.2560008217114955,0.0010000000474974513,-1.3072534641250968
36569088,-0.40472867456264794,0.16478049580473453,0.6843614722602069,13.125298246741295,0.2560008177533746,0.0010000000474974513,-1.561300354078412
36700160,-0.4271036384161562,0.2055775235639885,0.7171992715448141,13.043452836573124,0.2560008217114955,0.0010000000474974513,-1.5560244815424085
36831232,-0.1307877916873743,-0.2954333212086931,0.6705875762055318,13.766124210357667,0.2560008200754722,0.0010000000483705663,-0.9995807624563653
36962304,-0.1303980092634447,-0.3017772982129827,0.6462495350278914,13.760827153921127,0.2560008217114955,0.0010000000474974513,-1.0223180972971022
37093376,-0.2878603101707995,-0.024472459071148478,0.723697564098984,13.343351237475872,0.256000820081681,0.0010000000474974513,-1.295378115028143
37224448,-0.24623132741544396,-0.070585304958513,0.7200566693209112,13.405290722846985,0.2560008214786649,0.0010000000474974513,-1.2558013093657792
37355520,-0.4228098087478429,0.19074448055471294,0.6965699647553265,13.045083083212376,0.25600081915035844,0.0010000000474974513,-1.7374360812827945
37486592,-0.45210200268775225,0.23766427935333923,0.704950759653002,12.982610903680325,0.25600082078017294,0.0010000000474974513,-1.7238128697499633
37617664,-0.39692528382875025,0.050421501084201736,0.6251147976145148,13.403509557247162,0.25600081915035844,0.0010000000474974513,-1.7336364043876529
37748736,-0.17792946135159582,-0.1314662634395063,0.7501957691274583,13.534711845219135,0.2560008179862052,0.0010000000474974513,-1.1821881579235196
37879808,-0.2850895671887944,-0.2501572785805911,0.4070160032063722,13.839291122754414,0.25600082000096636,0.0010000000482735534,-1.7423194148080074
38010880,-0.2959083409514278,-0.24521855724742636,0.37360101169906557,13.830155819654465,0.25600081915035844,0.001000000048406946,-1.7491525188088417
38141952,-0.01689924483798677,-0.353511655353941,0.8705573361366987,13.785030074417591,0.25600081915035844,0.0010000000474974513,-0.5855736402445473
38273024,-0.20200067191763083,-0.05634848318004515,0.9055274096317589,13.281249813735485,0.2560008205473423,0.0010000000474974513,-0.9796001713257283
38404096,-0.47684844280593097,0.2459134078817442,0.6968019469641149,12.953037671744823,0.25600081821903586,0.0010000000474974513,-1.694957023486495
38535168,-0.5243212471250445,0.263625604333356,0.6223764424212277,13.05518625676632,0.2560008179862052,0.0010000000474974513,-1.7958386866375804
38666240,-0.3796393391676247,0.08408102906469139,0.6842512493021786,13.29773934185505,0.2560008196160197,0.0010000000474974513,-1.5984831880778074
38797312,-0.30792563152499497,-0.0077094947828300064,0.7409310173243284,13.369661420583725,0.25600082124583423,0.0010000000474974513,-1.5467509562149644
38928384,-0.22295030336671817,-0.2541754090646282,0.620853685811162,13.814837838013966,0.25600082019964854,0.0010000000480795278,-1.5379723675653802
39059456,-0.21575971157290041,-0.2641234548063949,0.6111061191186309,13.811082817614079,0.2560008210130036,0.001000000048406946,-1.5292007648386061
39190528,-0.08330157422460616,-0.28455619025044143,0.836091123521328,13.761171445250511,0.25600082078017294,0.0010000000474974513,-0.8892506905831397
