attempt,collected_frames,gpu/mem_allocated_gb,gpu/mem_reserved_gb,gpu/mem_max_allocated_gb
7,32112640,3.822278144,3.980394496,6.781865984
7,32178176,3.8245248,3.980394496,6.781865984
7,32243712,3.821929984,3.999268864,6.781865984
7,32309248,3.824978944,3.976200192,6.781865984
7,32374784,3.825819136,3.980394496,6.782223872
7,32440320,3.825527296,3.978297344,6.782226944
7,32505856,3.825405952,3.957325824,6.782609408
8,32571392,3.560424448,3.69098752,5.379237376
8,32636928,3.559200256,3.714056192,6.780579328
8,32702464,3.559240192,3.714056192,6.780579328
8,32768000,3.558128128,3.758096384,6.780579328
8,32833536,3.5599488,3.737124864,6.780579328
8,32899072,3.557986304,3.714056192,6.780579328
8,32964608,3.557726208,3.714056192,6.780579328
8,33030144,3.557143552,3.714056192,6.780579328
8,33095680,3.558111744,3.758096384,6.780579328
8,33161216,3.559916032,3.737124864,6.780579328
8,33226752,3.560236544,3.693084672,6.780816896
8,33292288,3.558194688,3.735027712,6.780816896
8,33357824,3.560984576,3.693084672,6.781564928
8,33423360,3.560020992,3.693084672,6.781564928
8,33488896,3.559748096,3.714056192,6.781564928
8,33554432,3.55845888,3.695181824,6.781564928
8,33619968,3.56118272,3.735027712,6.781763072
8,33685504,3.559649792,3.714056192,6.781763072
8,33751040,3.559950848,3.695181824,6.781763072
8,33816576,3.56082944,3.695181824,6.781763072
8,33882112,3.561646592,3.716153344,6.782226944
8,33947648,3.55816704,3.718250496,6.782226944
8,34013184,3.560653824,3.716153344,6.782226944
8,34078720,3.56100608,3.695181824,6.782385152
9,34144256,3.823635968,3.95313152,5.378158592
9,34209792,3.823877632,3.976200192,6.780141056
9,34275328,3.8209664,3.978297344,6.780141056
9,34340864,3.82128384,3.978297344,6.780141056
9,34406400,3.82456576,3.999268864,6.780829184
9,34471936,3.821390848,3.978297344,6.780829184
9,34537472,3.823919616,3.997171712,6.780829184
9,34603008,3.825743872,3.999268864,6.782035968
9,34668544,3.823630336,3.978297344,6.782035968
9,34734080,3.82370304,3.978297344,6.782035968
9,34799616,3.821227008,3.978297344,6.782035968
9,34865152,3.825288704,3.978297344,6.782035968
9,34930688,3.823869952,3.978297344,6.782035968
9,34996224,3.821587968,3.999268864,6.782035968
9,35061760,3.821662208,3.997171712,6.782035968
9,35127296,3.82305024,3.978297344,6.782035968
9,35192832,3.823602176,3.999268864,6.782035968
9,35258368,3.82591232,3.999268864,6.782175744
9,35323904,3.822306304,3.955228672,6.782175744
9,35389440,3.82216448,3.957325824,6.782175744
9,35454976,3.825285632,3.978297344,6.782489088
9,35520512,3.82189824,3.980394496,6.782489088
9,35586048,3.822360576,3.959422976,6.782489088
9,35651584,3.821947904,4.001366016,6.782489088
9,35717120,3.825424896,4.020240384,6.782628352
9,35782656,3.825085952,3.957325824,6.782628352
