attempt,collected_frames,gpu/mem_allocated_gb,gpu/mem_reserved_gb,gpu/mem_max_allocated_gb
9,35848192,3.822168064,3.959422976,6.782628352
9,35913728,3.820956672,3.957325824,6.782628352
9,35979264,3.824380928,3.978297344,6.782628352
9,36044800,3.822618624,3.955228672,6.782628352
9,36110336,3.824998912,3.980394496,6.782628352
9,36175872,3.825163264,4.001366016,6.782628352
9,36241408,3.824565248,3.980394496,6.782628352
9,36306944,3.823399424,3.978297344,6.782628352
9,36372480,3.823159808,3.959422976,6.782628352
9,36438016,3.823532544,3.978297344,6.782628352
9,36503552,3.824970752,3.957325824,6.782835712
9,36569088,3.823220736,3.957325824,6.782835712
9,36634624,3.82230784,3.955228672,6.782835712
9,36700160,3.822402048,3.955228672,6.782835712
9,36765696,3.824643072,3.999268864,6.782835712
9,36831232,3.8228736,3.957325824,6.782835712
9,36896768,3.821804032,3.976200192,6.782835712
9,36962304,3.823778304,3.978297344,6.782835712
9,37027840,3.8235136,3.978297344,6.782835712
9,37093376,3.826233856,3.999268864,6.782835712
9,37158912,3.822938112,3.957325824,6.782835712
9,37224448,3.82189824,3.980394496,6.782835712
9,37289984,3.824332288,3.999268864,6.782835712
9,37355520,3.820963328,3.978297344,6.782835712
9,37421056,3.82437376,3.957325824,6.782835712
9,37486592,3.82212352,3.978297344,6.782835712
9,37552128,3.823451648,3.980394496,6.782835712
9,37617664,3.821027328,3.980394496,6.782835712
9,37683200,3.823192576,3.980394496,6.782835712
9,37748736,3.82216448,3.959422976,6.782835712
9,37814272,3.824569344,4.020240384,6.782835712
9,37879808,3.821857792,3.957325824,6.782835712
9,37945344,3.8232192,3.957325824,6.782835712
9,38010880,3.823247872,3.978297344,6.782835712
9,38076416,3.825777664,3.957325824,6.782835712
9,38141952,3.822489088,3.957325824,6.782835712
9,38207488,3.822190592,3.957325824,6.782835712
9,38273024,3.82247168,3.978297344,6.782835712
9,38338560,3.825608192,3.957325824,6.782835712
9,38404096,3.821364736,3.957325824,6.782835712
9,38469632,3.82437632,3.976200192,6.782835712
9,38535168,3.82327296,3.978297344,6.782835712
9,38600704,3.82544384,3.999268864,6.782835712
9,38666240,3.8235136,3.978297344,6.782835712
9,38731776,3.825686528,3.999268864,6.782889984
9,38797312,3.824441344,3.959422976,6.782889984
9,38862848,3.82482432,4.001366016,6.782889984
9,38928384,3.824370176,3.978297344,6.782889984
9,38993920,3.823788544,4.020240384,6.782889984
9,39059456,3.82422784,3.957325824,6.782889984
9,39124992,3.82467072,3.980394496,6.782889984
9,39190528,3.824861696,3.997171712,6.782889984
9,39256064,3.825614336,3.957325824,6.782889984
9,39321600,3.825194496,4.001366016,6.782889984
9,39387136,3.825283072,3.999268864,6.782889984
9,39452672,3.824894464,3.957325824,6.782889984
9,39518208,3.823545856,3.978297344,6.782889984
9,39583744,3.821394432,4.020240384,6.782889984
9,39649280,3.825027072,3.980394496,6.782889984
9,39714816,3.821929984,3.980394496,6.782889984
9,39780352,3.8219264,3.980394496,6.782889984
9,39845888,3.82098176,3.980394496,6.782889984
9,39911424,3.82556416,3.999268864,6.782889984
9,39976960,3.821896192,3.959422976,6.782889984
9,40042496,3.824518144,3.999268864,6.782889984
9,40108032,3.822806016,3.999268864,6.782889984
9,40173568,3.825121792,4.001366016,6.782889984
9,40239104,3.825400832,3.976200192,6.782889984
9,40304640,3.825485312,3.978297344,6.782889984
9,40370176,3.825161216,3.978297344,6.782889984
9,40435712,3.825389056,4.001366016,6.782889984
9,40501248,3.826197504,3.978297344,6.782889984
9,40566784,3.825941504,3.978297344,6.783781888
9,40632320,3.824645632,3.978297344,6.783781888
9,40697856,3.825931776,3.957325824,6.783781888
9,40763392,3.822897664,3.978297344,6.783781888
9,40828928,3.825562624,3.999268864,6.783781888
9,40894464,3.824620544,3.999268864,6.783781888
9,40960000,3.821402112,3.978297344,6.783781888
9,41025536,3.822306304,3.957325824,6.783781888
9,41091072,3.824114176,3.957325824,6.783781888
9,41156608,3.822045696,3.999268864,6.783781888
9,41222144,3.823859712,3.999268864,6.783781888
9,41287680,3.824709632,3.976200192,6.783781888
9,41353216,3.82507776,3.978297344,6.783781888
9,41418752,3.823364096,3.976200192,6.783781888
9,41484288,3.823721984,3.978297344,6.783781888
9,41549824,3.823593472,3.978297344,6.783781888
9,41615360,3.826525696,3.999268864,6.783781888
9,41680896,3.821015552,3.980394496,6.783781888
9,41746432,3.82482176,4.001366016,6.783781888
9,41811968,3.825287168,3.959422976,6.783781888
9,41877504,3.822557696,3.980394496,6.783781888
9,41943040,3.8246784,3.959422976,6.783781888
9,42008576,3.82418432,3.957325824,6.783781888
9,42074112,3.823899648,4.001366016,6.783781888
9,42139648,3.822481408,3.980394496,6.783781888
9,42205184,3.822366208,3.980394496,6.783781888
9,42270720,3.824429056,3.978297344,6.783781888
9,42336256,3.823477248,3.978297344,6.783781888
9,42401792,3.821896704,3.957325824,6.783781888
9,42467328,3.823622656,3.957325824,6.783781888
9,42532864,3.822317056,3.978297344,6.783781888
9,42598400,3.822329856,3.957325824,6.783781888
9,42663936,3.821986304,3.999268864,6.783781888
9,42729472,3.823974912,3.978297344,6.783781888
9,42795008,3.824769024,3.999268864,6.783781888
9,42860544,3.82414592,3.980394496,6.783781888
9,42926080,3.820956672,3.980394496,6.783781888
9,42991616,3.824365568,4.020240384,6.783781888
9,43057152,3.824658944,3.978297344,6.783781888
9,43122688,3.823954432,3.997171712,6.783781888
9,43188224,3.824856064,3.957325824,6.783781888
9,43253760,3.821976064,3.980394496,6.783781888
9,43319296,3.823755776,3.980394496,6.783781888
9,43384832,3.824697856,3.959422976,6.783781888
9,43450368,3.824623616,4.001366016,6.783781888
9,43515904,3.82350336,4.001366016,6.783781888
9,43581440,3.823659008,3.978297344,6.783781888
9,43646976,3.823465472,3.978297344,6.783781888
9,43712512,3.825043456,3.978297344,6.783781888
9,43778048,3.821402624,3.978297344,6.783781888
9,43843584,3.825328128,3.955228672,6.783781888
9,43909120,3.824710144,3.978297344,6.783781888
9,43974656,3.823526912,3.978297344,6.783781888
9,44040192,3.823652352,3.997171712,6.783781888
9,44105728,3.825117184,3.980394496,6.783781888
9,44171264,3.824690176,3.978297344,6.783781888
9,44236800,3.825342976,3.978297344,6.783781888
9,44302336,3.823407616,3.976200192,6.783781888
9,44367872,3.824956928,3.997171712,6.783781888
9,44433408,3.823381504,3.978297344,6.783781888
9,44498944,3.826515456,3.957325824,6.783781888
9,44564480,3.82125056,3.959422976,6.783781888
9,44630016,3.82441728,3.999268864,6.783781888
9,44695552,3.823837184,3.978297344,6.783781888
9,44761088,3.8215936,3.955228672,6.783781888
9,44826624,3.821921792,3.955228672,6.783781888
9,44892160,3.824407552,3.978297344,6.783781888
9,44957696,3.82508032,3.976200192,6.783781888
9,45023232,3.822766592,4.001366016,6.783781888
9,45088768,3.824637952,3.978297344,6.783781888
9,45154304,3.824843264,3.957325824,6.783781888
9,45219840,3.821426176,3.976200192,6.783781888
9,45285376,3.822653952,3.980394496,6.783781888
9,45350912,3.821226496,3.976200192,6.783781888
9,45416448,3.825345024,3.978297344,6.783781888
9,45481984,3.82435328,3.957325824,6.783781888
9,45547520,3.82403328,3.999268864,6.783781888
9,45613056,3.825199104,4.020240384,6.783781888
9,45678592,3.82439936,3.976200192,6.783781888
9,45744128,3.824404992,3.978297344,6.783781888
9,45809664,3.822864896,3.999268864,6.783781888
9,45875200,3.824118272,3.978297344,6.783781888
9,45940736,3.825448448,3.999268864,6.783781888
9,46006272,3.82486016,3.999268864,6.783781888
9,46071808,3.821896704,3.978297344,6.783781888
9,46137344,3.823681024,3.980394496,6.783781888
9,46202880,3.824074752,4.001366016,6.783781888
9,46268416,3.821477376,3.957325824,6.783781888
9,46333952,3.821019648,3.980394496,6.783781888
9,46399488,3.82104832,3.999268864,6.783781888
9,46465024,3.824463872,3.978297344,6.783781888
9,46530560,3.8232832,3.957325824,6.783781888
9,46596096,3.823019008,3.980394496,6.783781888
9,46661632,3.8230784,3.957325824,6.783781888
9,46727168,3.822594048,3.957325824,6.783781888
9,46792704,3.824437248,3.976200192,6.783781888
9,46858240,3.823105024,3.978297344,6.783781888
9,46923776,3.822916096,3.978297344,6.783781888
9,46989312,3.8259456,3.99507456,6.783781888
9,47054848,3.821453824,3.976200192,6.783781888
9,47120384,3.82494208,3.976200192,6.783781888
9,47185920,3.822323712,3.957325824,6.783781888
9,47251456,3.823886336,3.957325824,6.783781888
9,47316992,3.823926272,4.020240384,6.783781888
9,47382528,3.825800704,3.957325824,6.783781888
9,47448064,3.821226496,3.980394496,6.783781888
9,47513600,3.824293888,3.978297344,6.783781888
9,47579136,3.82236928,3.957325824,6.783781888
9,47644672,3.824078336,3.999268864,6.783781888
9,47710208,3.825410048,3.978297344,6.783781888
9,47775744,3.822477312,3.957325824,6.783781888
9,47841280,3.822188032,3.999268864,6.783781888
9,47906816,3.824515072,3.959422976,6.783781888
9,47972352,3.822281216,3.957325824,6.783781888
9,48037888,3.824449024,3.957325824,6.783781888
9,48103424,3.823194112,3.957325824,6.783781888
9,48168960,3.82098944,3.978297344,6.783781888
9,48234496,3.82479104,3.978297344,6.783781888
9,48300032,3.824800768,4.001366016,6.783781888
9,48365568,3.821894144,3.976200192,6.783781888
9,48431104,3.820958208,3.976200192,6.783781888
9,48496640,3.820965376,3.957325824,6.783781888
9,48562176,3.824588288,3.957325824,6.783781888
9,48627712,3.822317568,3.959422976,6.783781888
9,48693248,3.821956096,3.978297344,6.783781888
