attempt,collected_frames,action/v_mean,action/w_mean,action/front_left_mean,action/front_right_mean,action/rear_left_mean,action/rear_right_mean
0,4718592,0.206320121884346,8.73651442816481e-05,0.020696036517620087,0.03126982972025871,0.04326729476451874,0.029965603724122047
0,4784128,0.2226000428199768,5.977170803816989e-05,0.03371036425232887,0.03712601214647293,0.0513637438416481,0.0462525449693203
0,4849664,0.23220926523208618,-8.895389328245074e-05,0.0227382630109787,0.02514844760298729,0.019803393632173538,0.03258023411035538
0,4915200,0.19009195268154144,4.834861829294823e-05,0.041364870965480804,0.03491705283522606,0.04654204100370407,0.038394514471292496
0,4980736,0.22648732364177704,0.00012012677325401455,0.03160477429628372,0.044305816292762756,0.03218833729624748,0.02761828899383545
0,5046272,0.2259332537651062,-2.501840026525315e-05,0.036909498274326324,0.02956487610936165,0.024941522628068924,0.014630802907049656
0,5111808,0.19119226932525635,2.19299690797925e-05,0.029235094785690308,0.03588472679257393,0.024930287152528763,0.049762994050979614
0,5177344,0.2223416268825531,4.3525640649022534e-05,0.03727973997592926,0.023841192945837975,0.05452412739396095,0.04352111369371414
0,5242880,0.1672954559326172,0.0001593618799233809,0.0314280167222023,0.03725745901465416,0.02885812148451805,0.037374481558799744
0,5308416,0.1951391100883484,0.00014121975982561707,0.05389655381441116,0.027045682072639465,0.04566817730665207,0.04724331945180893
0,5373952,0.21723419427871704,5.871544999536127e-06,0.04995843768119812,0.041899874806404114,0.05843214690685272,0.04306648671627045
0,5439488,0.20892176032066345,3.053003820241429e-05,0.03012014925479889,0.03661113977432251,0.03410448133945465,0.014619769528508186
0,5505024,0.23039716482162476,-5.967585457256064e-05,0.030531184747815132,0.052697405219078064,0.05736874043941498,0.05079071223735809
0,5570560,0.1800968050956726,0.00011407199781388044,0.025763552635908127,0.04050993546843529,0.0314481258392334,0.0413580983877182
0,5636096,0.19272884726524353,0.00017185884644277394,0.058904051780700684,0.045782651752233505,0.03955738618969917,0.03119632974267006
0,5701632,0.1940888613462448,4.5615270209964365e-05,0.03155669569969177,0.018778031691908836,0.05254928767681122,0.04325367137789726
0,5767168,0.20538267493247986,-5.1949406042695045e-05,0.028117969632148743,0.036838099360466,0.034628067165613174,0.03813554346561432
1,5832704,0.28253844380378723,1.4075794751988724e-05,0.045987922698259354,0.05811084806919098,0.05941426753997803,0.0454399511218071
1,5898240,0.21521994471549988,3.242221282562241e-05,0.031121542677283287,0.050492484122514725,0.022663455456495285,0.0508795827627182
1,5963776,0.2055724859237671,-3.900292722391896e-05,0.036211635917425156,0.01692950911819935,0.030307045206427574,0.044747889041900635
1,6029312,0.23542234301567078,-0.0001610272447578609,0.03609352931380272,0.04883144050836563,0.05850681662559509,0.047425996512174606
1,6094848,0.19052913784980774,-9.927471182891168e-06,0.06152394413948059,0.04282548278570175,0.0439167357981205,0.03622772544622421
1,6160384,0.23029246926307678,6.474976544268429e-06,0.0482063852250576,0.022770531475543976,0.05641637742519379,0.02732793800532818
1,6225920,0.181631937623024,3.738049417734146e-05,0.030084852129220963,0.035389479249715805,0.03950248658657074,0.05395115166902542
1,6291456,0.20298776030540466,-0.00010021474736277014,0.02932071126997471,0.03520335257053375,0.06908750534057617,0.057831525802612305
1,6356992,0.2300490289926529,2.4085464247036725e-05,0.05996648967266083,0.03231064975261688,0.05964652821421623,0.02641785517334938
1,6422528,0.2533222436904907,-3.8740217860322446e-05,0.04678792506456375,0.048044782131910324,0.04605778306722641,0.03542625531554222
1,6488064,0.18944692611694336,-6.724342529196292e-05,0.034066230058670044,0.061668165028095245,0.03911295533180237,0.059217020869255066
