attempt,collected_frames,state/lin_velocity,state/lin_velocity_max,state/lin_velocity_min,state/ang_velocity,state/ang_velocity_max,state/ang_velocity_min,state/roll,state/roll_max,state/roll_min,state/pitch,state/pitch_max,state/pitch_min,state/success_lin_velocity,state/lin_vel_mean,state/lin_vel_max,state/lin_vel_min,state/ang_vel_mean,state/ang_vel_max,state/ang_vel_min,state/roll_rate_mean,state/pitch_rate_mean,state/yaw_rate_mean,state/yaw_rate_max,state/vel_fwd_mean,state/vel_lat_abs_mean,state/v_toward_mean,state/approach_frac,state/heading_err_deg_mean,state/heading_err_deg_max,state/assist_w_mean,state/roll_deg_mean,state/roll_deg_max,state/roll_deg_min,state/pitch_deg_mean,state/pitch_deg_max,state/pitch_deg_min,state/dist_to_goal,state/clearance_mean,state/clearance_min,state/clearance_max,state/pct_healthy,state/heading_err_deg,state/heading_err_deg_min,state/yaw_rate,state/yaw_rate_min
0,65536,0.3335913254413754,0.8998583231586963,0.011175666191775235,0.24661463126540184,2.215588621329516,0.009804460190025566,0.0707056443966394,0.4423623652282913,-0.40626718214753055,0.04124870433064132,0.3793973948122584,-0.4197039391292492,0.0,0.334049376193434,1.0558817752171308,0.011175666191775235,0.24727406806778163,2.3154810038395226,0.009804460190025566,0.16059630663949065,0.1429618688125629,0.04529542678210419,0.6029598518507555,-0.0035021391086047515,0.037858805488212965,-0.003081481615481607,-0.00637566594650707,1.5036553141544573,25.007415273808874,0.0,5.7609129718039185,30.68053148611216,0.00018958187890838474,4.113969403260853,33.969253265531734,0.0003579253780863212,6.789794400334358,0.049766395938604546,-0.017792028840631247,0.6744517968036234,1.0,,,,
0,131072,0.27785326493903995,0.8164053251966834,0.010144094072529697,0.23550709837581962,2.0347245074808598,0.009978565045457799,0.10354408872080967,0.5113116062711924,-0.49548255698755383,0.056733779929345474,0.48294811556115746,-0.4346506374422461,0.0,0.2781400359235704,0.92204411001876,0.010144094072529697,0.23586288338992745,2.106432198546827,0.009978565045457799,0.1492259344086051,0.13864511880092323,0.052672463934868574,0.677604477154091,0.02410383155620366,0.03583676709968131,0.02431641649309313,0.050636955555091845,4.314978031441569,64.1818135380745,0.0,9.769078575074673,32.94903430342674,0.00022621012913504046,5.554175015538931,37.0164538025856,0.0003521179399577079,6.5536593943834305,0.07171280024340376,-0.03090549260377884,0.6234636339358985,1.0,,,,
0,196608,0.3177949588280171,0.7357908510603011,0.009247865020370227,0.19830473914043978,1.6030599032528698,0.008150812510393735,0.023361769527014076,0.41161069308873266,-0.35482477296318393,0.018888094779413223,0.3860947487410158,-0.2802850008010864,0.0,0.31782497256062925,0.748392574954778,0.009247865020370227,0.19834940397413447,1.6190597503446043,0.008150812510393735,0.12214428003062494,0.12068103605997749,0.03326645265042316,0.5012094608973712,0.04740157860942418,0.0266736937337555,0.047332139751233626,0.10064040796169138,2.4533709944225848,38.49640529602766,0.0,3.501657674612943,25.71584666520357,0.00011249188486434081,3.20387025247328,23.373186126351357,0.00025856935619028576,6.45576286688447,0.03136706383793353,-0.014845833415165544,0.20634567341767251,1.0,,,,
0,262144,0.3085550197865814,0.7773779979906976,0.010595049259791267,0.22149048768915236,1.6829111333936453,0.009656455182266654,-0.02710964770085411,0.45480036549270153,-0.5037043353077024,0.02328129059605999,0.5321152487304062,-0.3352110907435417,0.0,0.30862765619531274,0.8085546176880598,0.010595049259791267,0.22159347590059042,1.7136629093438387,0.009656455182266654,0.13891743560088798,0.13335809274576604,0.0342449760355521,0.6146954387659207,0.01704258630888944,0.03188749114633538,0.017130168438598048,0.039113526895562245,1.7815793324261904,53.450890243053436,0.0,3.451993149705231,30.075744152069092,0.00011954369702671386,4.597749792039394,32.12731021642685,0.0003978251618157458,6.2477293610572815,0.04038892539392691,-0.01426906487904489,0.2915655695833266,1.0,,,,
0,327680,0.30120350315701216,0.7251712810248137,0.008446831355286122,0.21310856251511723,1.640175682026893,0.009155107924016193,-0.024825284387816282,0.5008639548905194,-0.4847932904958725,0.014945086819352582,0.5506089604459703,-0.3151692901737988,0.0,0.30121593771036714,0.7285583862103522,0.008446831355286122,0.21312288637273014,1.640175682026893,0.009155107924016193,0.12941422971198335,0.13187411974649876,0.03380411786201876,0.5280311706010252,0.07934336652397178,0.028874570845800918,0.0791793383541517,0.17963665406568907,2.4578239319380373,103.45308858156204,0.0,3.5603316732449457,28.92258892953396,0.00014178140648435367,4.604686698876321,32.269922986626625,0.00034702689933041597,6.034358870238066,0.03971814778196858,-0.029789967695251107,0.2625265691895038,1.0,,,,
0,393216,0.31117398594506085,0.7352955574169755,0.007925781871563231,0.21317124855704606,1.6184294475242496,0.008444768154731719,-0.0020606970219887444,0.4667204166762531,-0.47165530477650464,-0.0021398881085588073,0.3964049954665825,-0.3732050120597705,0.0,0.31117398594506085,0.7352955574169755,0.007925781871563231,0.21317124855704606,1.6184294475242496,0.008444768154731719,0.12923887540819123,0.13276865851366892,0.029033838203758933,0.5099211336346343,0.0711078591120895,0.027918043822865002,0.07096513151191175,0.15840738586848602,1.5088317249901593,50.39732772111893,0.0,1.5280090468004346,28.027701631188393,0.00012951066412369983,3.503408821299672,25.002645671367645,0.00027456301995398835,5.855496805161238,0.025727214699145406,-0.025082544423639774,0.19768664031289518,1.0,,,,
0,458752,0.2774540020618588,0.7974023474380374,0.006307186553385691,0.22272605856414884,1.7310627307742834,0.009049922821759537,-0.002904572932948213,0.5240255787502974,-0.5091890138573945,0.011633536474619177,0.6513124716002494,-0.4533240108285099,0.0,0.2774540020618588,0.7974023474380374,0.006307186553385691,0.22272605856414884,1.7310627307742834,0.009049922821759537,0.12979659927077591,0.14203317451756448,0.03492716343316715,0.606663013342768,0.04506792341271648,0.02764694635698106,0.04462205530580832,0.10703290420497069,2.9847073275595903,47.87292864918709,0.0,2.773021526634693,31.078909695148468,0.0001303260355021152,5.202110763639212,37.34976479411125,0.0003103602472158684,5.177540346980095,0.03780520553118549,-0.06318094418384135,0.2712132487213239,1.0,,,,
0,524288,0.32695256685838103,0.7617666800506413,0.009209970222400443,0.22284615371609107,1.728272461798042,0.008579281598940725,0.010991770599048323,0.4801737954840064,-0.35944887599907815,0.009579469970049104,0.4152304797898978,-0.2975954628782347,0.0,0.3269861666485667,0.7756044706329703,0.009209970222400443,0.2229125392041169,1.750098288524896,0.008579281598940725,0.14008930200361647,0.13474906209739856,0.03027279654634185,0.5406561980489641,0.10436579401721247,0.029932683435617946,0.10433148694573902,0.22045080794487149,1.2035031579434872,35.29184674471617,0.0,1.896091505419463,28.520474329590797,0.00012818348491050457,3.075374480104074,24.56613239645958,0.00022194659632823743,5.964339144527912,0.025983984972299368,-0.02720403508283198,0.23481969349086285,1.0,,,,
0,589824,0.08777007533858219,0.4026133048534393,0.014833951352120494,0.05596869156385462,0.6795939982682466,0.0034474262090710304,0.0020280257147400485,0.08996127519038662,-0.012553695789344298,-0.01626395775105531,0.30173480724100954,-0.2972776914028024,0.0,0.2660900225164369,0.7570369937457144,0.005971328725991043,0.22132796177174896,1.6508412398397923,0.008866822943673469,0.12628785334527493,0.14254516863729805,0.03563691258023027,0.6640578000806272,0.05083591826405609,0.026285862564691342,0.050682902554399334,0.13482892641150102,2.641405305825174,55.76456639170647,0.0,2.738298773765564,29.536755308508873,0.00011829623126402566,4.68397131562233,36.003847256302834,0.00031451525600534325,5.0879941657185555,0.03398956710589118,-0.06727058440446854,0.24314024532213807,1.0,,,,
0,655360,0.32768745976500213,0.7399225682020187,0.008288430219181464,0.18202653480693698,1.479792029131204,0.008122792744870821,0.0021456531631827147,0.3255769376855824,-0.3277026244168155,0.006644577531858431,0.34441937666906597,-0.25474483001744375,0.0,0.12995335172124944,0.4619204280795632,0.013683090493581762,0.07813270795824272,0.8202881575408545,0.00426946867690396,0.047509932184366735,0.046090748315871496,0.014743128604675224,0.27942199047122684,0.08702374570286618,0.008058911948055438,0.08701709457826647,0.7129445622296451,0.28294068478702844,4.278660501087351,0.0,0.2759673054173978,7.826735752087168,4.754065927902796e-05,2.612332888610871,19.24572624434758,9.332099203583191e-05,5.18823732648577,0.009453157673156206,-0.043665903159877756,0.15283382294065023,1.0,,,,
