collected_frames,var_decomp/shaping,var_decomp/joint_ang_from_flat_penalty,var_decomp/joint_angle_var_penalty,var_decomp/roll_penalty,var_decomp/roll_rate_penalty,var_decomp/pitch_penalty,var_decomp/pitch_rate_penalty,var_decomp/shock_penalty,var_decomp/clearance,var_decomp/action_bonus,var_decomp/flipper_action_bonus,var_decomp/terminal_bonus
524288,1.5911608934402466,0.0048543913289904594,-0.002021575113758445,-0.0028496882878243923,-0.04110140725970268,0.006891025695949793,0.020603695884346962,0.00048163472092710435,0.0012449003988876939,2.966841697692871,0.005595161113888025,0.07047867029905319
1048576,1.8942806720733643,0.011502864770591259,0.003247444285079837,-0.0010334186954423785,-0.005371253937482834,0.048156771808862686,0.02199474908411503,-0.002903953893110156,0.0013994387118145823,1.2806366682052612,0.012201684527099133,-0.0006400432903319597
1572864,2.329914093017578,0.013583052903413773,0.009570074267685413,0.006524401251226664,0.08185397833585739,0.10716134309768677,0.028718987479805946,-0.0022757560946047306,0.004605473484843969,1.3285235166549683,-0.01143671851605177,-0.003942645620554686
2097152,2.3620765209198,0.00503041734918952,0.0009401206043548882,0.010293569415807724,0.0651366263628006,0.0930284634232521,0.028575997799634933,-0.0015256146434694529,0.004370345734059811,1.5216039419174194,-0.005491224117577076,-0.00015503841859754175
2621440,2.307006359100342,0.007859314791858196,0.001373437000438571,0.010690596885979176,0.06132381036877632,0.0940793976187706,0.02259591408073902,-0.001235242118127644,0.0053755599074065685,1.6116012334823608,0.0007640135008841753,-0.0036419034004211426
3145728,2.300164222717285,0.007001962512731552,0.0007327095954678953,0.01712757907807827,0.06042122468352318,0.0886366218328476,0.018661418929696083,-0.0015501694288104773,0.004658113233745098,1.6434144973754883,0.005413135048002005,-0.026204349473118782
3670016,2.2302134037017822,0.0032175963278859854,-0.0015813140198588371,0.023183584213256836,0.044476643204689026,0.09085201472043991,0.008828538469970226,-0.0012012209044769406,0.004644048400223255,1.713720440864563,-0.0031880384776741266,-0.052239760756492615
4194304,2.1571428775787354,0.004935313481837511,0.0005071824416518211,0.017981471493840218,0.047727327793836594,0.08435048907995224,0.011894677765667439,-0.0010987975401803851,0.004623020999133587,1.707714319229126,-0.00016370892990380526,-0.07049503922462463
4718592,2.3310837745666504,0.0034956096205860376,-0.0013684791047126055,0.031714532524347305,0.04982594773173332,0.1047544851899147,0.011627004481852055,-0.0011965493904426694,0.006031819153577089,1.822767734527588,0.002905408153310418,-0.13558416068553925
5242880,2.1795544624328613,0.007820306345820427,0.0060303970240056515,0.02011932246387005,0.04443163797259331,0.06968914717435837,0.006593701429665089,-0.0010623468551784754,0.0032828610856086016,1.951702356338501,0.02767479605972767,-0.11437258869409561
