collected_frames,clearance/height,clearance/height_max,clearance/height_min
524288,0.02612790971454615,0.8008052688091993,-0.028691107174381614
1048576,0.025959709634207684,0.40354820652282797,-0.033170279406476766
1572864,0.02879551375099254,0.2464538194180932,-0.05314529192401096
2097152,0.03235893043438409,0.23677422426408157,-0.06428919092286378
2621440,0.03447636842793145,0.24143855954753235,-0.0657430071150884
3145728,0.037859730358832167,0.25644621934043244,-0.07416067802114412
3670016,0.0410591035069956,0.28598892473382875,-0.07770276867086068
4194304,0.04076916080157389,0.2780985909339506,-0.07827201881445944
4718592,0.03226418354516985,0.2339838087807099,-0.072980238844951
5242880,0.04297950235923054,0.2925079498090781,-0.07697394752176479
5767168,0.04575047585967695,0.31239350856048986,-0.07876736868638545
6291456,0.04546638359170174,0.29926482928567566,-0.0836894860258326
6815744,0.04685008994420059,0.3204602387850173,-0.08020032854983583
7340032,0.04754604011395713,0.33614297007443383,-0.08064766431925818
7864320,0.04796274024556624,0.3093515003565699,-0.0791959633352235
8388608,0.04917710373410955,0.33550018270034343,-0.07686823996482417
8912896,0.027192753626247092,0.25042477893332643,-0.07758421341578166
9437184,0.047119433136685984,0.3278205618262291,-0.07853234704816714
9961472,0.04976162161619868,0.3586397322360426,-0.08241285139229149
10485760,0.048730473485193215,0.35019288095645607,-0.08378716133302078
11010048,0.04953225589270005,0.36075066728517413,-0.07737160398392007
11534336,0.04921705071319593,0.3146497778361663,-0.07948418846353889
12058624,0.04849234570428962,0.33724039990920573,-0.07934315939201042
12582912,0.04851997341756942,0.3294050701952074,-0.07915755588328466
13107200,0.026591827933176923,0.23988517574965953,-0.07960807241499424
13631488,0.045837348014174495,0.3207716258766595,-0.07802473561605439
14155776,0.0482177059238893,0.3521996011841111,-0.07885555026587099
14680064,0.04830302021582611,0.3173110760981217,-0.07786480349022895
15204352,0.04866035816667136,0.3405981190444436,-0.07579746068222448
15728640,0.04898404444247717,0.3375421197270043,-0.07768069201847538
16252928,0.04689836570469197,0.3132395675056614,-0.0803437891881913
16777216,0.04784347229724517,0.34735723811900243,-0.07964605838060379
17301504,0.028805869757779875,0.2481221844504277,-0.07823046306769053
17825792,0.046785024689597776,0.3132722839945927,-0.08274421654641628
