collected_frames,train/mean_reward,train/mean_state_value,train/value_minus_reward,train/mean_advantage_GAE,train/mean_action_sample_log_prob,train/mean_critic_loss,train/mean_objective_loss,train/mean_entropy_loss,train/mean_entropy,train/mean_kl_approx,train/mean_clip_fraction,train/final_clip_fraction,train/final_kl_approx,train/mean_advantage,train/std_advantage,train/total_grad_norm,train/policy_operator_lr,train/value_operator_lr,train/step_penalty,train/action_bonus_coef,train/epochs_run,train/updates_run,train/updates_possible,train/stopped_on_kl
14155776,-0.002986535429954529,-6.876141548156738,-6.873155012726784,0.3201523721218109,-61.119667053222656,4.975221186876297,-0.005289433976940927,-0.04606739804148674,60.98051607608795,0.015834416990401223,0.20924758911132812,0.233154296875,0.019800959154963493,0.3201523721218109,8.114143371582031,2.3805952072143555,0.0004835439636137626,0.0016336396057163437,-0.07096174801755573,16.29043388277351,2,64,64,0.0
14680064,0.005934863816946745,-7.465222358703613,-7.47115722252056,0.7245049476623535,-61.0653076171875,5.0210810750722885,-0.0046877913337084465,-0.046036019921302795,60.93498605489731,0.017571893069543876,0.23128890991210938,0.23291015625,0.01964612863957882,0.7245049476623535,8.315522193908691,2.883357048034668,0.000482825473326075,0.0016312122065993803,-0.07138666866436744,16.29043388277351,2,64,64,0.0
15204352,0.007411507423967123,-7.564957618713379,-7.572369126137346,0.552486777305603,-60.98490905761719,5.061881683766842,-0.004380781596410088,-0.04583975672721863,60.881379425525665,0.01787565065023955,0.246612548828125,0.27587890625,0.015333925373852253,0.552486777305603,8.521869659423828,3.6730823516845703,0.0004821069830383874,0.001628784807482417,-0.07181158931117915,16.29043388277351,2,64,64,0.0
15728640,0.011516610160470009,-6.896010398864746,-6.907527009025216,0.2328989952802658,-60.89448547363281,5.205072619020939,-0.0027791714273917023,-0.04574671760201454,60.741560220718384,0.018574100162368268,0.24662399291992188,0.26025390625,0.019455352798104286,0.2328989952802658,8.829497337341309,3.5372419357299805,0.0004813884927506998,0.0016263574083654536,-0.07223650995799086,16.29043388277351,2,64,64,0.0
16252928,0.015231291763484478,-5.99884033203125,-6.0140716237947345,-0.1769755482673645,-60.7376594543457,5.2494538351893425,-0.0050270317115064245,-0.04568471014499664,60.612819135189056,0.01780418933776673,0.23767852783203125,0.27392578125,0.02258957363665104,-0.1769755482673645,8.823113441467285,6.497727394104004,0.0004806700024630122,0.0016239300092484902,-0.07266143060480258,16.29043388277351,2,64,64,0.0
16777216,0.018291860818862915,-5.13985538482666,-5.158147245645523,-0.3185370862483978,-60.601192474365234,5.153418719768524,-0.003076149991102284,-0.045701198279857635,60.49344861507416,0.021832325219293125,0.27449798583984375,0.238525390625,0.016057897359132767,-0.3185370862483978,8.73228645324707,9.958806991577148,0.0004799515121753246,0.0016215026101315268,-0.07308635125161429,16.29043388277351,2,64,64,0.0
17301504,0.0117952860891819,-4.119045257568359,-4.130840543657541,-0.7654993534088135,-60.5054931640625,4.969324544072151,-0.0032080822875286685,-0.045403629541397095,60.39807093143463,0.021981079757097177,0.27205657958984375,0.3271484375,0.02295832335948944,-0.7654993534088135,8.385929107666016,4.454326629638672,0.000479233021887637,0.0016190752110145634,-0.073511271898426,16.29043388277351,2,64,64,0.0
17825792,-0.08018948882818222,-5.772834300994873,-5.692644812166691,-1.082520604133606,-60.39347839355469,5.283461108803749,-0.004392358197947033,-0.04542997106909752,60.27736049890518,0.018733840974164195,0.239959716796875,0.246826171875,0.01723567210137844,-1.082520604133606,8.856771469116211,4.0429887771606445,0.0004785145315999494,0.0016166478118976,-0.0739361925452377,16.29043388277351,2,64,64,0.0
18350080,0.003997975029051304,-5.578769683837891,-5.582767658866942,-0.06464249640703201,-60.17359161376953,4.995323963463306,-0.005432468529761536,-0.04535910487174988,60.06758260726929,0.019824507340672426,0.2535820007324219,0.2548828125,0.01922987401485443,-0.06464249640703201,8.463186264038086,4.56801176071167,0.0004777960413122618,0.0016142204127806367,-0.07436111319204941,16.29043388277351,2,64,64,0.0
18874368,0.0027979493606835604,-5.950736045837402,-5.953533995198086,0.06996037065982819,-60.094390869140625,4.9711515456438065,-0.0016160465020220727,-0.04525109380483627,59.96337205171585,0.026132070299354382,0.3102378845214844,0.28173828125,0.02644062414765358,0.06996037065982819,8.4813232421875,8.645233154296875,0.0004770775510245742,0.0016117930136636733,-0.07478603383886112,16.29043388277351,2,64,64,0.0
19398656,0.006097558420151472,-7.009642601013184,-7.015740159433335,0.8391551971435547,-60.00547409057617,5.13970310986042,-0.004353951891971519,-0.04519788548350334,59.913473427295685,0.020503051768173464,0.2606163024902344,0.23583984375,0.01937451958656311,0.8391551971435547,8.820064544677734,3.7224886417388916,0.0004763590607368866,0.00160936561454671,-0.07521095448567283,16.29043388277351,2,64,64,0.0
19922944,0.008869588375091553,-5.72196626663208,-5.730835855007172,0.09378188848495483,-59.92223358154297,5.0403690710663795,-0.005638844646455254,-0.0451444610953331,59.81123584508896,0.020042027172166854,0.2533607482910156,0.270263671875,0.018885012716054916,0.09378188848495483,8.52968692779541,6.592813014984131,0.000475640570449199,0.0016069382154297466,-0.07563587513248454,16.29043388277351,2,64,64,0.0
20447232,0.010357948020100594,-4.3721489906311035,-4.382506938651204,-0.3407304286956787,-59.84242630004883,4.988865785300732,-0.0029701423554797657,-0.04502272605895996,59.73298192024231,0.02563935669604689,0.3005485534667969,0.32080078125,0.032139308750629425,-0.3407304286956787,8.710780143737793,4.025992393493652,0.00047492208016151134,0.0016045108163127832,-0.07606079577929625,16.29043388277351,2,64,64,0.0
20971520,0.007298300042748451,-4.393280029296875,-4.4005783293396235,-0.6781826019287109,-59.7506217956543,4.993526168167591,-0.002079015874187462,-0.04484257474541664,59.65128821134567,0.026128671059268527,0.3109703063964844,0.411865234375,0.033140622079372406,-0.6781826019287109,8.52316951751709,10.327789306640625,0.00047420358987382375,0.0016020834171958198,-0.07648571642610796,16.29043388277351,2,64,64,0.0
21495808,0.025950033217668533,-3.8176631927490234,-3.843613225966692,-0.5391767621040344,-59.46755599975586,4.916064836084843,-0.004256132997397799,-0.04462689906358719,59.37178456783295,0.021873668796615675,0.27629852294921875,0.32373046875,0.025722593069076538,-0.5391767621040344,8.502157211303711,6.120994567871094,0.00047348509958613616,0.0015996560180788564,-0.07691063707291969,16.29043388277351,2,64,64,0.0
22020096,-0.09177006781101227,-4.7797441482543945,-4.687974080443382,-1.618626356124878,-59.49518585205078,5.0622614696621895,-0.0031803382735233754,-0.04477061331272125,59.384277284145355,0.024294873597682454,0.2996940612792969,0.3486328125,0.03200732171535492,-1.618626356124878,8.719413757324219,3.0600128173828125,0.00047276660929844856,0.001597228618961893,-0.0773355577197314,16.29043388277351,2,64,64,0.0
22544384,-0.00023642228916287422,-5.588545322418213,-5.58830890012905,-0.2109992504119873,-59.17832565307617,4.92895133793354,-0.0009506855931249447,-0.04450720176100731,59.076073586940765,0.02760168645181693,0.33246612548828125,0.3125,0.024657979607582092,-0.2109992504119873,8.577072143554688,3.238534450531006,0.0004720481190107609,0.0015948012198449297,-0.07776047836654311,16.29043388277351,2,64,64,0.0
23068672,-0.0017134682275354862,-5.281679153442383,-5.279965685214847,-0.23727121949195862,-59.156925201416016,4.972558684647083,-0.003674480834888527,-0.044411227107048035,59.07950961589813,0.024145417133695446,0.29293060302734375,0.345703125,0.03363692760467529,-0.23727121949195862,8.713499069213867,5.837220668792725,0.0004713296287230733,0.0015923738207279663,-0.07818539901335482,16.29043388277351,2,64,64,0.0
23592960,0.01721988245844841,-4.478440284729004,-4.495660167187452,-0.4699054956436157,-58.897117614746094,4.903960131108761,-0.0025634079647716135,-0.04433774575591087,58.80182683467865,0.025549381723976694,0.30457305908203125,0.31787109375,0.030411401763558388,-0.4699054956436157,8.619756698608398,2.6645405292510986,0.0004706111384353857,0.001589946421611003,-0.07861031966016652,16.29043388277351,2,64,64,0.0
24117248,0.01643904484808445,-4.406429290771484,-4.422868335619569,-0.556754469871521,-58.746891021728516,4.895473375916481,-0.0009372803579026368,-0.044350072741508484,58.655565321445465,0.027252295520156622,0.32680511474609375,0.3779296875,0.027067992836236954,-0.556754469871521,8.65881061553955,4.793570041656494,0.00046989264814769813,0.0015875190224940395,-0.07903524030697823,16.29043388277351,2,64,64,0.0
24641536,0.008857015520334244,-4.494957447052002,-4.503814462572336,-0.3819893002510071,-58.71487808227539,4.884386658668518,-0.0023790135528543033,-0.044141098856925964,58.60445189476013,0.024775207522907294,0.30178070068359375,0.330322265625,0.023988451808691025,-0.3819893002510071,8.690582275390625,3.2990806102752686,0.00046917415786001054,0.0015850916233770761,-0.07946016095378994,16.29043388277351,2,64,64,0.0
25165824,0.0020743049681186676,-3.9448208808898926,-3.9468951858580112,-0.8523328304290771,-58.64810562133789,4.74063066393137,-0.0016150479241332505,-0.04411666840314865,58.56148475408554,0.02721960804774426,0.3250312805175781,0.34033203125,0.030871793627738953,-0.8523328304290771,8.411900520324707,5.109447956085205,0.00046845566757232294,0.0015826642242601128,-0.07988508160060166,16.29043388277351,2,64,64,0.0
25690112,0.018480096012353897,-4.179000377655029,-4.197480473667383,-0.4043753743171692,-58.45467758178711,4.791622839868069,-0.0030059654272918124,-0.044058285653591156,58.364891052246094,0.023640752711798996,0.2999153137207031,0.36181640625,0.03474951907992363,-0.4043753743171692,8.524168014526367,4.548772811889648,0.00046773717728463535,0.0015802368251431494,-0.08031000224741337,16.29043388277351,2,64,64,0.0
26214400,-0.11782369762659073,-5.293801307678223,-5.175977610051632,-1.4411470890045166,-58.52192687988281,5.00879130512476,-0.0051843079418176785,-0.0440511554479599,58.44935929775238,0.021147221923456527,0.2699851989746094,0.31884765625,0.02788756787776947,-1.4411470890045166,8.788735389709473,7.860330104827881,0.0004670186869969477,0.001577809426026186,-0.08073492289422508,16.29043388277351,2,64,64,0.0
26738688,-0.022069983184337616,-5.383275985717773,-5.361206002533436,-0.17311698198318481,-58.238525390625,4.762815289199352,-0.0034299795370316133,-0.043924108147621155,58.17745912075043,0.02366074430756271,0.2936058044433594,0.25341796875,0.021846527233719826,-0.17311698198318481,8.409651756286621,4.063748359680176,0.0004663001967092601,0.0015753820269092226,-0.0811598435410368,16.29043388277351,2,64,64,0.0
27262976,-0.002612367272377014,-4.579693794250488,-4.577081426978111,-0.35208529233932495,-58.25117492675781,4.874663010239601,-0.0029675666737603024,-0.04386007785797119,58.15620279312134,0.025542194896843284,0.3155517578125,0.32861328125,0.02604871615767479,-0.35208529233932495,8.557637214660645,2.6059584617614746,0.00046558170642157246,0.0015729546277922593,-0.0815847641878485,16.29043388277351,2,64,64,0.0
27787264,0.006409329362213612,-4.565976142883301,-4.572385472245514,-0.25675588846206665,-58.127708435058594,4.782872729003429,-0.0019515636195137631,-0.043805256485939026,58.04367661476135,0.025486951373750344,0.32187652587890625,0.328857421875,0.03384816646575928,-0.25675588846206665,8.508037567138672,7.227311134338379,0.00046486321613388486,0.0015705272286752959,-0.08200968483466022,16.29043388277351,2,64,64,0.0
28311552,0.0016196724027395248,-4.829030990600586,-4.8306506630033255,-0.20813152194023132,-58.115638732910156,4.737855024635792,-0.002532071841415018,-0.04372553899884224,58.01798087358475,0.028291834532865323,0.3282661437988281,0.337646484375,0.031507935374975204,-0.20813152194023132,8.562349319458008,7.417521953582764,0.00046414472584619727,0.0015680998295583325,-0.08243460548147193,16.29043388277351,2,64,64,0.0
28835840,0.008243327029049397,-3.157867908477783,-3.1661112355068326,-0.9830999970436096,-57.99818420410156,4.5863827764987946,-0.0028478290332714096,-0.04368705675005913,57.924847185611725,0.02671252794971224,0.3192634582519531,0.346435546875,0.03217988461256027,-0.9830999970436096,8.34533405303955,3.1168956756591797,0.0004634262355585097,0.0015656724304413691,-0.08285952612828364,16.29043388277351,2,64,64,0.0
29360128,0.009815840981900692,-3.8079841136932373,-3.817799954675138,-0.7234123945236206,-57.9655647277832,4.680757239460945,-0.0037180960698606214,-0.0435698963701725,57.87704622745514,0.02275624811591115,0.2966766357421875,0.348876953125,0.031092312186956406,-0.7234123945236206,8.371922492980957,4.086311340332031,0.0004627077452708221,0.0015632450313244057,-0.08328444677509535,16.29043388277351,2,64,64,0.0
29884416,0.005016449838876724,-4.019872665405273,-4.02488911524415,-0.5701748132705688,-57.841529846191406,4.693196527659893,-0.0032235127364401706,-0.043547987937927246,57.75432604551315,0.026488728501135483,0.3196449279785156,0.274658203125,0.024194736033678055,-0.5701748132705688,8.345518112182617,2.917020559310913,0.0004619892549831345,0.0015608176322074424,-0.08370936742190704,16.29043388277351,2,64,64,0.0
30408704,-0.12929721176624298,-4.588637351989746,-4.459340140223503,-1.910369634628296,-57.969608306884766,4.9869183003902435,-0.0025826873061305378,-0.04358229041099548,57.8689147233963,0.024447001196676865,0.2946205139160156,0.332763671875,0.0325508750975132,-1.910369634628296,8.847545623779297,3.308565378189087,0.0004612707646954469,0.001558390233090479,-0.08413428806871877,16.29043388277351,2,64,64,0.0
30932992,-0.0209849551320076,-5.15201473236084,-5.131029777228832,-0.21592004597187042,-57.624908447265625,4.731819830834866,-0.005877039435290499,-0.04344454035162926,57.52538400888443,0.02185269478650298,0.2823944091796875,0.310791015625,0.025914423167705536,-0.21592004597187042,8.490584373474121,3.3317651748657227,0.0004605522744077593,0.0015559628339735156,-0.08455920871553048,16.29043388277351,2,64,64,0.0
31457280,0.006758586037904024,-4.673803806304932,-4.680562392342836,-0.0825733095407486,-57.44413757324219,4.719808451831341,-0.002190702398365829,-0.04324938356876373,57.36494421958923,0.027888817159691826,0.3242225646972656,0.380126953125,0.02317185513675213,-0.0825733095407486,8.477656364440918,5.759068965911865,0.0004598337841200717,0.0015535354348565522,-0.08498412936234219,16.29043388277351,2,64,64,0.0
31981568,-0.0005698045715689659,-4.668308258056641,-4.667738453485072,-0.09387308359146118,-57.399940490722656,4.702905885875225,-0.0026355204354331363,-0.043222617357969284,57.332843363285065,0.02788347400201019,0.32929229736328125,0.369384765625,0.03364228084683418,-0.09387308359146118,8.53794002532959,3.4942069053649902,0.00045911529383238405,0.0015511080357395888,-0.0854090500091539,16.29043388277351,2,64,64,0.0
32505856,0.010668146423995495,-4.349246025085449,-4.359914171509445,0.0410328209400177,-57.33884048461914,4.711906224489212,-0.003147861047182232,-0.04320093244314194,57.271687388420105,0.02663063316140324,0.3185997009277344,0.35546875,0.02797859162092209,0.0410328209400177,8.629853248596191,2.332016706466675,0.0004583968035446964,0.0015486806366226255,-0.08583397065596561,16.29043388277351,2,64,64,0.0
33030144,0.004744354635477066,-3.849862575531006,-3.854606930166483,-0.3893963694572449,-57.26854705810547,4.611636810004711,-0.0011233183031436056,-0.04314319044351578,57.18610322475433,0.028706772427540272,0.33885955810546875,0.321044921875,0.029143646359443665,-0.3893963694572449,8.353546142578125,7.286091327667236,0.0004576783132570088,0.001546253237505662,-0.08625889130277732,16.29043388277351,2,64,64,0.0
33554432,0.007128417491912842,-3.982316732406616,-3.989445149898529,-0.3281382918357849,-57.23664855957031,4.5968092158436775,-0.00276394866159535,-0.04300650954246521,57.17959141731262,0.022878132323967293,0.2952003479003906,0.337646484375,0.02424352616071701,-0.3281382918357849,8.51554012298584,4.113519191741943,0.0004569598229693212,0.0015438258383886987,-0.08668381194958903,16.29043388277351,2,64,64,0.0
34078720,0.0029383585788309574,-3.262263536453247,-3.265201895032078,-0.7807459831237793,-57.08463668823242,4.488886393606663,-0.00305253203259781,-0.04294561594724655,56.98279118537903,0.025997324381023645,0.31439208984375,0.38623046875,0.03054744563996792,-0.7807459831237793,8.200693130493164,3.4413187503814697,0.0004562413326816336,0.0015413984392717353,-0.08710873259640076,16.29043388277351,2,64,64,0.0
34603008,-0.1147843599319458,-4.239353656768799,-4.124569296836853,-1.6386568546295166,-57.1181640625,4.741859011352062,-0.004242170587531291,-0.04303686320781708,57.04415798187256,0.023573771424707957,0.29155731201171875,0.378662109375,0.030287478119134903,-1.6386568546295166,8.572696685791016,3.0940117835998535,0.000455522842393946,0.001538971040154772,-0.08753365324321247,16.29043388277351,2,64,64,0.0
35127296,-0.022466514259576797,-5.16413688659668,-5.141670372337103,0.06168486177921295,-56.88243865966797,4.575334332883358,-0.003466119247605093,-0.04279085993766785,56.7923601269722,0.02676028419227805,0.3211097717285156,0.39306640625,0.02523721009492874,0.06168486177921295,8.314343452453613,5.4570417404174805,0.0004548043521062584,0.0015365436410378086,-0.08795857389002418,16.29043388277351,2,64,64,0.0
35651584,0.0045056892558932304,-4.288660049438477,-4.29316573869437,-0.06590347737073898,-56.74094009399414,4.580893762409687,-0.004944267824612325,-0.042657628655433655,56.64964300394058,0.020727170442114584,0.278900146484375,0.308349609375,0.026172567158937454,-0.06590347737073898,8.28080940246582,3.1351094245910645,0.00045408586181857073,0.0015341162419208452,-0.08838349453683587,16.29043388277351,2,64,64,0.0
36175872,0.0005702199414372444,-3.4160614013671875,-3.4166316213086247,-0.6796696186065674,-56.67710876464844,4.498556099832058,-0.002806674750900129,-0.042548563331365585,56.60908979177475,0.028818700535339303,0.3353614807128906,0.371826171875,0.03487149626016617,-0.6796696186065674,8.223760604858398,5.911204814910889,0.00045336737153088314,0.0015316888428038818,-0.08880841518364758,16.29043388277351,2,64,64,0.0
