collected_frames,rew/shaping,rew/joint_ang_from_flat_penalty,rew/joint_angle_var_penalty,rew/roll_penalty,rew/roll_rate_penalty,rew/pitch_penalty,rew/pitch_rate_penalty,rew/shock_penalty,rew/clearance,rew/action_bonus,rew/flipper_action_bonus,rew/step_penalty,rew/terminal_bonus,rew/total_reward
11534336,2.7924397252500057,-0.05959119516046485,-0.05285933868435677,-0.03287037433256046,-0.20878343126969412,-0.13056714681442827,-0.19379985914565623,-0.0004080712250953411,-0.00697894664699561,4.363662867806852,0.7061812673928216,-0.06841222196817398,0.24677630476799095,7.353136356920004
12058624,2.810474173165858,-0.059231725506833754,-0.05206527763220947,-0.03306231381793623,-0.20294570291298442,-0.1349962178937858,-0.19128175554214977,-0.0003804362680170925,-0.00674706751578924,4.52792860288173,0.70858619955834,-0.06883714348077774,0.2505395441839937,7.546300370246172
12582912,2.8518412802368402,-0.0597710869187722,-0.052369464428920764,-0.032945951130386675,-0.203412772010779,-0.1364923407381866,-0.19061360036721453,-0.0003542926001003366,-0.006976345723160193,4.649934691376984,0.7143501190003008,-0.06926206368370913,0.26804466489556944,7.7303647277876735
13107200,2.8835506346076727,-0.060089400940341875,-0.052838175928627606,-0.03477372815905255,-0.20264572169980966,-0.1376315160014201,-0.19096364872530103,-0.00027642709380870656,-0.007316609599911317,4.866398214362562,0.7131875748746097,-0.06968698650598526,0.27294484143931186,7.977741900831461
13631488,2.842456947080791,-0.05951751810789574,-0.051412998504019924,-0.03079343042372784,-0.19554253821843304,-0.14551310111710336,-0.1871586657653097,-0.0003338419927558789,-0.007270487638379564,4.804487860761583,0.712480983347632,-0.07011190956109203,0.2628533356291882,7.872604636475444
14155776,2.9147389866411686,-0.06088603496027645,-0.052584634024242405,-0.0320413838053355,-0.19723566199536435,-0.13883307242940646,-0.18861357576679438,-0.00022368186375842924,-0.00711725356450188,5.020780144259334,0.7147786661516875,-0.07053682953119278,0.28505148634212674,8.185114667750895
14680064,2.925208584405482,-0.06062011667381739,-0.052167534006002825,-0.03426090231005219,-0.19721421547001228,-0.1388217641506344,-0.18841951547074132,-0.00038634482087474,-0.00717487802830874,5.0842479551211,0.7107440466061234,-0.07096175104379654,0.2874451430507179,8.25527440290898
15204352,2.9339485145173967,-0.060731169462087564,-0.0522365773722413,-0.03546140116668539,-0.19737599170184694,-0.1394314282515552,-0.1885308850032743,-0.0003255969871815978,-0.007024228727459558,5.137469643726945,0.7097438665805385,-0.07138666669197846,0.2923308903918951,8.318810869939625
15728640,2.9579321281053126,-0.060874989998410456,-0.05215200413658749,-0.03397385834614397,-0.19675209975684993,-0.1389870343846269,-0.18815385873313062,-0.00031873195669618326,-0.007277161289493961,5.2116818288341165,0.7096014398848638,-0.07181158660387155,0.30635838984380825,8.433246086351573
16252928,2.963300873991102,-0.06135585074662231,-0.05181939234898891,-0.03210883420979371,-0.19236330181593075,-0.1386966507998295,-0.18608525753370486,-0.0003324244762552553,-0.007253742092871107,5.313815844245255,0.7101748455315828,-0.07223650810192339,0.30470318957668496,8.547448866069317
16777216,2.9989579846151173,-0.062015294381126296,-0.052178409561747685,-0.03311919903717353,-0.1928841526096221,-0.13440888903278392,-0.18675414961762726,-0.0004140119540352316,-0.007141685341593984,5.410937387496233,0.7097063929541036,-0.07266142964363098,0.3126095697807614,8.688300501555204
17301504,3.0052742045372725,-0.062226592417573556,-0.05178405316110002,-0.033654849175945856,-0.1920352001034189,-0.13682854038779624,-0.1856040992133785,-0.0003962753636415073,-0.007548313536972273,5.4869003081694245,0.704966121003963,-0.07308635285880882,0.31870934155449504,8.770177791826427
17825792,2.9862627424299717,-0.0618871498372755,-0.050806840268705855,-0.03194947130396031,-0.18798554997192696,-0.1407773569226265,-0.1827283127058763,-0.0003080726567077363,-0.007341761349380249,5.504324406385422,0.7070136173861101,-0.07351127268339042,0.31238107516401215,8.770258653908968
18350080,3.0739911920391023,-0.06315084014204331,-0.052044637479411904,-0.034515531373472186,-0.19160482106963173,-0.13247636589221656,-0.1866085373039823,-0.00028169008783152094,-0.0072092734171747,5.736023207195103,0.7096809183713049,-0.07393619418144226,0.34381664378452115,9.119195548817515
18874368,3.076146561652422,-0.06366876346146455,-0.052423132307012565,-0.0362590164586436,-0.19306437726481818,-0.13274142360023689,-0.18605276488233358,-0.00022601624005602616,-0.007527441117417766,5.77022397518158,0.7119879436213523,-0.07436111730930861,0.3420857405035349,9.151402335613966
19398656,3.0850250711664557,-0.06413312348740874,-0.05256576425017556,-0.03347938846854959,-0.1942019381094724,-0.13424483557173517,-0.18748817476443946,-0.00025258142170514475,-0.007979707048434648,5.827495192177594,0.7143824582453817,-0.07478603749768808,0.3451820758309623,9.219956144690514
19922944,3.1070158542133868,-0.06365185097820358,-0.0528743976392434,-0.036275845322961686,-0.19702002839767374,-0.13534333332790993,-0.18769622393301688,-0.00032639725127125985,-0.008094854880255298,5.892534284852445,0.7104959120042622,-0.07521095126867294,0.3509604546670744,9.301587924361229
20447232,3.12358558177948,-0.06420183758746134,-0.05307730996719329,-0.03849904207527288,-0.19564737263135612,-0.135933659345028,-0.18781351679353975,-0.00033291135230228974,-0.008213972922931134,5.9464873084798455,0.7089159466559067,-0.07563587451295462,0.3537168151451624,9.370489068329334
20971520,3.1388784595765173,-0.06518667950876988,-0.05236943675845396,-0.03558354483175208,-0.1955486113729421,-0.13627447372709867,-0.1889060262183193,-0.00043418972638598063,-0.008488973183375492,6.00963749922812,0.7085035395575687,-0.07606079429388046,0.3725515925361833,9.467856001108885
21495808,3.1725097317248583,-0.06554751312069129,-0.0521527634919039,-0.0353196905234654,-0.19183822005288675,-0.13437001596321352,-0.1873908297275193,-0.000288190071970007,-0.008023809193218767,6.193326659500599,0.7080308797303587,-0.07648571580648422,0.3751537797834317,9.694406509399414
22020096,3.120363641064614,-0.06498475173430052,-0.05122603915515356,-0.031198844124446623,-0.1914626514480915,-0.13913475810841192,-0.18482944866991602,-0.0004444434893713378,-0.008184316794540791,6.103883296251297,0.7094298269366845,-0.07691063730453607,0.36175325578369666,9.54365392960608
22544384,3.211717530619353,-0.06724882544949651,-0.05200775484991027,-0.03356714185792953,-0.18672848516143858,-0.13290852164209355,-0.18694175258860923,-0.0003631872110219092,-0.008040240040827484,6.358573475852609,0.7116250753169879,-0.07733555880258791,0.39415854360049707,9.927497306838632
23068672,3.20004926295951,-0.06729172180348542,-0.05217250836722087,-0.03165231346065411,-0.1874714014993515,-0.13195882385480218,-0.18721566806198098,-0.0002992063369902098,-0.007861580780627264,6.342261568643153,0.7132606053492054,-0.0777604803442955,0.38524251883791294,9.893310880288482
23592960,3.233878258615732,-0.06701809176593088,-0.05228279795846902,-0.035435355643130606,-0.1867082119861152,-0.1299928843654925,-0.18649295333307236,-0.00031444743321173974,-0.007954128981509712,6.518562528304756,0.7139486733358353,-0.07818540184234735,0.40079100842558546,10.119199646636844
24117248,3.254512421786785,-0.06768045701028313,-0.05182261471054517,-0.03488900706361164,-0.18442191820940934,-0.12868999027705286,-0.18469322091550566,-0.0004423987614003977,-0.007848101714444056,6.613795809447765,0.7118414354044944,-0.07861032336950302,0.4024248625537439,10.239712847396731
24641536,3.274303662125021,-0.06855500793608371,-0.0518825351173291,-0.03556532935908763,-0.18540552418562584,-0.12832959511433728,-0.18702524667605758,-0.0003341989435909909,-0.008284465772703697,6.630390115082264,0.7173510931897908,-0.07903523791173939,0.41500568998162635,10.288697928190231
25165824,3.268257505726069,-0.06860056320147123,-0.052049772937607486,-0.033273895085585536,-0.18380738134146668,-0.12936193469795398,-0.1863052079861518,-0.0003205857314627636,-0.008261048806161853,6.649392511695623,0.7177934795618057,-0.07946015897323377,0.41310618388160947,10.303359609097242
25690112,3.305427523329854,-0.0694223781756591,-0.05250151473592268,-0.03235451962973457,-0.18541153622209094,-0.12701689390814863,-0.18716758163645864,-0.00037677838687955045,-0.008627104245533701,6.791214857250452,0.7201621411368251,-0.07988507990376092,0.4178721485477581,10.487286793068051
26214400,3.276737306267023,-0.0685888106454513,-0.05183189921081066,-0.030705070814292412,-0.18269160424824804,-0.12978200253564864,-0.18440963837201707,-0.000311149227286478,-0.008066623676313611,6.680219822563231,0.7255725866416469,-0.08031000231858343,0.42677097778505413,10.368763545528054
26738688,3.3145608925260603,-0.06989601501845755,-0.052342722796311136,-0.03268914876389317,-0.18283673547557555,-0.1256743573176209,-0.18632422541850246,-0.00024824503930176434,-0.008612310622083896,6.844160197302699,0.7278297154698521,-0.08073492348194122,0.425001529729343,10.567934243008494
27262976,3.326200684066862,-0.06940404599299654,-0.05221303177677328,-0.03012266666337382,-0.1807621968910098,-0.12405849526112434,-0.18449631935800426,-0.0003607828990652706,-0.008274208884358814,6.824177767150104,0.7306041297269985,-0.08115984470350668,0.43456587670880253,10.581260418519378
27787264,3.33553651208058,-0.06931979472574312,-0.052497360768029466,-0.03142623150051804,-0.180195274122525,-0.12292491117841564,-0.18571403183159418,-0.0003209911700281509,-0.008577369267186441,6.926839808002114,0.7318384838290513,-0.08158476444077678,0.43952179420375614,10.696849323809147
28311552,3.3442981680855155,-0.06956426631950308,-0.05237229008344002,-0.02872515052513336,-0.18081335214083083,-0.12138689099811018,-0.18543522007530555,-0.0003736184149261135,-0.008435467055278423,6.9196153953671455,0.7318126005120575,-0.08200968595338054,0.4396188455975789,10.70227338001132
28835840,3.3607756476849318,-0.06939575205615256,-0.05285208550048992,-0.034614965374203166,-0.18152193003334105,-0.12228304357267916,-0.18564413307467476,-0.0002879184794437606,-0.009020858788971964,7.014582397416234,0.7298649491276592,-0.08243460200901609,0.4415355488672503,10.804181728512049
29360128,3.364894811529666,-0.06879528389254119,-0.052197214048646856,-0.033660071436315775,-0.18048670835560188,-0.12220506022276822,-0.18515447463141754,-0.00042432894980493074,-0.00878017154718691,7.059139165095985,0.7243659468367696,-0.08285952344886027,0.4429794506650069,10.852178795263171
29884416,3.379996160045266,-0.06898522935807705,-0.05247122824221151,-0.03210980145013309,-0.1817986645619385,-0.1257361495954683,-0.18503630530904047,-0.0003478152823568337,-0.009023217669891892,7.0908901412039995,0.7234434923157096,-0.08328444248763844,0.450964303145156,10.902300776913762
30408704,3.3657179633155465,-0.06773598228755873,-0.05104783574643079,-0.029276092598593095,-0.18053705463535152,-0.12627093380433507,-0.18393537934753112,-0.0002950615470069806,-0.008437785964815703,7.0317048644647,0.7250890212599188,-0.08370936661958694,0.46238684931449825,10.849484857171774
30932992,3.415676604025066,-0.0684358701837482,-0.05261417297879234,-0.030882170016411692,-0.18443901190767065,-0.1257090969447745,-0.18585801354493015,-0.00023621990902711332,-0.00903100060622819,7.22776048257947,0.7291425443254411,-0.0841342903295299,0.4670227530696138,11.09371979162097
31457280,3.4470700304955244,-0.06821684932219796,-0.05271877198538277,-0.02959215279770433,-0.1853370725584682,-0.12530240476189647,-0.18620436734636314,-0.00039072771005521645,-0.009443934539376642,7.337888799607754,0.7287621503928676,-0.08455920965934638,0.47607160658662906,11.243833372369409
31981568,3.431407356634736,-0.06860970935667865,-0.052914347463229205,-0.03037163931367104,-0.1863474729761947,-0.12152478183270432,-0.18668911259737797,-0.0002511979243422502,-0.009290378615332884,7.313035250641406,0.7328201293712482,-0.08498413115739822,0.4731996135560621,11.20489763095975
32505856,3.4776133825071156,-0.06823631943552755,-0.05239885986520676,-0.02829219547129469,-0.1876289709471166,-0.12194235844071954,-0.18809363269247115,-0.0003432658809288114,-0.009087691440981871,7.408791738562286,0.7303803362883627,-0.08540905456175096,0.4916372927655175,11.362765718251467
33030144,3.4744665920734406,-0.0677452055097092,-0.05233279022650095,-0.029114829532773,-0.18414275743998587,-0.12486456715851091,-0.18656121497042477,-0.0003456121977052362,-0.00897982258356933,7.434777408838272,0.730878300149925,-0.08583397419715766,0.48686579363493365,11.382622063159943
33554432,3.4865674125030637,-0.06787235561932903,-0.052765274318517186,-0.028385573001287412,-0.18508589451084845,-0.12158497430209536,-0.1876942979870364,-0.0003018302697128661,-0.009329178999905707,7.493400554172695,0.7298734723590314,-0.0862588882446289,0.4991795834648656,11.464891133829951
34078720,3.4845657693222165,-0.06849599260021932,-0.0528483268499258,-0.029895386531279655,-0.18582082245848142,-0.12188561621587723,-0.18616099571227096,-0.00031522120224281025,-0.009826013897509256,7.509364678524435,0.7319273826433346,-0.0866838097863365,0.49019200552720577,11.469680808484554
34603008,3.4941170853562653,-0.0678395073628053,-0.0509114935011894,-0.02636074652764364,-0.18356288562063128,-0.1304081907728687,-0.18633630557451397,-0.0003646603076958854,-0.00870288078658632,7.518990064971149,0.7295896057039499,-0.08710873126983643,0.5049593453768466,11.501582765951753
35127296,3.513177602086216,-0.06926666511571966,-0.05219857242627768,-0.03049706832462107,-0.18527953283046372,-0.1221479843952693,-0.1886922885896638,-0.00033136192059757263,-0.01006161237910419,7.653263635002077,0.7313181281788275,-0.08753365266602486,0.4983041500854597,11.644889460876584
35651584,3.5509716477245092,-0.06909868489310611,-0.052467914363660384,-0.026853437229874544,-0.18603599010384642,-0.1191484029404819,-0.1880177440471016,-0.00029112036600054125,-0.009659829197516956,7.733741984702647,0.732568679493852,-0.08795857636141591,0.5174073475172918,11.790410436689854
36175872,3.5508385547436774,-0.07069750418304466,-0.05247723052161746,-0.02705173297363217,-0.18405591160990298,-0.12104132024978753,-0.18769084516679868,-0.0004180168515404148,-0.009818090761655185,7.7347113927826285,0.7367053243797272,-0.08838349748111796,0.5184913112861977,11.794509559869766
36700160,3.537606284953654,-0.07137253344990313,-0.05196153667930048,-0.027073665594798513,-0.18180875957477838,-0.11702852895541582,-0.186314925464103,-0.0002905769787275858,-0.009813628213123593,7.785564599558711,0.7378233670024201,-0.0888084178295685,0.515069432240125,11.836791770532727
37224448,3.588176724500954,-0.07152489683357999,-0.05220263338560471,-0.02930794448548113,-0.1810360862291418,-0.1162309119827114,-0.1861502173996996,-0.00029072793073225967,-0.010520286664359446,7.9072978449985385,0.7376084842253476,-0.08923333884740714,0.5305979563672736,12.022485548630357
37748736,3.5786568629555404,-0.07163339003454894,-0.05197426048835041,-0.028261191080673598,-0.17948005435755476,-0.1155351124907611,-0.18491312506375834,-0.00026909651253959055,-0.010222852411970962,7.922489178366959,0.735886859591119,-0.0896582552959444,0.5251595549052581,12.024978460744023
38273024,3.598067748825997,-0.07248264708323404,-0.051814143524097744,-0.03189690762155806,-0.17756667971843854,-0.11708262465253938,-0.18463408629759215,-0.0003673202345453319,-0.009835828997893259,7.963781696744263,0.741329358308576,-0.09008317442203406,0.5371732979365333,12.099744321778417
38797312,3.5932596372440457,-0.07110775430192007,-0.050673027129960246,-0.02720855432744429,-0.1768553560541477,-0.1185813218326075,-0.18483976545394398,-0.00024698242901877165,-0.009352663259051042,7.9713714476674795,0.7392930063651875,-0.09050809592008591,0.5336557485279627,12.103027541190386
39321600,3.6125456648878753,-0.07288946994231082,-0.052265186481236015,-0.028374182413244853,-0.17798867504461668,-0.11247477754659485,-0.1855030567967333,-0.00025830144107885644,-0.009774152148565918,8.050680624321103,0.7435835583601147,-0.09093301687971689,0.539851188827015,12.210898201912642
39845888,3.5945994942449033,-0.07324820202484261,-0.05148828338860767,-0.028870689286122797,-0.1772271170921158,-0.11248464800883085,-0.18554030192899518,-0.000253880520698857,-0.009712056172247685,8.023988193832338,0.740173670114018,-0.09135793897439726,0.5245883177340147,12.147628664970398
40370176,3.5973923997953534,-0.07306819227233063,-0.0519208072219044,-0.028501064978627255,-0.1770198418525979,-0.11270119923574384,-0.1858028453134466,-0.00028293144765711986,-0.009911172231113596,8.026237242855132,0.7452934139873832,-0.09178286045789719,0.5295483858972148,12.161837002262473
40894464,3.6147848377004266,-0.07335745138698258,-0.05197662518185098,-0.02884310877198004,-0.18026225981884636,-0.1108736795722507,-0.1874301412026398,-0.0003022246136197282,-0.010364120136728161,8.119694296270609,0.7431574506917968,-0.09220778195594903,0.540115460382367,12.276423508301377
41418752,3.6309061562642455,-0.07371816497470718,-0.0522960542148212,-0.031012658146210015,-0.17850898823235184,-0.11084511385706719,-0.1866745275328867,-0.0003003334481377351,-0.010250137941511639,8.151148598641157,0.7474844845710322,-0.09263270339579321,0.5392599899423658,12.326777843758464
41943040,3.6369168632663786,-0.0735999560856726,-0.05264765575702768,-0.028608079435798572,-0.17967636638786644,-0.11331947447615676,-0.18726146093104035,-0.00021571324964497762,-0.010740184531641717,8.143318564631045,0.7483928550500423,-0.09305762441363186,0.5428504762166995,12.326239379122853
42467328,3.630238653626293,-0.07285521271114703,-0.05212390716042137,-0.027693291791365482,-0.18017672700807452,-0.11103494882991072,-0.18812645762227476,-0.0002479243567883316,-0.010067606855045597,8.164490267634392,0.7457424418535084,-0.09348253908683546,0.5390886193999904,12.337889457121491
42991616,3.6216246183030307,-0.07075559792428976,-0.05191160857793875,-0.02744193790204008,-0.18041591969085857,-0.11807568166113924,-0.1887180783378426,-0.00022618657249040552,-0.009929444428962597,8.0672339592129,0.7420582929626107,-0.09390746253484394,0.5452882102945296,12.229810573160648
43515904,3.6583138932473958,-0.07157336325326469,-0.05220212514541345,-0.027758339787396835,-0.18106646780506708,-0.11392011542920955,-0.18824207337456755,-0.00040176029779104283,-0.01049819423678855,8.21566038299352,0.7470457484014332,-0.0943323820392834,0.5571278163552051,12.432857509702444
44040192,3.6620260602794588,-0.07095160540484358,-0.05213159074628493,-0.029897508429712616,-0.18151784437941387,-0.11571384692797437,-0.1890606199449394,-0.00025873477432014624,-0.01035727019825572,8.274715644307435,0.7462250462267548,-0.09475730361009482,0.549807100356702,12.482047967612743
44564480,3.6732917022891343,-0.0709964917623438,-0.051678562704182696,-0.028143813175120158,-0.18017537792911753,-0.11408659456355963,-0.18840079382061958,-0.00026167086554096386,-0.009828108590227203,8.338308315724134,0.7416633553802967,-0.09518222449696623,0.5574863714573439,12.566097969189286
45088768,3.6802840158343315,-0.07036084718129132,-0.051999927854922134,-0.027023447095416486,-0.18114980787504464,-0.11485189557424746,-0.18919624914997257,-0.00022462401443590352,-0.009978256895919912,8.382326084189117,0.745016410946846,-0.09560714407416526,0.551059670309769,12.611756656318903
45613056,3.690194049384445,-0.06948494628886692,-0.051808235279168,-0.028625462899071863,-0.1809336397855077,-0.11672449261823203,-0.18852503161178902,-0.00020658888183788804,-0.009946281971679127,8.417961558327079,0.7475943140452728,-0.09603206803149078,0.5656026660617499,12.673301553353667
46137344,3.6959252073429525,-0.0700494845805224,-0.05247898535890272,-0.02931928663747385,-0.1796124760294333,-0.11755954254476819,-0.18705194923677482,-0.00028125607559559285,-0.00936945414650836,8.450853068381548,0.7440178404795006,-0.09645699188695289,0.566039691446349,12.708843346685171
46661632,3.714422137942165,-0.06954714351741131,-0.05257808986061718,-0.027734901817893842,-0.1798028038465418,-0.11595583852613345,-0.18787135474849492,-0.0003199945158485207,-0.009431847808627936,8.500717705115676,0.7420029810164124,-0.09688191108580213,0.5681848884887586,12.778816569596529
47185920,3.6943934583105147,-0.06959798802563455,-0.052244829523260705,-0.0260535299712501,-0.1776730449637398,-0.11743459595891181,-0.18688083361485042,-0.0002060009657611772,-0.0090087520011366,8.472305594012141,0.7481314960168675,-0.09730682522058487,0.5674264674962615,12.739865040406585
47710208,3.6994321048259735,-0.07039972838538233,-0.05306460372230504,-0.026406395460071508,-0.17759809983544983,-0.11584029844379984,-0.18632638186682016,-0.0002060490275397342,-0.00905450916980044,8.533146195113659,0.752356551703997,-0.09773174666042905,0.5640802910966158,12.806127954274416
48234496,3.7222370924428105,-0.07055141421733424,-0.053075284653459676,-0.02554965260787867,-0.17719026940176263,-0.11733558948617429,-0.1874049153411761,-0.00020470655356064071,-0.009415107187123795,8.586843386292458,0.7521458835108206,-0.0981566681584809,0.5646501450319192,12.880626855418086
48758784,3.715193062555045,-0.07025641937798355,-0.0532015251883422,-0.028088291735912208,-0.17908709385665134,-0.11415743606630713,-0.18726180033991113,-0.0002665029153305909,-0.009703700708087126,8.57700771652162,0.7518323920667171,-0.0985815866588382,0.5702571494002768,12.867404917255044
49283072,3.7262839088216424,-0.06939781387336552,-0.053727931015600916,-0.024877209893020336,-0.18162759728147648,-0.11619056493509561,-0.1888561185915023,-0.00024294962776139073,-0.00961265777823428,8.680639587342739,0.7528424467891455,-0.09900651130010374,0.5649316100752912,12.9739331882447
49807360,3.75110800890252,-0.06871328281704336,-0.053781519032781944,-0.026034328308014665,-0.18306391351507045,-0.11863253048795741,-0.18967559424345382,-0.00025006401622817975,-0.009765709130988398,8.70752496831119,0.7537224093684927,-0.09943143278360367,0.5781408012553584,13.033944968134165
50331648,3.7498644618317485,-0.06914079921261873,-0.05373938929551514,-0.025765911537746433,-0.1814151041326113,-0.1174038323079003,-0.18894585577072576,-0.0002770577973194577,-0.00991702255760174,8.705459291115403,0.7619474764214829,-0.09985635190969333,0.5767168601305457,13.040656786412
50855936,3.781661591026932,-0.06917730178975035,-0.05377409255015664,-0.02603536341121071,-0.18378509988542646,-0.1158913077233592,-0.190455915289931,-0.0003147002249477282,-0.010266368104566936,8.743834605440497,0.7580676499055699,-0.10028127580881119,0.5894917935038393,13.116861218586564
51380224,3.74973559146747,-0.06809634675300913,-0.05301378336298512,-0.023202146654512035,-0.18687307709478773,-0.11961939043249004,-0.19056745900888927,-0.0002028418032296031,-0.01009390719991643,8.701388474553823,0.7568795854458585,-0.10070618939062115,0.5786762586430996,13.027839804068208
