collected_frames,failure/rollover,failure/out_of_range,failure/shock_high
524288,0.000179290771484375,7.05718994140625e-05,0.0
1048576,5.14984130859375e-05,7.62939453125e-06,0.0
1572864,7.62939453125e-06,0.0,0.0
2097152,3.814697265625e-06,0.0,0.0
2621440,1.9073486328125e-06,0.0,0.0
3145728,3.814697265625e-06,1.9073486328125e-06,0.0
3670016,5.7220458984375e-06,0.0,0.0
4194304,7.62939453125e-06,7.62939453125e-06,0.0
4718592,5.7220458984375e-06,5.7220458984375e-06,0.0
5242880,8.55633031542056e-06,8.38520370911215e-05,0.0
5767168,1.71661376953125e-05,2.6702880859375e-05,0.0
6291456,1.52587890625e-05,4.00543212890625e-05,0.0
6815744,1.33514404296875e-05,9.1552734375e-05,0.0
7340032,1.52587890625e-05,8.20159912109375e-05,0.0
7864320,1.9073486328125e-05,0.000102996826171875,0.0
8388608,2.86102294921875e-05,0.00011444091796875,0.0
8912896,3.814697265625e-05,0.00012969970703125,0.0
9437184,1.8253504672897195e-05,0.0002772251022196262,0.0
9961472,3.24249267578125e-05,0.0001392364501953125,0.0
10485760,2.6702880859375e-05,0.00017547607421875,0.0
11010048,2.86102294921875e-05,0.000171661376953125,0.0
11534336,2.288818359375e-05,0.000209808349609375,0.0
12058624,3.0517578125e-05,0.0002002716064453125,0.0
12582912,2.47955322265625e-05,0.0001926422119140625,0.0
13107200,3.814697265625e-05,0.00023651123046875,0.0
13631488,1.1408440420560747e-05,0.0002675279278621495,0.0
14155776,2.86102294921875e-05,0.0002460479736328125,0.0
14680064,2.09808349609375e-05,0.0002727508544921875,0.0
15204352,2.09808349609375e-05,0.0002498626708984375,0.0
15728640,2.86102294921875e-05,0.0002193450927734375,0.0
16252928,2.47955322265625e-05,0.0002536773681640625,0.0
16777216,3.24249267578125e-05,0.0002460479736328125,0.0
17301504,1.71661376953125e-05,0.0002803802490234375,0.0
17825792,1.1978862441588785e-05,0.0002852110105140187,0.0
18350080,2.47955322265625e-05,0.0002593994140625,0.0
18874368,3.0517578125e-05,0.000278472900390625,0.0
19398656,3.0517578125e-05,0.0003070831298828125,0.0
19922944,2.288818359375e-05,0.0003032684326171875,0.0
20447232,3.62396240234375e-05,0.00028228759765625,0.0
20971520,3.0517578125e-05,0.0002841949462890625,0.0
21495808,2.86102294921875e-05,0.0003147125244140625,0.0
22020096,1.8253504672897195e-05,0.0003182954877336449,0.0
22544384,1.71661376953125e-05,0.00034332275390625,0.0
23068672,2.47955322265625e-05,0.000377655029296875,0.0
23592960,2.288818359375e-05,0.000347137451171875,0.0
24117248,2.47955322265625e-05,0.0003566741943359375,0.0
24641536,2.288818359375e-05,0.000377655029296875,0.0
25165824,2.288818359375e-05,0.0003566741943359375,0.0
25690112,3.4332275390625e-05,0.0004253387451171875,0.0
26214400,1.711266063084112e-05,0.0003519503869742991,0.0
26738688,4.1961669921875e-05,0.000377655029296875,0.0
27262976,1.9073486328125e-05,0.0003204345703125,0.0
27787264,4.00543212890625e-05,0.0003814697265625,0.0
28311552,3.4332275390625e-05,0.0003528594970703125,0.0
28835840,4.38690185546875e-05,0.000392913818359375,0.0
29360128,3.62396240234375e-05,0.0004100799560546875,0.0
29884416,2.86102294921875e-05,0.00037384033203125,0.0
30408704,1.083801839953271e-05,0.000351379964953271,0.0
30932992,3.24249267578125e-05,0.0003948211669921875,0.0
31457280,2.288818359375e-05,0.0003662109375,0.0
31981568,4.38690185546875e-05,0.0003833770751953125,0.0
32505856,3.4332275390625e-05,0.000354766845703125,0.0
33030144,1.9073486328125e-05,0.00038909912109375,0.0
33554432,3.0517578125e-05,0.0004119873046875,0.0
34078720,2.09808349609375e-05,0.0003833770751953125,0.0
34603008,2.6809834988317757e-05,0.0003451053227219626,0.0
35127296,3.0517578125e-05,0.0004329681396484375,0.0
35651584,4.00543212890625e-05,0.0003795623779296875,0.0
36175872,2.86102294921875e-05,0.0003795623779296875,0.0
36700160,2.47955322265625e-05,0.0003986358642578125,0.0
37224448,1.52587890625e-05,0.000392913818359375,0.0
37748736,5.14984130859375e-05,0.000408172607421875,0.0
38273024,3.814697265625e-05,0.0003814697265625,0.0
38797312,1.939434871495327e-05,0.000366781359521028,0.0
39321600,3.0517578125e-05,0.000423431396484375,0.0
39845888,3.4332275390625e-05,0.0004444122314453125,0.0
40370176,3.4332275390625e-05,0.0004520416259765625,0.0
40894464,3.62396240234375e-05,0.00045013427734375,0.0
41418752,4.1961669921875e-05,0.0004482269287109375,0.0
41943040,4.1961669921875e-05,0.000476837158203125,0.0
42467328,3.0517578125e-05,0.00046539306640625,0.0
42991616,1.5971816588785045e-05,0.000350239120911215,0.0
43515904,1.71661376953125e-05,0.0004291534423828125,0.0
44040192,4.57763671875e-05,0.0004634857177734375,0.0
44564480,3.4332275390625e-05,0.000457763671875,0.0
45088768,4.76837158203125e-05,0.0004940032958984375,0.0
45613056,5.14984130859375e-05,0.0004253387451171875,0.0
46137344,3.24249267578125e-05,0.000446319580078125,0.0
46661632,4.76837158203125e-05,0.0004749298095703125,0.0
47185920,1.939434871495327e-05,0.0003884573963200935,0.0
47710208,3.62396240234375e-05,0.0004749298095703125,0.0
48234496,3.62396240234375e-05,0.00048065185546875,0.0
48758784,4.00543212890625e-05,0.0004730224609375,0.0
49283072,3.24249267578125e-05,0.0005512237548828125,0.0
49807360,4.9591064453125e-05,0.0005283355712890625,0.0
50331648,4.57763671875e-05,0.0005054473876953125,0.0
50855936,4.1961669921875e-05,0.000453948974609375,0.0
51380224,2.5098568925233644e-05,0.000412415121203271,0.0
51904512,3.24249267578125e-05,0.0005340576171875,0.0
52428800,5.53131103515625e-05,0.0005016326904296875,0.0
52953088,4.76837158203125e-05,0.0005035400390625,0.0
53477376,4.1961669921875e-05,0.0004444122314453125,0.0
54001664,4.00543212890625e-05,0.0004291534423828125,0.0
54525952,4.76837158203125e-05,0.0004940032958984375,0.0
55050240,3.62396240234375e-05,0.0004940032958984375,0.0
55574528,2.6809834988317757e-05,0.0004027179468457944,0.0
56098816,4.76837158203125e-05,0.000553131103515625,0.0
56623104,4.00543212890625e-05,0.0004730224609375,0.0
57147392,4.00543212890625e-05,0.0004634857177734375,0.0
57671680,5.14984130859375e-05,0.0004787445068359375,0.0
58195968,5.91278076171875e-05,0.000484466552734375,0.0
58720256,3.62396240234375e-05,0.000484466552734375,0.0
59244544,4.1961669921875e-05,0.0005207061767578125,0.0
59768832,2.2246458820093457e-05,0.000381612332067757,0.0
60293120,4.1961669921875e-05,0.0005474090576171875,0.0
60817408,1.9073486328125e-05,0.00049591064453125,0.0
61341696,5.14984130859375e-05,0.0005512237548828125,0.0
61865984,5.340576171875e-05,0.00051116943359375,0.0
62390272,3.24249267578125e-05,0.00051116943359375,0.0
62914560,5.340576171875e-05,0.00048828125,0.0
63438848,4.1961669921875e-05,0.00052642822265625,0.0
63963136,2.5668990946261682e-05,0.0003901686623831776,0.0
64487424,3.62396240234375e-05,0.0004940032958984375,0.0
65011712,4.57763671875e-05,0.0005130767822265625,0.0
65536000,5.14984130859375e-05,0.0004730224609375,0.0
66060288,4.9591064453125e-05,0.0005054473876953125,0.0
66584576,6.103515625e-05,0.0004825592041015625,0.0
67108864,4.38690185546875e-05,0.0005340576171875,0.0
67633152,4.38690185546875e-05,0.000484466552734375,0.0
68157440,2.2816880841121494e-05,0.0003793306439836449,0.0
68681728,6.29425048828125e-05,0.0004901885986328125,0.0
69206016,6.103515625e-05,0.0005397796630859375,0.0
69730304,4.38690185546875e-05,0.0005359649658203125,0.0
70254592,6.67572021484375e-05,0.00049591064453125,0.0
70778880,4.9591064453125e-05,0.00046539306640625,0.0
71303168,4.57763671875e-05,0.000457763671875,0.0
71827456,4.76837158203125e-05,0.00060272216796875,0.0
72351744,2.9091523072429906e-05,0.000442077066296729,0.0
72876032,4.00543212890625e-05,0.000530242919921875,0.0
73400320,4.1961669921875e-05,0.0004863739013671875,0.0
