collected_frames,rew/shaping,rew/step_penalty,rew/joint_ang_from_flat_penalty,rew/joint_angle_var_penalty,rew/roll_penalty,rew/roll_rate_penalty,rew/pitch_penalty,rew/pitch_rate_penalty,rew/shock_penalty,rew/clearance,rew/action_bonus,rew/flipper_action_bonus,rew/terminal_bonus,rew/total_reward
1441792,1.419171042740345,-0.060551192170668906,-0.16247817932162434,-0.08662236452801153,-0.05080991008435376,-0.1896624171640724,-0.32972645456902683,-0.21673363156151026,-0.057705194762093015,-0.0569618594890926,2.9860890712589025,0.718611219432205,0.0027253283187747,3.9145615957677364
1572864,1.2484713774174452,-0.06065742233237171,-0.18928131938446313,-0.08487198251532391,-0.059493229433428496,-0.18716574949212372,-0.26057845121249557,-0.19712622230872512,-0.03902376275800634,-0.05931114323902875,2.6276867985725403,0.7074018749408424,0.017555325903231278,3.4632390681654215
1703936,1.246037209406495,-0.060763652494074505,-0.2030101128621027,-0.07372060662601143,-0.05571509356377646,-0.20015645306557417,-0.18499716988299042,-0.19880710705183446,-0.040251552913105115,-0.049107198108686134,2.8468571733683348,0.7060793954879045,0.03845821335562505,3.7702837958931923
1835008,1.1994502637535334,-0.06086988265577742,-0.21398934395983815,-0.06582884577801451,-0.0566528357740026,-0.21758863946888596,-0.1588810869725421,-0.19856994377914816,-0.03922073787543923,-0.04795014127739705,2.9172496870160103,0.7157391179352999,0.033591045532375574,3.805727481842041
1966080,1.734715435653925,-0.060976112817480645,-0.1547723573166877,-0.06596843240549788,-0.03825686004711315,-0.2332392712123692,-0.12403667907346971,-0.20577955181943253,-0.06749736741767265,-0.0400817115441896,3.8591765109449625,0.7034423891454935,0.007135507214115933,5.3128793481737375
2097152,1.353242315351963,-0.06108234297918354,-0.20197311497759074,-0.07142015115823597,-0.059547188167925924,-0.2535636912798509,-0.14644429791951552,-0.20468122710008174,-0.04114891277276911,-0.05331481952453032,3.261475373059511,0.7165810028091073,0.02271423817728646,4.259555807337165
2228224,1.298855791799724,-0.06118857314088633,-0.2189992950297892,-0.06626173999393359,-0.05101438393467106,-0.24875109700951725,-0.1978162950836122,-0.20817288488615304,-0.03355993383593159,-0.05981752381194383,3.23118550516665,0.7091079447418451,0.058526977911242284,4.1513120494782925
2359296,1.274648256599903,-0.06129480330258913,-0.22456891101319343,-0.060496063699247316,-0.04898149138898589,-0.24489756987895817,-0.22264258132781833,-0.20483324548695236,-0.030573934305721195,-0.06250661963713355,3.3054210394620895,0.709851976018399,0.01838391402270645,4.14650329016149
2490368,1.4272446930408478,-0.06140103346429204,-0.20495996583485976,-0.05164464743575081,-0.033589077793294564,-0.2271565879927948,-0.18011283775558695,-0.19396339589729905,-0.037112148420419544,-0.05315389740280807,3.7972225584089756,0.699817213229835,0.018001244839979336,4.897787231951952
2621440,1.4874713271856308,-0.061507263625995276,-0.19248254550620914,-0.06389919461798854,-0.044225266567082144,-0.24924919323530048,-0.160152513301,-0.21260476077441126,-0.04200728167052148,-0.054927892109844834,4.005931181833148,0.7174554564990103,0.01884090280509554,5.147474769502878
2752512,1.3415307365357876,-0.06161349378769819,-0.21317622007336468,-0.06571910047205165,-0.05154951842268929,-0.23672349867410958,-0.18288608104921877,-0.2063499609939754,-0.03211225124687189,-0.06073223132989369,3.7535192277282476,0.7085903263650835,0.04392547471798025,4.73537814617157
2883584,1.6930511835962534,-0.061719723949400965,-0.17744230438256636,-0.0897033206128981,-0.06921922994661145,-0.22226689069066197,-0.16319603542797267,-0.20063123712316155,-0.04798492247937247,-0.0545837377285352,4.528239075094461,0.7014706931076944,0.017852605364168994,5.8525984436273575
3014656,1.3847458781674504,-0.061825954111103865,-0.20438119571190327,-0.09421253990149125,-0.09232407354284078,-0.22463828034233302,-0.16824287234339863,-0.19957428169436753,-0.030728323821676895,-0.0637653135927394,4.148114334791899,0.7197319865226746,0.03768734054756351,5.148751817643642
3145728,1.335047833621502,-0.06193218427280667,-0.2086249078856781,-0.08541441860143095,-0.08200228086207062,-0.2211531155044213,-0.17351273179519922,-0.197225212585181,-0.0246176565742644,-0.06842177029466256,4.139863532036543,0.7234151801094413,0.05403140936687123,5.127560451626778
3276800,1.3107498046010733,-0.06203841443450991,-0.20761026616673917,-0.08376008993946016,-0.06984578451374546,-0.21433306683320552,-0.19143847550731152,-0.1977254730882123,-0.02138576343895693,-0.07159272208809853,4.282415885478258,0.7096117986366153,0.053500100344535895,5.234689347445965
3407872,1.4694429347291589,-0.062144644596212814,-0.19093586143571883,-0.07892741388059221,-0.06139375822385773,-0.20078672433737665,-0.1796334288083017,-0.19381050521042198,-0.02485071781120496,-0.0677858887356706,4.573806773871183,0.6964145828969777,0.04771895508747548,5.724835731089115
3538944,1.4829326905310154,-0.06225087475791559,-0.1851371853845194,-0.08907003875356168,-0.06746675298199989,-0.2126489084912464,-0.21933832694776356,-0.20462421188130975,-0.024249524241895415,-0.07700443896465003,4.634328708052635,0.7049531172960997,0.05661916789540555,5.735239915549755
3670016,1.4635020829737186,-0.062357104919618496,-0.18796378246042877,-0.09096736152423546,-0.07066699778079055,-0.2139132752781734,-0.2057468604762107,-0.20152232761029154,-0.02182652490591863,-0.07793170487275347,4.735310103744268,0.6956211528740823,0.09424879288417287,5.853756625205278
3801088,1.4356731874868274,-0.062463335081321736,-0.18770024669356644,-0.09689286793582141,-0.06736446326249279,-0.22157909465022385,-0.2090812937822193,-0.20302156265825033,-0.019560630276828306,-0.07954365108162165,4.785618133842945,0.6991432276554406,0.08444013792905025,5.855457540601492
3932160,1.4368414310738444,-0.06256956524302454,-0.18831965210847557,-0.09814691822975874,-0.08056599472183734,-0.21856896847020835,-0.2199906085152179,-0.20299515989609063,-0.01866620380860695,-0.08384038938675076,5.001512471586466,0.6973776179365814,0.10511453088838607,6.064504150301218
4063232,1.5455801766365767,-0.06267579540472744,-0.18061349401250482,-0.09308966813841835,-0.07630000339122489,-0.21471289359033108,-0.21567821339704096,-0.20457999652717263,-0.02307109147841402,-0.08094935235567391,5.235807050019503,0.7041826117783785,0.0859542089747265,6.41668438911438
4194304,1.4788655322045088,-0.06278202556643021,-0.18816781952045858,-0.09537344262935221,-0.06354777040542103,-0.2185949826380238,-0.21708751854021102,-0.20346778410021216,-0.018595733383335755,-0.08336113730911165,5.09082031622529,0.704189719632268,0.10161832896119449,6.221847038716078
4325376,1.5180574739351869,-0.06288825572813311,-0.18748869630508125,-0.08917778346221894,-0.06695446191588417,-0.21792455075774342,-0.21432316664140671,-0.2084951945580542,-0.0207656531019893,-0.07999672449659556,5.24187870696187,0.7078202422708273,0.11202707854681648,6.428302422165871
4456448,1.492887363769114,-0.06299448588983636,-0.1918430698569864,-0.0823061007540673,-0.06146495175198652,-0.218295817845501,-0.21896752179600298,-0.20629943464882672,-0.018882218428188935,-0.08182206493802369,5.1753567494452,0.7082415777258575,0.10670845684944652,6.337226882576942
4587520,1.498268911615014,-0.06310071605153915,-0.19658326846547425,-0.07723144016927108,-0.05411492250277661,-0.21820373414084315,-0.21276887715794146,-0.20950079965405166,-0.01868609660959919,-0.07827034656656906,5.216246113181114,0.7080005202442408,0.11689978050708305,6.408318132162094
4718592,1.53428022749722,-0.06320694621324206,-0.1966882589040324,-0.07550979009829462,-0.058457422943320125,-0.21810431277845055,-0.2133927394170314,-0.2125446565914899,-0.02018367720029346,-0.0782618579105474,5.2844784408807755,0.7076174826361239,0.09591703898331616,6.483224391937256
4849664,1.5313751110807061,-0.06331317637494485,-0.196460967999883,-0.0744198095635511,-0.056935575121315196,-0.21990848169662058,-0.22328454989474267,-0.21049875987228006,-0.01972619798470987,-0.07997844717465341,5.304439585655928,0.7005201722495258,0.1338550126674818,6.523226156830788
4980736,1.5354552762582898,-0.06341940653664775,-0.1962092516478151,-0.07436600723303854,-0.05411745319725014,-0.21687999996356666,-0.2199610765092075,-0.20894033322110772,-0.018424975602101767,-0.07787527906475589,5.302808620035648,0.698930383194238,0.11248960190278012,6.516697470098734
5111808,1.481852331198752,-0.06352563669835098,-0.19716292060911655,-0.07104949053609744,-0.057407313492149115,-0.22389893175568432,-0.21481306466739625,-0.20841219020076096,-0.01898277197506104,-0.07937381282681599,5.197807118296623,0.6966598122380674,0.11287227079446893,6.352139890193939
5242880,1.5114057771861553,-0.06363186686005377,-0.19837122748140246,-0.06941638473654166,-0.06179540301673114,-0.22231578140053898,-0.21288768714293838,-0.2083946077618748,-0.019096628768238588,-0.08178847300587222,5.145038451999426,0.7050940375775099,0.08990739888395183,6.310668181627989
5373952,1.5198736675083637,-0.06373809702175669,-0.19494500989094377,-0.07096941670170054,-0.061669126473134384,-0.2247280456358567,-0.21296580065973103,-0.21202572609763592,-0.020500817792708403,-0.08506148448213935,5.221763022243977,0.7063642367720604,0.10055017669219524,6.398773215711117
5505024,1.7097526341676712,-0.0638443271834595,-0.17758898274041712,-0.06728299986571074,-0.05821558379102498,-0.22970631858333945,-0.1956121880793944,-0.20762669667601585,-0.027161392469679413,-0.07990235585020855,5.428162869066,0.7063669231720269,0.053345926047768444,6.788088373839855
5636096,1.5577804930508137,-0.06395055734516238,-0.18854321353137493,-0.07406818453455344,-0.06419950121198781,-0.2339781648479402,-0.2007014184491709,-0.21014207520056516,-0.020267910877009854,-0.08818565640831366,5.293071810156107,0.7031642692163587,0.11484886608377565,6.522349659353495
5767168,1.4817708162590861,-0.06405678750686561,-0.19321211450733244,-0.07651241146959364,-0.06544718676013872,-0.23514688247814775,-0.2085679838201031,-0.211433490854688,-0.017646135012910236,-0.088809147127904,5.178123705089092,0.7029946385882795,0.10366924382105935,6.302846129983664
5898240,1.4660906689241529,-0.0641630176685685,-0.19462934881448746,-0.07359074207488447,-0.0660518248041626,-0.23173314228188246,-0.20236221130471677,-0.20955399225931615,-0.018725636600720463,-0.08921531605301425,5.0728244967758656,0.6958237523213029,0.10381788400991354,6.185318224132061
6029312,1.526814203709364,-0.06426924783027131,-0.1831441904651001,-0.07169107446679845,-0.05958706507226452,-0.2255581789650023,-0.20501331856939942,-0.20811014680657536,-0.021760566143711912,-0.08497984381392598,5.369324177503586,0.6947850119322538,0.10199546381772961,6.56565959751606
6160384,1.5024277260527015,-0.06437547799197414,-0.17771870910655707,-0.07726963772438467,-0.06319311246625148,-0.2316900318255648,-0.21375315403565764,-0.20826287113595754,-0.018712253753619734,-0.08849438984179869,5.233390152454376,0.6984495553188026,0.0831379560258938,6.370427865535021
6291456,1.5520704677328467,-0.064481708153677,-0.1787188003072515,-0.07307843083981425,-0.05632573121692985,-0.2286296202801168,-0.2079321350902319,-0.21152203355450183,-0.020837296167883324,-0.0884734004503116,5.364904969930649,0.6920468350872397,0.1116499446798116,6.587470043450594
6422528,1.5364717412739992,-0.06458793831538025,-0.18098651769105345,-0.07149660791037604,-0.047551510186167434,-0.22969455574639142,-0.20841661863960326,-0.21105651184916496,-0.019005202266271226,-0.08687380497576669,5.349584620445967,0.6936639873310924,0.12974764843238518,6.587088603526354
6553600,1.528096416965127,-0.06469416847708312,-0.18235609133262187,-0.06836877460591495,-0.04646478476934135,-0.22949213546235114,-0.2194326634053141,-0.21218317141756415,-0.0188686513047287,-0.09019212413113564,5.334964122623205,0.6913458565250039,0.12480062594113406,6.543835386633873
6684672,1.5802305368706584,-0.06480039863878594,-0.17707010253798217,-0.06951077235862613,-0.04526254316442646,-0.22609989764168859,-0.22846449760254472,-0.215557539020665,-0.0210359783959575,-0.08795757475309074,5.508812814950943,0.6881410726346076,0.11096446083683986,6.748965241014957
6815744,1.5421716617420316,-0.06490662880048877,-0.17604040447622538,-0.07063319650478661,-0.0520708596741315,-0.22619536356069148,-0.21943752630613744,-0.21539233590010554,-0.019645232234324794,-0.08841802779352292,5.475510999560356,0.6800251072272658,0.13658587506506592,6.698341839015484
6946816,1.5830068653449416,-0.06501285896219165,-0.17303020879626274,-0.06869275611825287,-0.04322287187096663,-0.2273376234807074,-0.22075352887623012,-0.21599805413279682,-0.020659674031776376,-0.0886355786351487,5.62085734680295,0.6769277136772871,0.13741999922785908,6.891301427036524
7077888,1.5653565032407641,-0.06511908912389487,-0.1739987168693915,-0.06981841241940856,-0.046760628814809024,-0.2286246318835765,-0.2293868623673916,-0.21595169231295586,-0.019385401286854176,-0.09094081132207066,5.572160895913839,0.6689355918206275,0.13879096535674762,6.802050359547138
7208960,1.5482353130355477,-0.06522531928559773,-0.1731864414177835,-0.06916925049154088,-0.04940031238947995,-0.22692130226641893,-0.226336591062136,-0.21408723923377693,-0.01860616085195943,-0.08946473646210507,5.607287582010031,0.6689155395142734,0.12898231038707308,6.817599982023239
7340032,1.5862984079867601,-0.06533154944730056,-0.16913511406164616,-0.07022419036366045,-0.057050089788390324,-0.2345696531701833,-0.22680766053963453,-0.21428557322360575,-0.021073835781862726,-0.08979844022542238,5.763954341411591,0.679983769543469,0.13392379799915943,7.012382674962282
7471104,1.5594300515949726,-0.0654377796090034,-0.16816502262372524,-0.07388542173430324,-0.055549644224811345,-0.23500801052432507,-0.23731524124741554,-0.21462365216575563,-0.02030757122702198,-0.08779929770389572,5.738614451140165,0.6719825020991266,0.1358260732376948,6.944490019232035
7602176,1.5546931196004152,-0.06554400977070628,-0.16633612953592092,-0.07954967929981649,-0.06758160155732185,-0.2360648213652894,-0.23957168543711305,-0.21248084714170545,-0.02066929003558471,-0.08923200465505943,5.601034544408321,0.6736398516222835,0.14152736350661144,6.790615722537041
7733248,1.5134931653738022,-0.06565023993240951,-0.1681849507149309,-0.08170485275331885,-0.070498665998457,-0.23801120300777256,-0.24205817794427276,-0.2123468810459599,-0.019947528064221842,-0.09024709166260436,5.591607756912708,0.6751838610507548,0.11461483713355847,6.702979616820812
7864320,1.5485307313501835,-0.06575647009411235,-0.16442389285657555,-0.08419437310658395,-0.07132754777558148,-0.23380473896395415,-0.2450736933387816,-0.21165246819145977,-0.01991812807682436,-0.08862132870126516,5.670339912176132,0.6715057766996324,0.13118186460633297,6.832771722227335
7995392,1.5282571893185377,-0.0658627002558152,-0.1660381550900638,-0.09034531418001279,-0.07292018109001219,-0.22631206538062543,-0.2486766716465354,-0.20754083187785,-0.02005309179367032,-0.09160206600790843,5.646022953093052,0.6748956455849111,0.12183573374932166,6.7782051004469395
8126464,1.7328848047181964,-0.06596893041751804,-0.16008896299172193,-0.08843874547164887,-0.06976189036504366,-0.23088183184154332,-0.2537120038177818,-0.21196597174275666,-0.024579041732067708,-0.08327540551545098,5.968612432479858,0.6748255654238164,0.07440298813162372,7.259119261056185
8257536,1.6158447470515966,-0.06607516057922089,-0.1659140259725973,-0.09523994312621653,-0.07863381021888927,-0.23472032451536506,-0.2633379139006138,-0.21195083868224174,-0.021656445467669982,-0.08569750626338646,5.893586523830891,0.6745076426304877,0.15270145070098806,7.109861586242914
8388608,1.526671452447772,-0.06618139074092413,-0.16658607975114137,-0.10005010914755985,-0.08815733657684177,-0.2362245706608519,-0.26214970962610096,-0.20824655483011156,-0.019790370939517743,-0.08955701516242698,5.620486922562122,0.6783677209168673,0.12145306450838689,6.706326097249985
8519680,1.4821977764368057,-0.06628762090262698,-0.1683880154741928,-0.09696693526348099,-0.09542283328482881,-0.23527737357653677,-0.2645921087823808,-0.20790886250324547,-0.019057663328567287,-0.09003834734903648,5.530824273824692,0.6735456939786673,0.12548057483218145,6.564270868897438
8650752,1.5824096482247114,-0.06639385106432984,-0.16576679656282067,-0.0958014132338576,-0.08699850278208032,-0.2404915870865807,-0.25015405018348247,-0.2086746838176623,-0.02213480650971178,-0.09120218321913853,5.69366043433547,0.6713711093179882,0.11727137921843678,6.8332871831953526
8781824,1.546166393905878,-0.06650008122603268,-0.16516847407910973,-0.09811817843001336,-0.08425850520143285,-0.2525410499656573,-0.25527546845842153,-0.2131162853911519,-0.020973073042114265,-0.09202300681499764,5.6483639143407345,0.6811117720790207,0.11209586326731369,6.735248126089573
8912896,1.5820461083203554,-0.06660631138773553,-0.16388876317068934,-0.09432858094805852,-0.06861135855433531,-0.2539742508670315,-0.25503944454248995,-0.2164312822278589,-0.02268923980227555,-0.0895072699058801,5.794487606734037,0.6807037102989852,0.14228163201187272,6.964386008679867
9043968,1.547132320702076,-0.06671254154943876,-0.1630520235048607,-0.09082626679446548,-0.0620452185976319,-0.25714394613169134,-0.2593788675731048,-0.2157687828876078,-0.019890681592642068,-0.0910093171405606,5.649931889027357,0.6797555023804307,0.11361546949774493,6.759993251413107
9175040,1.5216164868324995,-0.0668187717111416,-0.16258027870208025,-0.08887221367331222,-0.05822441400960088,-0.2511477932566777,-0.2566718814196065,-0.21187013247981668,-0.021411447811260587,-0.08785168291069567,5.563160769641399,0.6730004996061325,0.10988523924606852,6.657070759683847
9306112,1.541522498242557,-0.06692500187284446,-0.16073822951875627,-0.08547987299971282,-0.0557119672303088,-0.24322106956969947,-0.2547437200555578,-0.21233985479921103,-0.02196353367253323,-0.08817354531493038,5.618226818740368,0.6775309410877526,0.09917367523303255,6.742838315665722
9437184,1.5443369327113032,-0.0670312320345473,-0.15709543495904654,-0.08142194361425936,-0.04906752475653775,-0.24151733657345176,-0.24696226115338504,-0.2114350077463314,-0.02158245625832933,-0.08842476335121319,5.674814090132713,0.6786385430023074,0.13977372751105577,6.86913001537323
9568256,1.5696812653914094,-0.06713746219625015,-0.15846866695210338,-0.08261887723347172,-0.04462464599055238,-0.24033634481020272,-0.24630702985450625,-0.21509823331143707,-0.022849586388474563,-0.08949537144508213,5.63013743236661,0.6863554725423455,0.12882813584292307,6.844374563544989
9699328,1.5594224138185382,-0.06724369235795341,-0.1642806875752285,-0.08494975086068735,-0.045620916527695954,-0.24188530596438795,-0.24070348287932575,-0.21514846477657557,-0.020932833727783873,-0.08988193789264187,5.6333454214036465,0.6831152308732271,0.14448672116850503,6.845795214176178
9830400,1.5721397520974278,-0.06734992251965621,-0.167257756809704,-0.08582382119493559,-0.0549150723090861,-0.2395516833057627,-0.23739779833704233,-0.21469544107094407,-0.021337461887014797,-0.08841549046337605,5.5417577512562275,0.6830228506587446,0.1365060215757694,6.752984173595905
9961472,1.5566944433376193,-0.06745615268135909,-0.1710063397185877,-0.0872934628278017,-0.05873200885253027,-0.23372009466402233,-0.2329672109335661,-0.21204892732203007,-0.01955147950866376,-0.08652748831082135,5.519699782133102,0.6890534008853137,0.13955076833372004,6.732475534081459
10092544,1.5712581705302,-0.06756238284306194,-0.1775956298224628,-0.08702830132097006,-0.05345307246898301,-0.238598124939017,-0.23552276007831097,-0.2175346986623481,-0.022853586993733188,-0.08518333628308028,5.611217603087425,0.6854207944124937,0.14753146820294205,6.826626569032669
10223616,1.5395966274663806,-0.06766861300476477,-0.18416779930703342,-0.09522145771188661,-0.05105378860025667,-0.24079039215575904,-0.24614394002128392,-0.215842773206532,-0.021764597811852582,-0.08559722790960222,5.481182213872671,0.6879211347550154,0.12046476714021992,6.617238465696573
10354688,1.5467484844848514,-0.06777484316646804,-0.18347722163889557,-0.10075096023501828,-0.04261355215567164,-0.24330731912050396,-0.24933342437725514,-0.21709050273057073,-0.022656933731923345,-0.08315262605901808,5.5304488725960255,0.6857952806167305,0.1212245695060119,6.6703024953603745
10485760,1.5450078891590238,-0.06788107332817084,-0.18345907051116228,-0.10458088223822415,-0.04785159934544936,-0.2493062529247254,-0.24784496903885156,-0.2197434084955603,-0.022037388353055576,-0.08353293006075546,5.510765288025141,0.690263316500932,0.13072487611498218,6.646484114229679
10616832,1.5588617352768779,-0.06798730348987371,-0.18184233480133116,-0.10863871814217418,-0.059152848290978,-0.2577005821513012,-0.24405205063521862,-0.21689714107196778,-0.02237851246718492,-0.08432491513667628,5.526027016341686,0.6827332060784101,0.11886530587798916,6.639486771076918
10747904,1.652290703728795,-0.06809353365157667,-0.17417239514179528,-0.10450346884317696,-0.04809574282262474,-0.25219073216430843,-0.22015777544584125,-0.21227579563856125,-0.02633863363735145,-0.079110597318504,5.695161860436201,0.6954554598778486,0.05865901304059662,6.912892144173384
10878976,1.583172019571066,-0.0681997638132794,-0.17632842843886465,-0.10351672727847472,-0.05220296295010485,-0.25484592001885176,-0.22817108954768628,-0.21713854430709034,-0.022968459048570367,-0.0827664127573371,5.638908125460148,0.692031241953373,0.13331263448344544,6.83750157430768
11010048,1.5348151978105307,-0.06830599397498266,-0.17826203617732972,-0.1039388085482642,-0.04938046878669411,-0.2515896176919341,-0.23823040490970016,-0.21735375048592687,-0.021836247042301693,-0.08393319713650271,5.677018605172634,0.6862124809995294,0.1246409171144478,6.80548183619976
11141120,1.5388963874429464,-0.06841222413668548,-0.17641437496058643,-0.09784289938397706,-0.048194294940913096,-0.25075210502836853,-0.2528725432930514,-0.21672880509868264,-0.020608980445103953,-0.08832408679882064,5.637011989951134,0.6704020462930202,0.12273864191956818,6.74436017870903
11272192,1.5845469227060676,-0.06851845429838833,-0.1733700215118006,-0.09462650696514174,-0.04833356000017375,-0.2465010847663507,-0.2426685297396034,-0.21805574919562787,-0.023029271062114276,-0.08596155315171927,5.738349754363298,0.670233222655952,0.13939105921599548,6.927220184355974
11403264,1.5611691726371646,-0.0686246844600913,-0.17551778082270175,-0.0940431909984909,-0.054182131425477564,-0.24425297463312745,-0.24672223743982613,-0.21846697537694126,-0.021423077983854455,-0.08832596737192944,5.736757554113865,0.6692536920309067,0.12456659678719006,6.875972166657448
11534336,1.6061461064964533,-0.06873091462179402,-0.1737322002882138,-0.08796340652043,-0.04686272903927602,-0.23906147840898484,-0.23726099322084337,-0.21674699522554874,-0.0216443493773113,-0.08344222424784675,5.769244529306889,0.6647419924847782,0.15475236510974355,7.01572797447443
11665408,1.545840434730053,-0.0688371447834973,-0.17785423377063125,-0.08688437280943617,-0.0442080968641676,-0.23327480617444962,-0.24561992415692657,-0.2164899477502331,-0.02149763043416897,-0.08405111345928162,5.6136417500674725,0.6687874742783606,0.1457833681924967,6.791949823498726
11796480,1.548544610850513,-0.0689433749452001,-0.1768361704889685,-0.0839182393392548,-0.04120477018295787,-0.23234219779260457,-0.2364822351373732,-0.21499047498218715,-0.02064810688898433,-0.0859098054934293,5.50480604544282,0.6695106760598719,0.12966225849231705,6.687392298132181
11927552,1.6037855660542846,-0.06904960510690296,-0.17327773966826499,-0.07872262224555016,-0.042821350012673065,-0.2244843551889062,-0.24564297287724912,-0.21698021155316383,-0.022186565831361804,-0.08346364682074636,5.6491801999509335,0.6773652578704059,0.149199714360293,6.918874893337488
12058624,1.5695118755102158,-0.06915583526860593,-0.17284787073731422,-0.07868632004829124,-0.03835187049116939,-0.22331651311833411,-0.25461550161708146,-0.21711568953469396,-0.0205741806748847,-0.08376663096714765,5.587214853614569,0.6850569411180913,0.13803116204508115,6.81821795552969
12189696,1.597297108732164,-0.06926206543030865,-0.1729565286077559,-0.08189324015984312,-0.05374703387496993,-0.22819173766765743,-0.2494312085909769,-0.21670367463957518,-0.021934290562057868,-0.08444945618975908,5.637584764510393,0.6842400096356869,0.15969385308562778,6.896597571671009
12320768,1.5922442311421037,-0.06936829559201192,-0.17383679479826242,-0.08097500028088689,-0.049057556374464184,-0.23001601931173354,-0.23849017161410302,-0.21788612531963736,-0.021123061393154785,-0.08468420983990654,5.638347584754229,0.6809033253230155,0.15140480353147723,6.893491476774216
12451840,1.5655834442004561,-0.06947452575371472,-0.172613020054996,-0.07989518996328115,-0.04349521853146143,-0.2301864483160898,-0.2466406939784065,-0.2153605114435777,-0.019974849052232457,-0.08600641606608406,5.507567930966616,0.6900071264244616,0.14274415593536105,6.739077992737293
12582912,1.568199952133,-0.06958075591541758,-0.16711652174126357,-0.08004803385119885,-0.048655840393621475,-0.2350605798419565,-0.24797781382221729,-0.2178213082952425,-0.02198101500107441,-0.08735829300712794,5.511138502508402,0.6950583816505969,0.14069324053707533,6.73650561645627
12713984,1.5609670393168926,-0.06968698607712057,-0.16449837398249656,-0.07848170155193657,-0.054522953840205446,-0.2384809140348807,-0.2406331601087004,-0.2137282801559195,-0.021661891252733767,-0.08512716350378469,5.490197289735079,0.6959482561796904,0.13011924792954233,6.7066394574940205
12845056,1.580232460051775,-0.06979321623882366,-0.16518727701622993,-0.07538931898307055,-0.047890907706459984,-0.2343035968951881,-0.24630578781943768,-0.21568009338807315,-0.022833152976090787,-0.08731973421527073,5.579216435551643,0.7011042982339859,0.15307858455344103,6.845137260854244
12976128,1.5990180224180222,-0.06989944640052655,-0.16666358872316778,-0.0771198610891588,-0.04558253433788195,-0.22927648783661425,-0.24299218505620956,-0.21667821414303035,-0.021837124815647257,-0.08228796068578959,5.570993099361658,0.7059396533295512,0.1387111112853745,6.858640477061272
13107200,1.5686935083940625,-0.07000567656222934,-0.1691276349592954,-0.07815032312646508,-0.04923989495728165,-0.22883776249364018,-0.24212477740366012,-0.21482986363116652,-0.020996339811972575,-0.08329499507090077,5.465685624629259,0.710088920313865,0.1486739398969803,6.733377311378717
