collected_frames,train/mean_reward,train/mean_state_value,train/value_minus_reward,train/mean_advantage_GAE,train/mean_action_sample_log_prob,train/mean_critic_loss,train/mean_objective_loss,train/mean_entropy_loss,train/mean_entropy,train/mean_kl_approx,train/mean_clip_fraction,train/mean_advantage,train/std_advantage,train/total_grad_norm,train/policy_operator_lr,train/value_operator_lr
16384,-0.40438365936279297,-0.757742166519165,-0.35335850715637207,-5.316367149353027,-2.6699256896972656,5.500913143157959,-0.004932348616421223,-0.0933266207575798,2.6635448932647705,0.00028407893842086196,0.0,-5.316367149353027,9.564373016357422,6.254063606262207,0.00015146527499324903,0.0005780261315226248
32768,-0.39173591136932373,-3.977464199066162,-3.5857282876968384,-3.832573652267456,-2.6737656593322754,6.283054351806641,-0.0011402112431824207,-0.09357770532369614,2.670711040496826,-0.00024421693524345756,0.0,-3.832573652267456,11.009997367858887,4.166745185852051,0.00015110622135102648,0.0005766559007034997
49152,-0.16747094690799713,-4.829440593719482,-4.661969646811485,-1.4232171773910522,-2.6697487831115723,5.301708698272705,-0.0015788255259394646,-0.09375236928462982,2.6756954193115234,3.234390169382095e-05,0.0,-1.4232171773910522,9.189512252807617,4.6886210441589355,0.00015074716770880394,0.0005752856698843746
65536,-0.07507245242595673,-5.702849388122559,-5.627776935696602,-0.2459588646888733,-2.6699461936950684,5.362866401672363,-0.001729767769575119,-0.09317979216575623,2.6593544483184814,1.1732685379683971e-05,0.0,-0.2459588646888733,9.102420806884766,6.696110248565674,0.00015038811406658137,0.0005739154390652495
81920,-0.06234021112322807,-5.26409912109375,-5.201758909970522,-0.2602834701538086,-2.666626453399658,5.608692646026611,-0.0009540938772261143,-0.09379199147224426,2.6768267154693604,-0.000283189641777426,0.0,-0.2602834701538086,8.899415969848633,9.708062171936035,0.0001500290604243588,0.0005725452082461243
98304,-0.0505814403295517,-4.788820743560791,-4.738239303231239,-0.0886436179280281,-2.6652960777282715,6.504496097564697,-0.0012006666511297226,-0.09358188509941101,2.670830011367798,0.0002828974975273013,0.0,-0.0886436179280281,10.262619018554688,12.66207504272461,0.00014967000678213626,0.0005711749774269992
114688,-0.21274195611476898,-3.5921003818511963,-3.3793584257364273,-2.0045459270477295,-2.6666550636291504,6.130851745605469,-0.0008634566329419613,-0.09344750642776489,2.66699481010437,0.0004863864742219448,0.0,-2.0045459270477295,9.5779390335083,5.386348247528076,0.0001493109531399137,0.0005698047466078741
131072,0.275116890668869,-5.995689392089844,-6.270806282758713,2.915477991104126,-2.67301082611084,6.546617031097412,-0.0005728746764361858,-0.09320955723524094,2.6602039337158203,-0.0002251254627481103,0.0,2.915477991104126,10.91490364074707,6.20478630065918,0.00014895189949769113,0.000568434515788749
147456,-0.04750561714172363,-4.44325065612793,-4.395745038986206,-0.4646432399749756,-2.6701791286468506,5.175367832183838,-0.0015096180140972137,-0.09408843517303467,2.6852869987487793,-0.00027144217165187,0.0,-0.4646432399749756,8.311478614807129,5.9986958503723145,0.00014859284585546856,0.0005670642849696238
163840,-0.1398325264453888,-3.185148239135742,-3.0453157126903534,-1.166368007659912,-2.675723075866699,4.851313591003418,-0.0028007314540445805,-0.09343205392360687,2.6665537357330322,0.0006300051463767886,0.0,-1.166368007659912,8.112491607666016,9.206506729125977,0.00014823379221324601,0.0005656940541504987
