collected_frames,grad_contrib/shaping,grad_contrib/roll_penalty,grad_contrib/roll_rate_penalty,grad_contrib/pitch_penalty,grad_contrib/pitch_rate_penalty,grad_contrib/shock_penalty,grad_contrib/action_bonus,grad_contrib/flipper_action_bonus,grad_contrib/terminal_bonus
131072,-0.28581929768417325,-0.005208558595542912,-0.00990950538077298,-0.03389746902896032,0.06855174869275639,0.0684577085229316,-0.4790748499529807,0.03680375138313115,0.012277110758750721
262144,-0.0758672732721129,-0.002312807094739215,-0.0014217906893009289,-0.013663714817238088,0.043169226992040136,0.055214238134609676,-0.4724427603923475,0.011565449937015535,-0.324342738670596
393216,0.09338176621552217,-0.0033117063807770936,0.05013576053670486,0.026476734280699864,-0.15481559906412473,-0.0772293350704901,0.5670053098267747,0.01655953145316289,-0.011084257171743607
524288,0.05516486288031696,0.007282987189938874,0.014866165588184661,0.030525823204107145,-0.028257586485875362,0.002555149405181059,0.4526756427590546,-0.010952742579710198,0.3977190399076312
655360,-0.16075178573484059,-0.002188858681356789,0.040006143874680315,-0.022617838009452107,-0.0055924426850879495,0.08381518622845932,-0.5423176026371852,0.010249722255014082,-0.13246041989392365
786432,-0.14808336210246661,0.03470567800138019,-0.017335451601713906,0.003098918564154299,-0.08983259005094552,-0.06305800945042095,0.15324502350178584,-0.04847175427006283,0.44216921245706986
917504,-0.09817329733633484,0.01503845608927922,0.008768260166294225,-0.06772588591971374,0.0031362297805208584,-0.23097727884417,-0.23245780731958277,-0.007860661568738027,0.33586212297536633
1048576,-0.1394664015295138,-0.06210295994514355,-0.05390868428165312,0.016913139730543005,-0.06062139301432794,-0.03442540710072763,-0.2778692147657039,0.032357345649139065,0.322335453983248
1179648,0.01389052954592471,-0.011086260860437468,0.057024678824331126,0.08736737501390858,0.1380905855811046,0.05209922895875459,0.07760448629090262,0.04253577144195388,0.5203010834826824
1310720,-0.0072854783920774805,-0.039932683150357404,-0.01900740295433617,-0.09077259194187978,-0.04383498512820594,0.17407511864891462,0.1347842556918742,0.023686618760010113,0.4666208653323443
1441792,-0.09193984320681207,-0.058427811606240616,0.0026057886105808185,-0.13632795640420392,-0.11725553359217736,0.1444267806636445,-0.194232473531886,0.07740534330358236,0.17737846908087235
1572864,0.07375267625928794,0.01966224553091047,0.0037850506018067315,0.023756028075438314,0.10048830516042535,0.15362622892605285,0.1706345034989659,0.05371050387877505,0.40058445806833737
1703936,0.27046317259603797,0.021453297149422658,0.055199107132263864,0.022681036855821866,0.19330162152002614,-0.026190134103064658,0.03909978731582639,0.0015194296233166922,0.37009241370421975
1835008,-0.07950107431893605,0.02215177633723018,-0.26395887544104485,0.06477497562691396,-0.01829277265094763,0.10961251322634372,0.14626567708308552,0.03472661402355262,0.2607157212919454
1966080,0.06254830482088578,0.019465080929260362,-0.017609471150798868,0.02020181384329944,-0.013859642785868867,0.04994704851365657,-0.4336318687046441,-0.012896451859487165,0.3698403173920988
2097152,0.06618706774505952,0.015210546792012204,-0.01866888646824525,-0.009912242185433075,-0.04030081045350778,-0.028817320031102916,0.5781784268082066,-0.022478865752954363,0.22024583376347825
2228224,-0.080060724777718,-0.05294626185031962,-0.03910516037104359,-0.09299863380975616,-0.049947619003521244,0.1002047583227523,-0.001046709747186282,0.086327554021746,0.4973625780959568
2359296,-0.22789849724475797,-0.022129531282252552,0.014481218436653684,-0.04147891047152959,-0.07399299249698262,0.023796977900798644,-0.4793972932939819,0.011218442764593344,-0.1056061361084497
2490368,0.1301058509246657,0.01615606641077361,0.006010136620362683,0.023356436146698117,-0.08987121603567808,0.08293513703151774,0.583574318100541,0.006097769230704106,0.061893069499058956
2621440,-0.4309489979545341,-0.007658763442163529,0.06623128061559587,0.07683707122534748,0.04202703187570839,0.05984291544923072,-0.2811494280989323,0.03091155498681339,-0.004392956351674226
2752512,0.0711694395624531,-0.014550682837563611,0.021270347154282845,0.01092407129852067,0.03662660399256546,-0.06560078052382858,0.10580540536295731,-0.02279266014635335,0.6512600091214751
2883584,-0.13213063172354228,0.001742416206263741,-0.004816741293893613,-0.02650347903882881,0.02677867352693894,0.03969597615995558,-0.5289214971254574,-0.0015243324624704254,-0.23788625246264916
