attempt,collected_frames,failure/rollover,failure/out_of_range,failure/shock_high
0,131072,0.0002288818359375,0.0,0.0
0,262144,3.814697265625e-05,0.0,0.0
0,393216,0.0,0.0,0.0
0,524288,0.0,0.0,0.0
0,655360,1.52587890625e-05,1.52587890625e-05,0.0
0,786432,0.0,0.0,0.0
0,917504,0.0,0.0001373291015625,0.0
0,1048576,0.0,0.0,0.0
0,1179648,7.62939453125e-06,9.1552734375e-05,0.0
0,1310720,2.941453313253012e-06,0.00010368622929216868,0.0
0,1441792,7.62939453125e-06,0.00012969970703125,0.0
0,1572864,0.0,6.103515625e-05,0.0
0,1703936,1.52587890625e-05,7.62939453125e-05,0.0
0,1835008,0.0,0.0001068115234375,0.0
0,1966080,1.52587890625e-05,0.00011444091796875,0.0
0,2097152,2.288818359375e-05,0.00014495849609375,0.0
0,2228224,7.62939453125e-06,0.00014495849609375,0.0
0,2359296,6.618269954819277e-06,0.00011030449924698795,0.0
0,2490368,1.52587890625e-05,0.0001220703125,0.0
0,2621440,0.0,0.00014495849609375,0.0
0,2752512,7.62939453125e-06,0.00016021728515625,0.0
0,2883584,7.62939453125e-06,0.0001068115234375,0.0
0,3014656,0.0,0.0001373291015625,0.0
0,3145728,0.0,0.00011444091796875,0.0
0,3276800,2.288818359375e-05,0.00012969970703125,0.0
0,3407872,1.3236539909638554e-05,0.00017648719879518072,0.0
0,3538944,7.62939453125e-06,0.00011444091796875,0.0
0,3670016,1.52587890625e-05,0.00017547607421875,0.0
0,3801088,2.288818359375e-05,0.00014495849609375,0.0
0,3932160,1.52587890625e-05,0.00020599365234375,0.0
0,4063232,1.52587890625e-05,0.0001678466796875,0.0
0,4194304,3.0517578125e-05,0.00011444091796875,0.0
0,4325376,2.288818359375e-05,0.00026702880859375,0.0
0,4456448,1.470726656626506e-05,0.00048828125,0.0
0,4587520,2.288818359375e-05,0.0003509521484375,0.0
0,4718592,3.0517578125e-05,0.00023651123046875,0.0
0,4849664,2.288818359375e-05,0.0002899169921875,0.0
0,4980736,3.814697265625e-05,0.00041961669921875,0.0
0,5111808,5.340576171875e-05,0.000335693359375,0.0
0,5242880,3.814697265625e-05,0.00035858154296875,0.0
0,5373952,3.0517578125e-05,0.0004730224609375,0.0
0,5505024,7.427169615963856e-05,0.0011126047157379519,0.0
0,5636096,5.340576171875e-05,0.00063323974609375,0.0
0,5767168,5.340576171875e-05,0.000518798828125,0.0
0,5898240,6.103515625e-05,0.00055694580078125,0.0
0,6029312,4.57763671875e-05,0.00046539306640625,0.0
0,6160384,3.814697265625e-05,0.0004730224609375,0.0
0,6291456,4.57763671875e-05,0.0004119873046875,0.0
0,6422528,2.288818359375e-05,0.00030517578125,0.0
0,6553600,2.720844314759036e-05,0.0003860657473644578,0.0
0,6684672,3.0517578125e-05,0.000213623046875,0.0
0,6815744,3.0517578125e-05,0.0002593994140625,0.0
0,6946816,7.62939453125e-06,0.00035858154296875,0.0
0,7077888,6.103515625e-05,0.00028228759765625,0.0
