attempt,collected_frames,torque/flipper_torque_FL,torque/flipper_torque_FL_max,torque/flipper_torque_FL_min,torque/flipper_torque_FR,torque/flipper_torque_FR_max,torque/flipper_torque_FR_min,torque/flipper_torque_RL,torque/flipper_torque_RL_max,torque/flipper_torque_RL_min,torque/flipper_torque_RR,torque/flipper_torque_RR_max,torque/flipper_torque_RR_min
0,131072,585.1130962371826,1000.0,0.9595257006585598,568.3952884674072,1000.0,0.8834422518266365,576.7498412132263,1000.0,1.0606505628675222,571.0349917411804,1000.0,1.0001985114067793
0,262144,578.0572514533997,1000.0,1.0721928961575031,568.252037525177,1000.0,0.8534739054739475,573.9620203971863,1000.0,1.0068773571401834,565.2265648841858,1000.0,0.8531696274876595
0,393216,587.8941836357117,1000.0,1.0135751143097878,569.8314824104309,1000.0,0.8790233759209514,580.3814949989319,1000.0,0.8496502786874771,569.3676700592041,1000.0,0.9874235838651657
0,524288,588.8214817047119,1000.0,1.1214694050140679,572.5013256072998,1000.0,0.909701082855463,581.2131357192993,1000.0,0.9092571353539824,568.9496011734009,1000.0,0.9450773932039738
0,655360,591.2325053215027,1000.0,0.8863364085555077,578.9303317070007,1000.0,0.9306303951889277,582.8420495986938,1000.0,0.9809939414262772,575.9769215583801,1000.0,0.962336827069521
0,786432,598.7491745948792,1000.0,1.1089551281183958,580.7377910614014,1000.0,0.9138039387762547,592.8029913902283,1000.0,0.996495584025979,584.8386182785034,1000.0,1.0336790196597576
0,917504,601.8874926567078,1000.0,1.0523797241039574,595.8371429443359,1000.0,0.9678589850664139,602.3450980186462,1000.0,0.9559154147282243,593.1689939498901,1000.0,0.816574917640537
0,1048576,596.6095581054688,1000.0,0.9280885383486748,583.3469090461731,1000.0,1.0236125402152538,587.5003542900085,1000.0,1.0262151472270489,581.5492653846741,1000.0,0.8863157704472542
0,1179648,273.56460951487225,999.2933659362793,0.4015998971213897,264.9667444864909,998.4028614298503,0.39615324401607116,276.1352610397339,999.648047434489,0.4278408811986446,278.5908177312215,999.7065028889974,0.4380775727828344
0,1310720,589.9497385025024,1000.0,0.968505509197712,590.6035795211792,1000.0,0.9902607602998614,587.4703350067139,1000.0,1.0340621266514063,577.1941471099854,1000.0,1.0255403202027082
0,1441792,606.3234934806824,1000.0,1.080870708450675,602.7724523544312,1000.0,1.0261181658133864,601.5694527626038,1000.0,0.9324847441166639,590.1136484146118,1000.0,0.9347393997013569
0,1572864,601.7067031860352,1000.0,1.06411605887115,599.6759247779846,1000.0,0.959260679432191,600.8722262382507,1000.0,0.8886262984015048,583.6564860343933,1000.0,0.936817804351449
0,1703936,606.5499563217163,1000.0,0.9153440841473639,604.3617024421692,1000.0,1.07464827504009,604.8832993507385,1000.0,1.2887960746884346,588.8384399414062,1000.0,1.1494654868729413
0,1835008,606.8007822036743,1000.0,0.956072386354208,600.7661738395691,1000.0,0.9968173056840897,604.6890139579773,1000.0,1.089476285269484,590.7618718147278,1000.0,1.034729331266135
0,1966080,602.5956158638,1000.0,0.9392757546156645,604.3202557563782,1000.0,1.1711302427574992,604.3530535697937,1000.0,1.0289655840024352,590.8704118728638,1000.0,1.0734003260731697
0,2097152,598.8773760795593,1000.0,0.913753304630518,607.6274218559265,1000.0,1.0756076388061047,596.4311237335205,1000.0,0.9544773045927286,587.8656582832336,1000.0,0.8786501833237708
0,2228224,301.0539725748698,999.9441733296712,0.45841541410734254,301.30865844726566,999.9833339945476,0.47969776826600236,310.3528638331095,999.9871538798014,0.4657385018716256,325.2613494873047,999.9488087972005,0.4969155704478423
0,2359296,576.437292098999,1000.0,0.819127406924963,573.4676821231842,1000.0,0.7903763595968485,599.5265936851501,1000.0,1.0670696310698986,589.224506855011,1000.0,0.9123602053150535
0,2490368,586.686007976532,1000.0,0.8471846804022789,587.0780644416809,1000.0,1.0319606196135283,605.9935612678528,1000.0,1.0774424588307738,594.4764084815979,1000.0,0.9496097732335329
0,2621440,587.0341510772705,1000.0,0.8240049015730619,592.0557641983032,1000.0,0.9432567730545998,605.0170035362244,1000.0,1.1271272636950016,596.6956510543823,1000.0,1.0961383553221822
0,2752512,591.4051117897034,1000.0,0.943315552547574,600.1709642410278,1000.0,1.1720798672176898,607.7737131118774,1000.0,1.0517980121076107,601.7193331718445,1000.0,1.0844146562740207
0,2883584,592.7360224723816,1000.0,1.1718489797785878,597.4464588165283,1000.0,0.8199830502271652,608.9335541725159,1000.0,1.1677951123565435,599.2981085777283,1000.0,1.0036794394254684
0,3014656,595.0000486373901,1000.0,1.075856490060687,605.439826965332,1000.0,1.0487682078965008,607.8755249977112,1000.0,1.0042985286563635,598.9651041030884,1000.0,0.893631162121892
0,3145728,592.1572470664978,1000.0,1.1279290572274476,610.4131212234497,1000.0,1.1156173958443105,611.218337059021,1000.0,1.0586929908022285,601.6816124916077,1000.0,1.0623332634568214
0,3276800,317.73900943756104,1000.0,0.4711952269822359,325.3766310373942,1000.0,0.5060488911221425,337.1308813476562,1000.0,0.519733322362105,338.59735631306967,1000.0,0.5324538082753618
0,3407872,589.091456413269,1000.0,0.8708852557465434,609.3906908035278,1000.0,1.1036231275647879,600.8425550460815,1000.0,0.9316794145852327,595.4293336868286,1000.0,1.0148744946345687
0,3538944,603.8593845367432,1000.0,1.1682276893407106,618.5240960121155,1000.0,1.0374370068311691,613.5075120925903,1000.0,1.190668186172843,602.6244149208069,1000.0,1.0480459621176124
0,3670016,600.9872226715088,1000.0,0.9758323058485985,611.5756168365479,1000.0,1.0015513985417783,612.0488862991333,1000.0,0.9701139493845403,600.360541343689,1000.0,0.884839529171586
0,3801088,602.0319671630859,1000.0,1.174116987735033,613.0173740386963,1000.0,1.1668406762182713,613.3858480453491,1000.0,0.9328619767911732,600.8033318519592,1000.0,0.8907616529613733
0,3932160,601.5284671783447,1000.0,0.9266220922581851,611.5319828987122,1000.0,0.962760554626584,612.9569067955017,1000.0,1.0026791046839207,599.6909017562866,1000.0,0.9661066858097911
0,4063232,605.3369288444519,1000.0,1.038261041045189,608.9081115722656,1000.0,1.0878948182798922,611.1212491989136,1000.0,1.031614925712347,595.2646055221558,1000.0,0.9838236607611179
0,4194304,602.0178046226501,1000.0,1.0084820222109556,609.6832389831543,1000.0,0.9485908448696136,617.0532126426697,1000.0,0.9978254782035947,595.6831703186035,1000.0,0.8341622874140739
0,4325376,324.8561807759603,1000.0,0.47066012959927317,322.4955924987793,1000.0,0.4950882132723927,334.32114128112795,1000.0,0.5292551304896673,352.20639760335285,1000.0,0.5682242370893558
0,4456448,590.3067092895508,1000.0,0.9577261118683964,603.4904298782349,1000.0,1.0113172307610512,595.8444385528564,1000.0,0.9973315298557281,582.5912933349609,1000.0,0.8448608312755823
0,4587520,596.1497049331665,1000.0,1.0028071869164705,606.3308138847351,1000.0,1.0327493441291153,605.8713188171387,1000.0,1.1319925850257277,593.6458969116211,1000.0,0.9381764903664589
0,4718592,594.1115698814392,1000.0,0.9415481239557266,601.0404577255249,1000.0,1.0867371372878551,609.1936211585999,1000.0,1.160845372825861,591.5436697006226,1000.0,1.01223985850811
