collected_frames,env/success_rate,env/failure_rate,env/explosion_rate
16384,0.0,1.0,0.0
32768,0.09090909090909091,0.9090909090909091,0.0
49152,0.25,0.75,0.0
65536,0.2222222222222222,0.7777777777777778,0.0
81920,0.07792207792207792,0.14285714285714285,0.0
98304,0.11538461538461539,0.5769230769230769,0.038461538461538464
114688,0.23076923076923078,0.6153846153846154,0.0
131072,0.2,0.56,0.0
147456,0.22580645161290322,0.41935483870967744,0.0
163840,0.2413793103448276,0.5172413793103449,0.0
180224,0.1076923076923077,0.13846153846153847,0.0
196608,0.16666666666666666,0.6666666666666666,0.0
212992,0.10526315789473684,0.5526315789473685,0.0
229376,0.25,0.4444444444444444,0.0
245760,0.1282051282051282,0.5128205128205128,0.0
262144,0.14893617021276595,0.2553191489361702,0.0
278528,0.23076923076923078,0.6153846153846154,0.0
294912,0.3,0.4,0.0
311296,0.17647058823529413,0.5294117647058824,0.0
327680,0.25925925925925924,0.3333333333333333,0.0
344064,0.18461538461538463,0.27692307692307694,0.0
360448,0.3333333333333333,0.6,0.0
376832,0.25,0.5227272727272727,0.022727272727272728
393216,0.2,0.425,0.0
409600,0.16666666666666666,0.36666666666666664,0.0
425984,0.1590909090909091,0.22727272727272727,0.0
442368,0.25,0.6875,0.0
458752,0.22580645161290322,0.3225806451612903,0.03225806451612903
475136,0.2,0.475,0.0
491520,0.2222222222222222,0.48148148148148145,0.0
507904,0.16363636363636364,0.10909090909090909,0.0
524288,0.6153846153846154,0.3076923076923077,0.0
540672,0.3191489361702128,0.2765957446808511,0.0
557056,0.15151515151515152,0.42424242424242425,0.0
573440,0.13043478260869565,0.5652173913043478,0.0
589824,0.18867924528301888,0.22641509433962265,0.0
606208,0.125,0.625,0.0
622592,0.2619047619047619,0.23809523809523808,0.0
638976,0.2631578947368421,0.42105263157894735,0.0
655360,0.32142857142857145,0.5,0.0
671744,0.15517241379310345,0.22413793103448276,0.0
688128,0.13636363636363635,0.7272727272727273,0.0
704512,0.2558139534883721,0.32558139534883723,0.0
720896,0.27586206896551724,0.5862068965517241,0.0
737280,0.38461538461538464,0.46153846153846156,0.0
753664,0.1320754716981132,0.18867924528301888,0.0
770048,0.5789473684210527,0.3684210526315789,0.0
786432,0.13513513513513514,0.5405405405405406,0.0
802816,0.3548387096774194,0.3225806451612903,0.0
819200,0.2894736842105263,0.5,0.0
835584,0.15789473684210525,0.2807017543859649,0.0
851968,0.5,0.4444444444444444,0.0
868352,0.25,0.29545454545454547,0.0
884736,0.25,0.45,0.0
901120,0.35714285714285715,0.35714285714285715,0.0
917504,0.2127659574468085,0.2978723404255319,0.0
933888,0.45,0.4,0.0
950272,0.2127659574468085,0.2978723404255319,0.0
966656,0.22857142857142856,0.37142857142857144,0.0
983040,0.18181818181818182,0.45454545454545453,0.0
999424,0.22727272727272727,0.20454545454545456,0.0
1015808,0.5454545454545454,0.2727272727272727,0.0
1032192,0.24489795918367346,0.3877551020408163,0.0
1048576,0.2857142857142857,0.2857142857142857,0.0
1064960,0.27586206896551724,0.41379310344827586,0.0
1081344,0.25925925925925924,0.2777777777777778,0.018518518518518517
1097728,0.6153846153846154,0.38461538461538464,0.0
1114112,0.20754716981132076,0.4339622641509434,0.0
1130496,0.30303030303030304,0.3333333333333333,0.0
1146880,0.3181818181818182,0.45454545454545453,0.0
1163264,0.18867924528301888,0.2641509433962264,0.0
1179648,0.55,0.45,0.0
1196032,0.2777777777777778,0.2777777777777778,0.0
1212416,0.38461538461538464,0.358974358974359,0.0
1228800,0.35714285714285715,0.42857142857142855,0.0
1245184,0.18604651162790697,0.3023255813953488,0.0
1261568,0.3333333333333333,0.4666666666666667,0.0
1277952,0.23684210526315788,0.39473684210526316,0.0
1294336,0.1875,0.5,0.0
1310720,0.46153846153846156,0.28205128205128205,0.0
1327104,0.16071428571428573,0.16071428571428573,0.0
1343488,0.35714285714285715,0.5,0.0
1359872,0.21052631578947367,0.47368421052631576,0.0
1376256,0.3,0.45,0.0
1392640,0.21428571428571427,0.4642857142857143,0.0
1409024,0.22033898305084745,0.1864406779661017,0.0
1425408,0.391304347826087,0.5652173913043478,0.0
1441792,0.3333333333333333,0.4583333333333333,0.0
1458176,0.35,0.4,0.0
1474560,0.16666666666666666,0.4722222222222222,0.0
1490944,0.21052631578947367,0.3508771929824561,0.0
1507328,0.5789473684210527,0.2631578947368421,0.0
1523712,0.30952380952380953,0.3333333333333333,0.0
1540096,0.3076923076923077,0.4358974358974359,0.0
1556480,0.2857142857142857,0.5142857142857142,0.0
1572864,0.11320754716981132,0.3584905660377358,0.0
1589248,0.5333333333333333,0.3333333333333333,0.0
1605632,0.23684210526315788,0.3157894736842105,0.0
1622016,0.3793103448275862,0.3448275862068966,0.0
1638400,0.2647058823529412,0.5,0.0
1654784,0.1864406779661017,0.15254237288135594,0.0
1671168,0.631578947368421,0.3157894736842105,0.0
1687552,0.34210526315789475,0.21052631578947367,0.0
1703936,0.3055555555555556,0.4166666666666667,0.0
1720320,0.36666666666666664,0.23333333333333334,0.0
1736704,0.14583333333333334,0.25,0.0
1753088,0.5,0.4,0.0
1769472,0.3541666666666667,0.3125,0.0
1785856,0.26666666666666666,0.26666666666666666,0.0
1802240,0.3157894736842105,0.47368421052631576,0.0
1818624,0.19298245614035087,0.2631578947368421,0.0
1835008,0.4375,0.5,0.0
1851392,0.35,0.4,0.0
1867776,0.2647058823529412,0.38235294117647056,0.0
1884160,0.3333333333333333,0.45454545454545453,0.0
1900544,0.125,0.21428571428571427,0.0
1916928,0.7058823529411765,0.17647058823529413,0.0
1933312,0.2727272727272727,0.4,0.0
1949696,0.4166666666666667,0.25,0.0
1966080,0.2727272727272727,0.4090909090909091,0.0
1982464,0.16666666666666666,0.3125,0.0
1998848,0.5333333333333333,0.4,0.0
