collected_frames,rew/potential_shaping,rew/step_penalty,rew/joint_vel_variance,rew/roll,rew/roll_rate,rew/pitch,rew/pitch_rate,rew/terminal_bonus,rew/total_reward
16384,1.6296066278591752,-0.620943244525492,-0.3058951091952622,-0.007817091542193566,-0.1276329746178817,-0.013729525450372648,-0.08188549008627888,-0.00411332119256258,0.46758984960615635
32768,1.1369381635449827,-0.620943244525492,-0.30586943379603326,-0.01359084299474489,-0.1104470154386945,-0.01861932227620855,-0.07593427374376915,-0.008136565564200282,-0.01660253808950074
49152,1.1731654796749353,-0.620943244525492,-0.30653962679207325,-0.013188239761802834,-0.10171545873163268,-0.01659717432630714,-0.07027550405473448,-0.0023456336930394173,0.04156059351225849
65536,1.1517592836171389,-0.620943244525492,-0.303637606324628,-0.010683503343898337,-0.09683847008273005,-0.014271301683038473,-0.06907907119602896,-0.004357255878858268,0.03194882687239442
81920,1.2591667380183935,-0.620943244525492,-0.303468412021175,-0.009573039103997871,-0.09926890165661462,-0.012377351573377382,-0.06692488031694666,0.0007843956118449569,0.14739528916106792
98304,1.263897211290896,-0.620943244525492,-0.30548747698776424,-0.010111840638273861,-0.11495895829284564,-0.015105934951861855,-0.07402663349057548,-0.0044923711102455854,0.11877073888899758
114688,1.4831672105938196,-0.620943244525492,-0.305373314069584,-0.006437303410166351,-0.10325291828485206,-0.015461361170309829,-0.07720629943651147,-0.0008932150667533278,0.35359952662838623
131072,1.122595738619566,-0.620943244525492,-0.30333002214320004,-0.01040060037485091,-0.10317600390408188,-0.01652113802265376,-0.07397532009053975,-0.0018314685439690948,-0.00758207240869524
147456,1.2388891261070967,-0.620943244525492,-0.3055941464845091,-0.011200903863937128,-0.10813854541629553,-0.015599052880133968,-0.07538695516996086,0.0008294340223073959,0.10285569974803366
163840,1.2014339547604322,-0.620943244525492,-0.30654519563540816,-0.011521528962475713,-0.09961914818268269,-0.01506915064965142,-0.06761145088239573,-0.0001988962758332491,0.07992534287041053
180224,1.2839746633544564,-0.620943244525492,-0.30455653578974307,-0.010258858066663379,-0.09326134269940667,-0.013031464310188312,-0.06741896842140704,0.002886094618588686,0.17739033019461203
196608,1.4439691146835685,-0.620943244525492,-0.30699766031466424,-0.008259181271569105,-0.10527997865574434,-0.01497246974031441,-0.07584594361833297,-0.000983291887678206,0.310687332006637
212992,1.173380914144218,-0.620943244525492,-0.3069044202566147,-0.010852153354790062,-0.11186419636942446,-0.016722834152460564,-0.07360574285848998,-0.0065039932960644364,0.025984316700487398
229376,1.2524544121697545,-0.620943244525492,-0.3048791333567351,-0.010473753260157537,-0.09714109334163368,-0.015727382386103272,-0.0725621480087284,0.0014336759923025966,0.13216132593515795
245760,1.2130844797939062,-0.620943244525492,-0.3047753544524312,-0.011804575362475589,-0.09490014432230964,-0.013863793872587848,-0.06671022565569729,-0.00491645943839103,0.09517067404522095
262144,1.2468868801370263,-0.620943244525492,-0.3058284956496209,-0.009750504988915054,-0.10055706388084218,-0.014331081823911518,-0.06948269350687042,0.0013435991713777184,0.1273373882540909
278528,1.4374325759708881,-0.620943244525492,-0.30552666960284114,-0.007767888437228976,-0.10926912471768446,-0.013343655427888734,-0.07083596868324094,-0.0008932150667533278,0.308852783346083
294912,1.2222795635461807,-0.620943244525492,-0.30550154484808445,-0.00975561594532337,-0.1076616485370323,-0.014447897796344478,-0.06955457254662178,0.0034903365885838866,0.09790537130902521
311296,1.2241646638140082,-0.620943244525492,-0.3065789823886007,-0.010281907801982015,-0.09817823680350557,-0.014292362793639768,-0.06776374176843092,-0.0028147604316473007,0.1033114150268375
327680,1.2047052308917046,-0.620943244525492,-0.30501734954304993,-0.011267813919403125,-0.09683117939857766,-0.015510542092670221,-0.06771382168517448,0.002886094618588686,0.09030736541899387
344064,1.2858249992132187,-0.620943244525492,-0.3067548503167927,-0.010092495573189808,-0.09901923208963126,-0.01408678144798614,-0.07095803914126009,0.003625451819971204,0.16759580210054992
360448,1.4143435740843415,-0.620943244525492,-0.30550916655920446,-0.007832167582819238,-0.1136367904546205,-0.013003229250898585,-0.0748946607200196,0.0007393572013825178,0.2792636543599656
376832,1.1986671397462487,-0.620943244525492,-0.3044043001718819,-0.008558168046874925,-0.10799318976933137,-0.016073387931101024,-0.0746668087085709,-1.874263398349285e-05,0.06600928977968579
393216,1.256109433248639,-0.620943244525492,-0.3043585908599198,-0.00907627480046358,-0.09642714739311486,-0.014349056138598826,-0.07133529434213415,-0.00015385786537081003,0.13946595817105845
409600,1.2639898555353284,-0.620943244525492,-0.3049370178487152,-0.009556050827086437,-0.09420070803025737,-0.014197570373653434,-0.06600491376593709,-0.0002889730967581272,0.1538613703160081
425984,1.2624992309138179,-0.620943244525492,-0.3059339022729546,-0.008553662435588194,-0.09531861689174548,-0.01435600031982176,-0.06361209572060034,0.0023719294695183635,0.15615362988319248
442368,1.4089286960661411,-0.620943244525492,-0.3091481467708945,-0.0063738457811268745,-0.0936938826343976,-0.012688687435002066,-0.06629010377218947,-0.0013623418053612113,0.2984284380218014
458752,1.2452353909611702,-0.620943244525492,-0.3058850853703916,-0.008250561855675187,-0.09789795376127586,-0.014051451922568958,-0.06600103271193802,0.0023719294695183635,0.13457797706359997
475136,1.269161337055266,-0.620943244525492,-0.30476528289727867,-0.009127567394898506,-0.09648075385484844,-0.014661276261904277,-0.06447348603978753,-0.001182188163511455,0.15752752605476417
491520,1.2277314867824316,-0.620943244525492,-0.3037668946199119,-0.009198949963320047,-0.10057369800051674,-0.014668874238850549,-0.06806696834973991,-0.00024393468629568815,0.11026890745415585
507904,1.2636906476691365,-0.620943244525492,-0.3057092276867479,-0.00908509350483655,-0.09517643513390794,-0.014657096806331538,-0.06553893876844086,0.006575327483005822,0.15915593023237307
524288,1.3982602804899216,-0.620943244525492,-0.3043320218566805,-0.007189581605416606,-0.09998804033966735,-0.011932982670259662,-0.06346647159080021,0.006530289072543383,0.29693822376430035
540672,1.3040091581642628,-0.620943244525492,-0.30449098674580455,-0.009436628737603314,-0.10115542181301862,-0.012322778304223903,-0.06734963553026319,0.009416383691132069,0.19772683311020955
557056,1.2965471930801868,-0.620943244525492,-0.30527613149024546,-0.008559740737837274,-0.09546421241248026,-0.012115029188862536,-0.06690569329657592,-0.0018314685439690948,0.185451658006059
573440,1.208279537037015,-0.620943244525492,-0.30598372453823686,-0.008670402588904835,-0.09479198936605826,-0.012904116774734575,-0.06503506933222525,-0.0034640408121049404,0.0964869439631002
589824,1.2433215966448188,-0.620943244525492,-0.30390499951317906,-0.009069764473679243,-0.09106239926768467,-0.011294260591967031,-0.0630533624207601,0.004563705297186971,0.1485572679375764
606208,1.4321571113541722,-0.620943244525492,-0.3049940364435315,-0.007259978516231058,-0.10166535491589457,-0.013885645275877323,-0.07148760632844642,-0.002994914073497057,0.3089263278816361
622592,1.2682215804234147,-0.620943244525492,-0.30559769948013127,-0.008518034956068732,-0.09892520366702229,-0.012896402578917332,-0.06625460940995254,0.0066654043039307,0.1617517817649059
638976,1.2491102097555995,-0.620943244525492,-0.3048703679814935,-0.008626048831501976,-0.09011980699142441,-0.01315108491689898,-0.06559742975514382,0.0025070447009056807,0.14830926226568408
655360,1.2668443769216537,-0.620943244525492,-0.30488173686899245,-0.007916434376966208,-0.08593439095420763,-0.013713295542402193,-0.06914393484476022,0.0024620062904432416,0.16677332857216243
671744,1.2709485795348883,-0.620943244525492,-0.30539122712798417,-0.007096521538187517,-0.09376621778937988,-0.01306508136622142,-0.0641583509859629,0.002976171439513564,0.1695040942140622
688128,1.388941466808319,-0.620943244525492,-0.3072916381061077,-0.007161013018048834,-0.10302110729389824,-0.0113566485561023,-0.07239408799796365,-0.005006536259315908,0.26176718962960877
704512,1.2993450099602342,-0.620943244525492,-0.3067864414770156,-0.008191441782400943,-0.10473273845855147,-0.012751439091516659,-0.06981942741549574,0.00460874370764941,0.18072898645186797
720896,1.2528357086703181,-0.620943244525492,-0.3069342833478004,-0.00895592810047674,-0.09576211858075112,-0.0126015901696519,-0.06779873897903599,-0.00015385786537081003,0.13968593327444978
737280,1.1780665013939142,-0.620943244525492,-0.3046212869230658,-0.009254859625798417,-0.08894207840785384,-0.013659971227752976,-0.06601795824826695,0.004563705297186971,0.07919080056308303
753664,1.2056525964289904,-0.620943244525492,-0.3074483769014478,-0.0071073249164328445,-0.08867664646822959,-0.013161045644665137,-0.061621929140528664,0.0023719294695183635,0.10906593935578712
770048,1.4314543437212706,-0.620943244525492,-0.3044419491197914,-0.005617295244519482,-0.09639849566156045,-0.012579683669173392,-0.06946429956587963,0.008207899751141667,0.3302172544063069
786432,1.2872885232791305,-0.620943244525492,-0.3058889664243907,-0.0060092006060585845,-0.09057005593786016,-0.012584518110088538,-0.06772508198628202,-0.00491645943839103,0.17865099315531552
802816,1.2316109724342823,-0.620943244525492,-0.30357916303910315,-0.008765669364947826,-0.09963226917898282,-0.012203685655549634,-0.06713029227103107,0.0066654043039307,0.12602203424467007
819200,1.1973868543282151,-0.620943244525492,-0.3048661579377949,-0.009153757284366293,-0.10574385797372088,-0.01276206158217974,-0.07155033946037292,0.002037917962297797,0.07440535078785615
835584,1.2304927790537477,-0.620943244525492,-0.3033493326511234,-0.007920691004983382,-0.1012130223098211,-0.013562410313170403,-0.06470985503983684,0.0014336759923025966,0.12022790023183916
851968,1.414720419794321,-0.620943244525492,-0.3018347779288888,-0.005856266265254817,-0.09277884472976439,-0.011407907019020058,-0.06575114955194294,0.005546997184865177,0.32169521611649543
868352,1.2809099443256855,-0.620943244525492,-0.3045691647566855,-0.007058759969368111,-0.09740502160275355,-0.012512633002188522,-0.06482364449766465,0.005122908856719732,0.1787203793064691
884736,1.287017143331468,-0.620943244525492,-0.30513901729136705,-0.006356242207402829,-0.09186146588763222,-0.013458068809995893,-0.0673078550316859,0.0014787144027650356,0.18342995480634272
901120,1.2354020001366735,-0.620943244525492,-0.30631463462486863,-0.0071188866277225316,-0.09570172650273889,-0.013946205421234481,-0.06651232848525979,0.005592035595327616,0.1304569980566157
917504,1.2686221161857247,-0.620943244525492,-0.30417820112779737,-0.0075651150473277085,-0.09521566587500274,-0.012383089851937257,-0.06559581303736195,0.0035353749990463257,0.16627634824544657
933888,1.3614465910941362,-0.620943244525492,-0.30489022051915526,-0.00510164597108087,-0.09075847387430258,-0.012364871159661561,-0.06733863009139895,0.005546997184865177,0.26559649856062606
950272,1.265245876275003,-0.620943244525492,-0.3034937472548336,-0.007833944113372127,-0.09970756148686633,-0.012015900123515166,-0.0655744934338145,0.0035353749990463257,0.15921234129200457
966656,1.24757313542068,-0.620943244525492,-0.30375130800530314,-0.007766279366478557,-0.09112838917644694,-0.0129441799945198,-0.06546841989620589,0.00190280273091048,0.14747411414282396
983040,1.22730662394315,-0.620943244525492,-0.30608599446713924,-0.0076504161188495345,-0.0938614578335546,-0.013501348017598502,-0.06687885642168112,-0.0008481766562908888,0.1175371200661175
999424,1.2639216417446733,-0.620943244525492,-0.3054161802865565,-0.00813762319739908,-0.10154324467293918,-0.012058750420692377,-0.06690999417332932,0.006106200744397938,0.15501879430667032
1015808,1.4326721299439669,-0.620943244525492,-0.3039484666660428,-0.00418969468864816,-0.09555179605376907,-0.012518118746811524,-0.069052510894835,0.004897716804407537,0.3313660117564723
1032192,1.2998059876263142,-0.620943244525492,-0.30439927987754345,-0.005556580792472232,-0.09742789482697845,-0.010943502245936543,-0.06739789876155555,0.0031112866709008813,0.19624886062229052
1048576,1.2763700261712074,-0.620943244525492,-0.3067710711620748,-0.007500135849113576,-0.09635940991574898,-0.010291562357451767,-0.06735739769646898,0.005592035595327616,0.17273922378080897
1064960,1.2051730118691921,-0.620943244525492,-0.30785717302933335,-0.008906163937353995,-0.10228746966458857,-0.011788273724960163,-0.0665434540132992,0.0024169678799808025,0.08926419292401988
1081344,1.2452916176989675,-0.620943244525492,-0.30474911839701235,-0.007816930603439687,-0.10051947773899883,-0.012146059598308057,-0.06509678819566034,0.0073146846843883395,0.141334677755367
