collected_frames,train/mean_reward,train/mean_state_value,train/value_minus_reward,train/mean_advantage_GAE,train/mean_action_sample_log_prob,train/mean_critic_loss,train/mean_objective_loss,train/mean_entropy_loss,train/mean_entropy,train/mean_kl_approx,train/mean_clip_fraction,train/mean_advantage,train/std_advantage,train/total_grad_norm,train/policy_operator_lr,train/value_operator_lr
16384,-0.2768900990486145,0.36992311477661133,0.6468132138252258,-5.066873073577881,-2.6727755069732666,5.108104705810547,-0.0034456211142241955,-0.06281609833240509,2.6604413986206055,0.0008286612574011087,0.00390625,-5.066873073577881,9.042994499206543,5.346804618835449,5.039208924444798e-05,0.0012964856005787352
32768,-0.04871639609336853,-1.5724629163742065,-1.523746520280838,-0.6980705261230469,-2.6708998680114746,1.393754243850708,-0.0012350529432296753,-0.06310297548770905,2.6725914478302,0.00054883275879547,0.00048828125,-0.6980705261230469,4.106910705566406,2.6359944343566895,5.027263306425599e-05,0.0012934122368853233
49152,0.0006835219101049006,-1.6772862672805786,-1.6779697891906835,0.17682944238185883,-2.665599822998047,0.6831780672073364,-0.0015073074027895927,-0.0630507618188858,2.670379877090454,0.00013272237265482545,0.0,0.17682944238185883,1.7471613883972168,2.7351582050323486,5.0153176884063995e-05,0.0012903388731919114
65536,-0.0026701726019382477,-1.5073466300964355,-1.5046764574944973,0.04499755799770355,-2.6744542121887207,1.1638193130493164,-0.0014276648871600628,-0.06287965923547745,2.663133382797241,-0.00012626801617443562,0.0,0.04499755799770355,2.2151761054992676,3.5460188388824463,5.0033720703872e-05,0.0012872655094984995
81920,0.058046258985996246,-1.2749454975128174,-1.3329917564988136,0.5050248503684998,-2.6710219383239746,2.034546375274658,-0.0020248666405677795,-0.06307303160429001,2.671323299407959,0.0008140719146467745,0.0,0.5050248503684998,3.7351489067077637,1.717542290687561,4.991426452368001e-05,0.0012841921458050876
98304,-0.007838068529963493,-1.101029396057129,-1.0931913275271654,-0.26555395126342773,-2.667206287384033,2.3338072299957275,-0.0016179168596863747,-0.06303476542234421,2.6697025299072266,0.0004953040042892098,0.000244140625,-0.26555395126342773,4.632505416870117,1.9132647514343262,4.9794808343488016e-05,0.0012811187821116757
114688,-0.07385877519845963,-0.7258260250091553,-0.6519672498106956,-2.909099578857422,-2.673612117767334,6.340808391571045,-0.0009914152324199677,-0.06327962875366211,2.6800732612609863,-0.00012330844765529037,0.0,-2.909099578857422,10.426175117492676,2.13623046875,4.9675352163296023e-05,0.0012780454184182638
131072,-0.21437139809131622,-2.051021099090576,-1.83664970099926,-3.4396612644195557,-2.6710805892944336,5.61538028717041,-0.0006758463568985462,-0.06331345438957214,2.6815061569213867,7.323716999962926e-05,0.000732421875,-3.4396612644195557,9.764264106750488,1.2946141958236694,4.955589598310403e-05,0.001274972054724852
147456,0.002949811052531004,-4.136432647705078,-4.139382458757609,0.42014622688293457,-2.662036895751953,1.368967056274414,-0.0009310338646173477,-0.06300056725740433,2.6682538986206055,-8.072832133620977e-05,0.0,0.42014622688293457,2.922816038131714,2.5089516639709473,4.943643980291204e-05,0.00127189869103144
163840,-0.003183116437867284,-3.4516477584838867,-3.4484646420460194,0.1357588768005371,-2.672551155090332,1.3754849433898926,-0.0014011254534125328,-0.06325794756412506,2.679155111312866,0.0002395280171185732,0.0,0.1357588768005371,2.9529812335968018,2.069507598876953,4.9316983622720045e-05,0.0012688253273380281
180224,0.061221152544021606,-3.8209638595581055,-3.882185012102127,0.6557093262672424,-2.6701974868774414,2.42864990234375,-0.0011065737344324589,-0.06328308582305908,2.680219888687134,0.0003053334658034146,0.0,0.6557093262672424,4.91727352142334,1.7090812921524048,4.919752744252805e-05,0.0012657519636446162
196608,-0.1440998613834381,-3.5667431354522705,-3.4226432740688324,-3.4187889099121094,-2.6647512912750244,5.901295185089111,-0.0008149902569130063,-0.0631069615483284,2.672760486602783,0.00017700751777738333,0.0,-3.4187889099121094,9.775585174560547,3.732146739959717,4.907807126233606e-05,0.0012626785999512043
212992,-0.1567031294107437,-6.319680213928223,-6.162977084517479,-1.823480486869812,-2.666563034057617,4.357275009155273,-0.001338035799562931,-0.06287814676761627,2.663069486618042,0.00026825687382370234,0.0,-1.823480486869812,8.125259399414062,1.9198501110076904,4.8958615082144066e-05,0.0012596052362577924
229376,0.002880627987906337,-6.265796661376953,-6.2686772893648595,0.6584190130233765,-2.671154499053955,1.867211103439331,-0.0011310074478387833,-0.06283172965049744,2.6611037254333496,0.00026895233895629644,0.000244140625,0.6584190130233765,4.05355978012085,2.176790952682495,4.883915890195207e-05,0.0012565318725643805
