attempt,collected_frames,state/lin_velocity,state/lin_velocity_max,state/lin_velocity_min,state/ang_velocity,state/ang_velocity_max,state/ang_velocity_min,state/roll,state/roll_max,state/roll_min,state/pitch,state/pitch_max,state/pitch_min,state/success_lin_velocity,state/lin_vel_mean,state/lin_vel_max,state/lin_vel_min,state/ang_vel_mean,state/ang_vel_max,state/ang_vel_min,state/roll_deg_mean,state/roll_deg_max,state/roll_deg_min,state/pitch_deg_mean,state/pitch_deg_max,state/pitch_deg_min,state/dist_to_goal,state/clearance_mean,state/clearance_min,state/clearance_max,state/pct_healthy
0,131072,0.3422977759037167,1.0981703724246472,0.028336095000668138,0.22972117958124727,1.9050198001787066,0.008999746235531347,8.115576264700053e-05,0.03372083404701698,-0.03419491694558019,-0.06624969633134015,0.6997333594144948,-0.9385022050569205,0.08251676661893725,0.34230912779457867,1.1004303216468543,0.028336095000668138,0.22977379814255983,1.9050198001787066,0.008999746235531347,0.07173844284261577,3.7352669378742576,6.199298352094207e-05,11.861214525531977,55.66589000739623,0.0004502832590522754,4.395636044442654,0.0752382046614457,-0.052457892801612616,0.3047269037924707,1.0
0,262144,0.16309019178152084,1.1161541352048516,0.002797834791635978,0.18929301167372614,1.9673859416507185,0.009685708750112099,9.302641353770014e-05,0.02749881931231357,-0.06359334778244374,-0.1573962706606835,0.8405993110500276,-1.3120880024507642,0.3596890321932733,0.16310654254630208,1.1161541352048516,0.002797834791635978,0.1894328275229782,1.986425809096545,0.009685708750112099,0.057852846512105316,3.8152787224389613,5.484341592265629e-05,16.90403886884451,76.387744307518,0.0009259036441164881,4.033839471638203,0.089947484084405,-0.06957524549216032,0.3126486928667873,1.0
0,393216,0.24587140581570566,1.1689522750675678,0.0033096305692197348,0.20837786386255175,2.060711631551385,0.009100668860810401,6.407132961072648e-05,0.027504245797899785,-0.03638241323278635,-0.10805111279478297,0.8658245741389692,-1.3011478269472718,0.3108586969319731,0.24588559253606945,1.1689522750675678,0.0033096305692197348,0.2084709865739569,2.072809268720448,0.009100668860810401,0.06300583609845489,2.393659837078303,5.097314198876379e-05,14.384490933269262,75.37959611415863,0.0007283748273785307,4.322993321344256,0.08320219520828687,-0.06940821232274175,0.32235574000515044,1.0
0,524288,0.2063246057368815,1.1031870511360466,0.002999117864192158,0.19815992971416563,1.9773043198511004,0.009625095159208286,5.920338370968281e-05,0.023056859950884245,-0.051841522938048,-0.10520063375588506,0.8796885907649994,-1.286241540685296,0.4086677385494113,0.20632551948074251,1.1031870511360466,0.002999117864192158,0.19820056797470897,1.9797702548094094,0.009625095159208286,0.05963787331711501,3.102732135914266,5.1890178189850644e-05,14.841071523725986,74.2909392118454,0.0006131503136721506,4.054076757282019,0.08756156056188047,-0.06933482806198299,0.3165587524417788,1.0
0,655360,0.2108393186936155,1.131047663744539,0.0031758964303207904,0.19835235178470612,2.1325238263234496,0.009538380075355235,9.080978965414488e-05,0.027627539508102927,-0.04158677156374324,-0.10994414213928394,0.8678647545166314,-1.2965010711923242,0.35239423997700214,0.2108460331801325,1.131047663744539,0.0031758964303207904,0.1984369553392753,2.1325238263234496,0.009538380075355235,0.05729858856648207,2.656805373262614,4.992550189342193e-05,14.650273635983467,75.62563955783844,0.0005145101787400463,4.2306748405098915,0.08518990260199644,-0.06939034909009933,0.32032559043727815,1.0
0,786432,0.22162742365617305,1.1796353901736438,0.0029110133959875384,0.2019956277217716,2.113005382940173,0.00940928295131016,0.00010768315289233499,0.03457303362665698,-0.04042923491215333,-0.10107809875626117,0.862008860334754,-1.3121166052296758,0.42585203470662236,0.22162852005567402,1.1796353901736438,0.0029110133959875384,0.2020651362836361,2.113005382940173,0.00940928295131016,0.06441155521315522,2.5401481688022614,5.122888929398606e-05,14.912459820508957,75.83650279045105,0.00047810657682845203,4.107302302494645,0.08654808002756909,-0.06840005167759955,0.3295040193479508,1.0
0,917504,0.1921013406245038,1.1723038526251912,0.0029188369085204613,0.19500834203790873,2.113714368082583,0.009011936878778215,0.0001561843620656589,0.06560604273545323,-0.028814192231948255,-0.11065203486941755,0.8817330971360207,-1.2767487410455942,0.41985909966751933,0.19210698222741485,1.1723038526251912,0.0029188369085204613,0.1950681711314246,2.113714368082583,0.009011936878778215,0.057280358858406544,4.001325186342001,3.620047058300324e-05,15.604464076459408,73.84014266729355,0.000527831191611039,4.043116336688399,0.08954311237903312,-0.0692755002528429,0.33472584816627204,1.0
0,1048576,0.22364299977198243,1.1983289290219545,0.003083846592289774,0.20121405844110996,2.3790928395465016,0.008568482265218336,9.307903975752652e-05,0.04501892736152513,-0.04553721939737443,-0.10737151460489258,0.8648561919108033,-1.2717705871909857,0.42694157641381025,0.22364310955163091,1.1983289290219545,0.003083846592289774,0.20124813669826835,2.3790928395465016,0.008568482265218336,0.059850755089428276,3.5716830287128687,4.884223244649988e-05,14.574774414300919,73.41602218151093,0.0004289035236269001,4.102670209482312,0.08131752704503015,-0.06960023636929691,0.32230236288160086,1.0
0,1179648,0.2338143261522055,1.4377915658553442,0.009520423130549412,0.19037459360435605,2.4054674543937047,0.008171638618417396,3.0341661472010155e-05,0.01974578227304543,-0.023414779120212188,-0.006834588257215728,1.2948629264037783,-0.6485336288032704,0.30362363571921985,0.21374971664045006,1.1838714093901217,0.0030133876689433237,0.20000227761920542,2.19077983032912,0.009142181505012559,0.059408967004856095,2.8824658868834376,5.655853937991395e-05,14.596279114484787,76.47329932451248,0.0006068338413278695,4.1077902391552925,0.08759564167121425,-0.06936414260417223,0.3306483905762434,1.0
0,1310720,0.2389598018489778,1.5718789817765355,0.002859199409613211,0.19154147314839065,2.6828898512758315,0.008091948189758114,3.546283483402135e-05,0.0188274011707108,-0.016847832550411113,-0.005249279286545061,1.3642135430127382,-0.7218510545790195,0.3523832205682993,0.23506776916693492,1.4762462176921138,0.00887837747070014,0.1921064738711589,2.523316038076777,0.008163957613245416,0.07612018852146814,25.668587964207653,3.395803026909907e-05,5.7884833248667364,77.49052163108577,0.0006695251982162675,4.443573315459561,0.21087442668775397,-0.04693835682000022,0.38275061778903724,1.0
0,1441792,0.21385724609717727,1.1790983574464917,0.0029932313700555824,0.20237350813113153,2.3167530549690127,0.009308765012065123,6.485004999312594e-05,0.03412924644362647,-0.029495421120373067,-0.03407693926419597,1.0631402535364032,-0.972357286605984,0.40361860767006874,0.21388326538726687,1.1886950246989727,0.0029932313700555824,0.20247064076829702,2.3485909290611744,0.009308765012065123,0.051093353860778734,4.688553512096405,4.0237573012552597e-05,7.8910399079322815,74.27306380867958,0.0005474873230779664,4.310898443683982,0.1607130088377744,-0.0621853549964726,0.35565287293866277,1.0
0,1572864,0.20680836343672127,1.1484663602896035,0.003176958273343189,0.1996665570186451,2.2223026556894183,0.009113492726100958,6.204782469865222e-05,0.02856830156815704,-0.035292299289721996,-0.07467017669114284,0.7600425984710455,-1.3200733019039035,0.42943564406596124,0.2068096922012046,1.1484663602896035,0.003176958273343189,0.1997090991353616,2.2281698593869805,0.009113492726100958,0.054414488608017564,2.4623527200892568,4.7759747442643885e-05,12.164696000516415,76.12126326560974,0.00040642593821615947,4.217213504016399,0.10871405439684168,-0.06922620069235563,0.3399001541547477,1.0
0,1703936,0.2251804262632504,1.2394259725697339,0.0029769285663405753,0.20263623946812004,2.1918722637929022,0.009118538146594801,0.00017836972100582216,0.06829826240573311,-0.034917759883683175,-0.08809738664422184,0.8537798281759024,-1.2887774240225554,0.448071023914963,0.22518265340477228,1.2394259725697339,0.0029769285663405753,0.20272131660021842,2.1918722637929022,0.009118538146594801,0.06313977960962802,4.245485071092844,5.048223000159169e-05,14.74857383966446,74.75379210710526,0.00042774563313230374,4.12887798435986,0.07883050525560975,-0.06940199644304812,0.3236505624372512,1.0
0,1835008,0.2140815657330677,1.2603635736741126,0.003124829840999155,0.20254615368321538,2.244606584776193,0.00897746603914129,0.00014988710909413783,0.03447088391112629,-0.03811454488095478,-0.09215403953567147,0.8920217221602798,-1.2844123812392354,0.48061196645721793,0.21408276725560427,1.2603635736741126,0.003124829840999155,0.20258746983017772,2.244606584776193,0.00897746603914129,0.06418121873866767,2.665116407442838,5.229075195400945e-05,15.175601713359356,74.12371611595154,0.0005420103425115563,4.09089301340282,0.09473581053316593,-0.07012092298828065,0.3405674700625241,1.0
0,1966080,0.21257140522357076,1.174806710332632,0.0031048023224684584,0.19758419052232057,2.240582821890712,0.009285532234571292,0.00016543908344601732,0.03107771223585587,-0.02619834509823704,-0.08470803051022813,0.865105863660574,-1.3042075047269464,0.46870402013882995,0.21257099753711373,1.174806710332632,0.0031048023224684584,0.1976153349969536,2.240582821890712,0.009285532234571292,0.0559297175204847,2.1507384423166513,4.2926628351924734e-05,13.95048950612545,75.2236652970314,0.0004005423327058111,4.109457969665527,0.09928489138837904,-0.06924059148877859,0.33399610850028694,1.0
0,2097152,0.20649658469483256,1.1776229212991893,0.0030752462912460032,0.19716384494677186,2.2334482236765325,0.009491530746345234,0.00012633618177915196,0.04292845911186305,-0.032039858800999355,-0.0819432832649909,0.8067218963988125,-1.2912641447037458,0.4397909864783287,0.20650627301074564,1.1776229212991893,0.0030752462912460032,0.19721705524716526,2.234832029324025,0.009491530746345234,0.055434698617318645,3.036031682509929,4.431419577710649e-05,13.462074920535088,74.6323903799057,0.0004469853645572286,4.116453250870109,0.0920177855878137,-0.06927094282582402,0.35580450715497136,1.0
0,2228224,0.2303760942009588,0.8993347979833682,0.021184619797822962,0.16111287728572887,1.891909371788303,0.007046451892335123,5.5732211295378425e-05,0.014108449282114938,-0.011510313373097839,-0.17378897669781812,0.5507685549337961,-1.1022773344995223,0.2410645659516255,0.2180313045391813,1.213689480908215,0.0029323700591703528,0.20102095697075129,2.310597755946219,0.00914195963923703,0.05723700486123562,2.3773498381488025,5.1203738161476053e-05,13.597159072756767,72.34582418203354,0.00047163554773144156,4.128125887364149,0.08242602954851463,-0.06963815935887396,0.3230371118988842,1.0
0,2359296,0.23416597058530897,0.9373553129844368,0.0026655730794118426,0.16145291447173804,2.0457227560691535,0.006901297939293727,5.479497574611969e-05,0.010194635000516428,-0.011176520321896533,-0.16469977149972692,0.5785262635909021,-1.242602800950408,0.34633465856313705,0.230743551991476,0.9029994259352785,0.019399651439421888,0.1611654788917716,1.9067347582250116,0.0070324611498733015,0.0331041057571679,0.9682048686095569,3.233505607862481e-05,14.360396203357048,64.77732739524625,0.00012165302332065533,4.062944131802364,0.025416359737468464,-0.06646553631198693,0.2278617354087442,1.0
