collected_frames,train/mean_reward,train/epsilon,train/replay_buffer_size,train/q_network_lr,train/loss,train/grad_norm,train/q_mean,train/target_q_mean
14811136,,,,,0.11270572245121002,0.10301609337329865,0.6134967803955078,0.5714928507804871
14942208,0.03039289265871048,0.5487500000000001,2000000,0.0009049999999999988,,,,
14942208,,,,,0.1091664731502533,0.11106555163860321,0.6021157503128052,0.5874314308166504
15073280,0.002782640513032675,0.5447916666666667,2000000,0.0009041666666666654,,,,
15073280,,,,,0.11076675355434418,0.05096021294593811,0.6224099397659302,0.5956512093544006
15204352,-0.014302169904112816,0.5408333333333334,2000000,0.000903333333333332,,,,
15204352,,,,,0.10678397119045258,0.1378897875547409,0.6310213208198547,0.6006363034248352
15335424,-0.0005614152178168297,0.536875,2000000,0.0009024999999999987,,,,
15335424,,,,,0.114765465259552,0.07723782956600189,0.648700475692749,0.604011058807373
15466496,-0.00010156212374567986,0.5329166666666667,2000000,0.0009016666666666653,,,,
15466496,,,,,0.12422209978103638,0.13640981912612915,0.5938881039619446,0.5657124519348145
15597568,0.0041741179302334785,0.5289583333333334,2000000,0.0009008333333333319,,,,
15597568,,,,,0.09687332808971405,0.1528589427471161,0.6524131894111633,0.617553174495697
15728640,0.005410138983279467,0.525,2000000,0.0008999999999999986,,,,
15728640,,,,,0.08557312935590744,0.05632708594202995,0.6705806851387024,0.6555519104003906
15859712,-0.00613858737051487,0.5210416666666667,2000000,0.0008991666666666653,,,,
15859712,,,,,0.10174357891082764,0.031069383025169373,0.6294904351234436,0.5996004343032837
15990784,0.01639549620449543,0.5170833333333333,2000000,0.0008983333333333319,,,,
15990784,,,,,0.10812290012836456,0.07561153173446655,0.6356225609779358,0.6091594696044922
16121856,0.0017306874506175518,0.513125,2000000,0.0008974999999999987,,,,
16121856,,,,,0.10650758445262909,0.20620304346084595,0.6606466174125671,0.6080077290534973
16252928,-0.016737662255764008,0.5091666666666667,2000000,0.0008966666666666653,,,,
16252928,,,,,0.10185898095369339,0.17177699506282806,0.6648229956626892,0.6379283666610718
16384000,-0.0033045571763068438,0.5052083333333333,2000000,0.000895833333333332,,,,
16384000,,,,,0.11070403456687927,0.12395928800106049,0.6371632814407349,0.6163625717163086
16515072,0.0031870435923337936,0.50125,2000000,0.0008949999999999988,,,,
16515072,,,,,0.12010403722524643,0.17307959496974945,0.6515483856201172,0.6312325596809387
16646144,-0.000569923548027873,0.4972916666666667,2000000,0.0008941666666666655,,,,
16646144,,,,,0.10687188804149628,0.07389552891254425,0.6575980186462402,0.6464139223098755
16777216,0.0023403316736221313,0.4933333333333334,2000000,0.0008933333333333322,,,,
16777216,,,,,0.11881007999181747,0.11481817066669464,0.7041115164756775,0.6736408472061157
16908288,0.0032417147886008024,0.489375,2000000,0.0008924999999999989,,,,
16908288,,,,,0.12160968780517578,0.09695322811603546,0.6802976727485657,0.6563719511032104
17039360,0.014782634563744068,0.4854166666666667,2000000,0.0008916666666666655,,,,
17039360,,,,,0.1089925467967987,0.28176432847976685,0.7130343914031982,0.6734902858734131
17170432,-0.0025161299854516983,0.48145833333333343,2000000,0.0008908333333333321,,,,
17170432,,,,,0.11477139592170715,0.07832460850477219,0.6915932893753052,0.6774059534072876
17301504,-0.014453688636422157,0.47750000000000004,2000000,0.0008899999999999988,,,,
17301504,,,,,0.11542204767465591,0.23042437434196472,0.6802554130554199,0.6877962350845337
17432576,-0.00845821388065815,0.47354166666666664,2000000,0.0008891666666666655,,,,
17432576,,,,,0.12156571447849274,0.14780393242835999,0.7154105305671692,0.7165294885635376
17563648,-0.0003918320871889591,0.46958333333333335,2000000,0.0008883333333333321,,,,
17563648,,,,,0.11901172995567322,0.18126361072063446,0.6960145235061646,0.6909224987030029
17694720,-0.0005529401823878288,0.46562499999999996,2000000,0.0008874999999999987,,,,
